#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,ACs
348,Meerut,10,GEN,Uttar Pradesh [2000 Onwards],Rajendra Agarwal,Bharatiya Janta Party,"15,08,788","7,27,732",48.2 %,"47,146",6.5%,AC View
349,Mirzapur,79,GEN,Uttar Pradesh [2000 Onwards],Bal Kumar Patel,Samajwadi Party,"14,05,539","7,32,859",52.1 %,"19,682",2.7%,AC View
350,Misrikh,32,SC,Uttar Pradesh [2000 Onwards],Ashok Kumar Rawat,Bahujan Samaj Party,"14,64,770","6,07,911",41.5 %,"23,292",3.8%,AC View
351,Mizoram,1,ST,Mizoram,C.L.Ruala,Indian National Congress,"6,29,374","3,32,553",52.8 %,"1,08,955",32.8%,AC View
352,Mohanlalganj,34,SC,Uttar Pradesh [2000 Onwards],Sushila Saroj,Samajwadi Party,"15,00,237","6,94,220",46.3 %,"76,595",11.0%,AC View
353,Moradabad,6,GEN,Uttar Pradesh [2000 Onwards],Mohammed Azharuddin,Indian National Congress,"13,88,525","7,61,683",54.9 %,"49,107",6.4%,AC View
354,Morena,1,GEN,Madhya Pradesh [2000 Onwards],Narendra Singh Tomar,Bharatiya Janta Party,"13,39,897","7,10,660",53.0 %,"1,00,997",14.2%,AC View
355,Mumbai North,26,GEN,Maharashtra,Sanjay Brijkishorlal Nirupam,Indian National Congress,"16,08,924","6,85,035",42.6 %,"5,779",0.8%,AC View
356,Mumbai North Central,29,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,"16,81,985","6,64,652",39.5 %,"1,74,555",26.3%,AC View
357,Mumbai North East,28,GEN,Maharashtra,Sanjay Dina Patil,Nationalist Congress Party,"15,72,890","6,67,955",42.5 %,"2,933",0.4%,AC View
358,Mumbai North West,27,GEN,Maharashtra,Ad.Kamat Gurudas Vasant,Indian National Congress,"16,04,992","7,07,303",44.1 %,"38,387",5.4%,AC View
359,Mumbai South,31,GEN,Maharashtra,Deora Milind Murli,Indian National Congress,"15,89,811","6,41,597",40.4 %,"1,12,682",17.6%,AC View
360,Mumbai South Central,30,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,"15,15,899","5,98,877",39.5 %,"75,706",12.6%,AC View
361,Munger,28,GEN,Bihar [2000 Onwards],Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal (United),"15,64,604","6,51,035",41.6 %,"1,89,361",29.1%,AC View
362,Murshidabad,11,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,"11,92,899","10,52,242",88.2 %,"35,647",3.4%,AC View
363,Muzaffarnagar,3,GEN,Uttar Pradesh [2000 Onwards],Kadir Rana,Bahujan Samaj Party,"13,70,117","7,44,973",54.4 %,"20,598",2.8%,AC View
364,Muzaffarpur,15,GEN,Bihar [2000 Onwards],Captain Jai Narayan Prasad Nishad,Janata Dal (United),"13,39,949","6,21,870",46.4 %,"47,809",7.7%,AC View
365,Mysore,21,GEN,Karnataka,Adagur H Vishwanath,Indian National Congress,"16,53,991","9,74,410",58.9 %,"7,691",0.8%,AC View
366,Nabarangpur,12,ST,Orissa,Pradeep Kumar Majhi,Indian National Congress,"12,15,653","7,92,063",65.2 %,"29,977",3.8%,AC View
367,Nagaland,1,ST,Nagaland,C.M. Chang,Nagaland Peoples Front,"13,21,878","11,89,670",90.0 %,"4,83,021",40.6%,AC View
368,Nagapattinam,29,SC,Tamil Nadu,Vijayan A K S,Dravida Munetra Kazhagam,"9,82,352","7,64,572",77.8 %,"47,962",6.3%,AC View
369,Nagarkurnool,12,SC,Andhra Pradesh,Dr. Manda Jagannath,Indian National Congress,"14,60,484","10,27,695",70.4 %,"47,767",4.6%,AC View
370,Nagaur,14,GEN,Rajasthan,Dr. Jyoti Mirdha,Indian National Congress,"14,86,307","6,10,003",41.0 %,"1,55,137",25.4%,AC View
371,Nagina,5,SC,Uttar Pradesh [2000 Onwards],Yashvir Singh,Samajwadi Party,"11,96,566","6,43,784",53.8 %,"59,688",9.3%,AC View
372,Nagpur,10,GEN,Maharashtra,Muttemwar Vilasrao Baburaoji,Indian National Congress,"17,38,920","7,55,714",43.5 %,"24,399",3.2%,AC View
373,Nainital-Udhamsingh Nagar,4,GEN,Uttarakhand,K.C. Singh Baba,Indian National Congress,"12,84,092","7,53,947",58.7 %,"88,412",11.7%,AC View
374,Nalanda,29,GEN,Bihar [2000 Onwards],Kaushalendra Kumar,Janata Dal (United),"17,19,503","5,68,233",33.1 %,"1,52,677",26.9%,AC View
375,Nalgonda,13,GEN,Andhra Pradesh,Gutha Sukender Reddy,Indian National Congress,"14,55,016","10,83,684",74.5 %,"1,52,982",14.1%,AC View
376,Namakkal,16,GEN,Tamil Nadu,Gandhiselvan.S,Dravida Munetra Kazhagam,"10,75,526","8,46,216",78.7 %,"1,02,431",12.1%,AC View
377,Nanded,16,GEN,Maharashtra,Khatgaonkar Patil Bhaskarrao Bapurao,Indian National Congress,"14,39,015","7,74,850",53.9 %,"74,614",9.6%,AC View
378,Nandurbar,1,ST,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,"14,55,543","7,66,408",52.7 %,"79,949",10.4%,AC View
379,Nandyal,34,GEN,Andhra Pradesh,S.P.Y.Reddy,Indian National Congress,"13,58,711","9,96,163",73.3 %,"90,847",9.1%,AC View
380,Narasaraopet,31,GEN,Andhra Pradesh,Modugula Venugopala Reddy,Telugu Desam,"13,60,431","10,86,317",79.9 %,"1,607",0.1%,AC View
381,Narsapuram,26,GEN,Andhra Pradesh,Bapiraju Kanumuru,Indian National Congress,"11,73,138","9,95,129",84.8 %,"1,14,690",11.5%,AC View
382,Nashik,21,GEN,Maharashtra,Sameer Bhujbal,Nationalist Congress Party,"14,48,414","6,56,930",45.4 %,"22,032",3.4%,AC View
383,Navsari,25,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,"16,23,415","7,57,579",46.7 %,"1,32,643",17.5%,AC View
384,Nawada,39,GEN,Bihar [2000 Onwards],Bhola Singh,Bharatiya Janta Party,"13,97,512","5,81,583",41.6 %,"34,917",6.0%,AC View
385,Nellore,39,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,"14,50,938","10,06,949",69.4 %,"54,993",5.5%,AC View
386,New Delhi,4,GEN,Delhi [1977 Onwards],Ajay Makan,Indian National Congress,"13,73,146","7,65,180",55.7 %,"1,87,809",24.5%,AC View
387,Nilgiris,19,SC,Tamil Nadu,Raja A,Dravida Munetra Kazhagam,"10,03,168","7,09,771",70.8 %,"86,021",12.1%,AC View
388,Nizamabad,4,GEN,Andhra Pradesh,Madhu Yaskhi Goud,Indian National Congress,"13,33,271","8,89,962",66.8 %,"60,390",6.8%,AC View
389,North East Delhi,2,GEN,Delhi [1977 Onwards],Jai Prakash Agarwal,Indian National Congress,"16,77,058","8,77,919",52.4 %,"2,22,243",25.3%,AC View
390,North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,"4,86,983","2,92,408",60.0 %,"6,353",2.2%,AC View
391,North West Delhi,5,SC,Delhi [1977 Onwards],Krishna Tirath,Indian National Congress,"17,98,181","8,57,564",47.7 %,"1,84,433",21.5%,AC View
392,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,"14,11,331","9,98,937",70.8 %,"45,380",4.5%,AC View
393,Ongole,33,GEN,Andhra Pradesh,Magunta Srinivasulu Reddy,Indian National Congress,"13,75,558","10,26,948",74.7 %,"78,523",7.6%,AC View
394,Osmanabad,40,GEN,Maharashtra,Patil Padamsinha Bajirao,Nationalist Congress Party,"16,08,852","9,24,810",57.5 %,"6,787",0.7%,AC View
395,Outer Manipur,2,ST,Manipur,Thangso Baite,Indian National Congress,"9,09,496","7,53,388",82.8 %,"1,19,798",15.9%,AC View
396,Palakkad,8,GEN,Kerala,M.B. Rajesh,Communist Party Of India (MARXIST),"10,74,818","7,90,872",73.6 %,"1,820",0.2%,AC View
397,Palamau,13,SC,Jharkhand,Kameshwar Baitha,Jharkhand Mukti Morcha,"14,17,375","6,51,271",46.0 %,"23,538",3.6%,AC View
398,Palghar,22,ST,Maharashtra,Jadhav Baliram Sukur,Bahujan Vikas Aaghadi,"15,23,061","7,32,599",48.1 %,"12,360",1.7%,AC View
399,Pali,15,GEN,Rajasthan,Badri Ram Jakhar,Indian National Congress,"16,82,713","7,24,620",43.1 %,"1,96,717",27.1%,AC View
400,Panchmahal,18,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,"14,23,385","6,06,673",42.6 %,"2,081",0.3%,AC View
401,Parbhani,17,GEN,Maharashtra,Adv. Dudhgaonkar Ganeshrao Nagorao,Shiv Sena,"16,10,088","8,70,761",54.1 %,"65,418",7.5%,AC View
402,Paschim Champaran,2,GEN,Bihar [2000 Onwards],Dr. Sanjay Jaiswal,Bharatiya Janta Party,"12,20,868","5,15,490",42.2 %,"47,343",9.2%,AC View
403,Pataliputra,31,GEN,Bihar [2000 Onwards],Ranjan Prasad Yadav,Janata Dal (United),"15,26,241","6,28,364",41.2 %,"23,541",3.7%,AC View
404,Patan,3,GEN,Gujarat,Jagdish Thakor,Indian National Congress,"14,17,623","6,33,160",44.7 %,"18,504",2.9%,AC View
405,Pathanamthitta,17,GEN,Kerala,Anto Antony Punnathaniyil,Indian National Congress,"12,13,370","7,98,232",65.8 %,"1,11,206",13.9%,AC View
406,Patiala,13,GEN,Punjab,Preneet Kaur,Indian National Congress,"13,44,864","9,35,959",69.6 %,"97,389",10.4%,AC View
407,Patna Sahib,30,GEN,Bihar [2000 Onwards],Shatrughan Sinha,Bharatiya Janta Party,"16,41,976","5,52,538",33.7 %,"1,66,770",30.2%,AC View
408,Peddapalli,2,SC,Andhra Pradesh,Dr.G.Vivekanand,Indian National Congress,"13,15,642","9,04,183",68.7 %,"49,017",5.4%,AC View
409,Perambalur,25,GEN,Tamil Nadu,"Napoleon,d.",Dravida Munetra Kazhagam,"10,49,033","8,34,811",79.6 %,"77,604",9.3%,AC View
410,Phulpur,51,GEN,Uttar Pradesh [2000 Onwards],Kapil Muni Karwariya,Bahujan Samaj Party,"14,26,451","5,51,913",38.7 %,"14,578",2.6%,AC View
411,Pilibhit,26,GEN,Uttar Pradesh [2000 Onwards],Varun Gandhi,Bharatiya Janta Party,"13,10,007","8,37,650",63.9 %,"2,81,501",33.6%,AC View
412,Pollachi,21,GEN,Tamil Nadu,Sugumar.K,All India Anna Dravida Munnetra Kazhagam,"10,17,811","7,73,303",76.0 %,"46,025",6.0%,AC View
413,Pondicherry,1,GEN,Pondicherry,Narayanasamy,Indian National Congress,"7,62,440","6,08,533",79.8 %,"91,772",15.1%,AC View
414,Ponnani,7,GEN,Kerala,E.T. Muhammed Basheer,Muslim League Kerala State Committee,"9,97,075","7,70,205",77.3 %,"82,684",10.7%,AC View
415,Porbandar,11,GEN,Gujarat,Radadiya Vitthalbhai Hansrajbhai,Indian National Congress,"13,85,818","6,60,768",47.7 %,"39,503",6.0%,AC View
416,Pratapgarh,39,GEN,Uttar Pradesh [2000 Onwards],Rajkumari Ratna Singh,Indian National Congress,"14,35,159","6,41,017",44.7 %,"29,779",4.6%,AC View
417,Pune,34,GEN,Maharashtra,Kalmadi Suresh,Indian National Congress,"18,06,953","7,34,482",40.7 %,"25,701",3.5%,AC View
418,Puri,17,GEN,Orissa,Pinaki Misra,Biju Janata Dal,"13,22,817","9,10,198",68.8 %,"2,11,305",23.2%,AC View
419,Purnia,12,GEN,Bihar [2000 Onwards],Uday Singh Alias Pappu Singh,Bharatiya Janta Party,"13,05,396","7,04,866",54.0 %,"1,86,227",26.4%,AC View
420,Purulia,35,GEN,West Bengal,Narahari Mahato,All India Forward Bloc,"12,57,799","9,05,208",72.0 %,"19,301",2.1%,AC View
421,Purvi Champaran,3,GEN,Bihar [2000 Onwards],Radha Mohan Singh,Bharatiya Janta Party,"11,87,264","4,82,094",40.6 %,"79,290",16.4%,AC View
422,Rae Bareli,36,GEN,Uttar Pradesh [2000 Onwards],Sonia Gandhi,Indian National Congress,"13,79,507","6,66,699",48.3 %,"3,72,165",55.8%,AC View
423,Raichur,6,ST,Karnataka,Pakkirappa.S.,Bharatiya Janta Party,"14,86,326","6,82,388",45.9 %,"30,636",4.5%,AC View
424,Raigad,32,GEN,Maharashtra,Anant Geete,Shiv Sena,"13,59,830","7,69,264",56.6 %,"1,46,521",19.0%,AC View
425,Raiganj,5,GEN,West Bengal,Deepa Dasmunsi,Indian National Congress,"11,08,382","9,00,271",81.2 %,"1,05,203",11.7%,AC View
426,Raigarh,2,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,"14,32,746","9,35,750",65.3 %,"55,848",6.0%,AC View
427,Raipur,8,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,"15,78,868","7,41,969",47.0 %,"57,901",7.8%,AC View
428,Rajahmundry,25,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,"12,60,974","10,21,131",81.0 %,"2,147",0.2%,AC View
429,Rajampet,41,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,"13,11,449","9,97,835",76.1 %,"1,10,377",11.1%,AC View
430,Rajgarh,20,GEN,Madhya Pradesh [2000 Onwards],Narayansingh Amlabe,Indian National Congress,"12,61,062","6,51,383",51.7 %,"24,388",3.7%,AC View
431,Rajkot,10,GEN,Gujarat,Kuvarjibhai Mohanbhai Bavalia,Indian National Congress,"14,55,072","6,49,750",44.7 %,"24,735",3.8%,AC View
432,Rajmahal,1,ST,Jharkhand,Devidhan Besra,Bharatiya Janta Party,"11,67,993","6,44,495",55.2 %,"8,983",1.4%,AC View
433,Rajnandgaon,6,GEN,Chhattisgarh,Madhusudan Yadav,Bharatiya Janta Party,"14,11,051","8,30,578",58.9 %,"1,19,074",14.3%,AC View
434,Rajsamand,22,GEN,Rajasthan,Gopal Singh,Indian National Congress,"14,89,231","5,91,390",39.7 %,"45,890",7.8%,AC View
435,Ramanathapuram,35,GEN,Tamil Nadu,Sivakumar @ J.K. Ritheesh. K,Dravida Munetra Kazhagam,"11,33,391","7,79,721",68.8 %,"69,915",9.0%,AC View
436,Rampur,7,GEN,Uttar Pradesh [2000 Onwards],Jaya Prada Nahata,Samajwadi Party,"11,54,544","6,06,179",52.5 %,"30,931",5.1%,AC View
437,Ramtek,9,SC,Maharashtra,Wasnik Mukul Balkrishna,Indian National Congress,"15,02,900","7,65,020",50.9 %,"16,701",2.2%,AC View
438,Ranaghat,13,SC,West Bengal,Sucharu Ranjan Haldar,All India Trinamool Congress,"13,29,436","11,48,874",86.4 %,"1,01,823",8.9%,AC View
439,Ranchi,8,GEN,Jharkhand,Subodh Kant Sahay,Indian National Congress,"16,25,148","7,23,932",44.6 %,"13,350",1.8%,AC View
440,Ratlam,24,ST,Madhya Pradesh [2000 Onwards],Kantilal Bhuria,Indian National Congress,"12,51,597","6,37,626",50.9 %,"57,668",9.0%,AC View
441,Ratnagiri - Sindhudurg,46,GEN,Maharashtra,Dr.Nilesh Narayan Rane,Indian National Congress,"12,52,255","7,19,855",57.5 %,"46,750",6.5%,AC View
442,Raver,4,GEN,Maharashtra,Haribhau Madhav Jawale,Bharatiya Janta Party,"14,18,691","7,20,215",50.8 %,"28,218",3.9%,AC View
443,Rewa,10,GEN,Madhya Pradesh [2000 Onwards],Deoraj Singh Patel,Bahujan Samaj Party,"12,48,727","6,03,761",48.4 %,"4,021",0.7%,AC View
444,Robertsganj,80,SC,Uttar Pradesh [2000 Onwards],Pakauri Lal,Samajwadi Party,"12,14,735","5,95,313",49.0 %,"50,259",8.4%,AC View
445,Rohtak,7,GEN,Haryana,Deepender Singh,Indian National Congress,"12,74,972","8,35,610",65.5 %,"4,45,736",53.3%,AC View
446,Sabarkantha,5,GEN,Gujarat,Chauhan Mahendrasinh,Bharatiya Janta Party,"14,52,240","7,17,642",49.4 %,"17,160",2.4%,AC View
447,Sagar,5,GEN,Madhya Pradesh [2000 Onwards],Bhupendra Singh,Bharatiya Janta Party,"11,85,166","5,70,342",48.1 %,"1,31,168",23.0%,AC View
448,Saharanpur,1,GEN,Uttar Pradesh [2000 Onwards],Jagdish Singh Rana,Bahujan Samaj Party,"12,98,132","8,21,119",63.3 %,"84,873",10.3%,AC View
449,Salem,15,GEN,Tamil Nadu,Semmalai S,All India Anna Dravida Munnetra Kazhagam,"11,71,839","8,95,888",76.5 %,"46,491",5.2%,AC View
450,Salempur,71,GEN,Uttar Pradesh [2000 Onwards],Ramashankar Rajbhar,Bahujan Samaj Party,"16,21,136","6,35,226",39.2 %,"18,305",2.9%,AC View
451,Samastipur,23,SC,Bihar [2000 Onwards],Maheshwar Hazari,Janata Dal (United),"13,12,948","5,84,752",44.5 %,"1,04,376",17.8%,AC View
452,Sambalpur,3,GEN,Orissa,Amarnath Pradhan,Indian National Congress,"12,33,251","8,00,562",64.9 %,"14,874",1.9%,AC View
453,Sambhal,8,GEN,Uttar Pradesh [2000 Onwards],Dr. Shafiqur Rahman Barq,Bahujan Samaj Party,"12,90,810","6,82,137",52.9 %,"13,464",2.0%,AC View
454,Sangli,44,GEN,Maharashtra,Pratik Prakashbapu Patil,Indian National Congress,"14,90,571","7,78,760",52.3 %,"39,783",5.1%,AC View
455,Sangrur,12,GEN,Punjab,Vijay Inder Singla,Indian National Congress,"12,51,401","9,31,247",74.4 %,"40,872",4.4%,AC View
456,Sant Kabir Nagar,62,GEN,Uttar Pradesh [2000 Onwards],Bhisma Shankar Alias Kushal Tiwari,Bahujan Samaj Party,"16,94,453","8,00,935",47.3 %,"29,496",3.7%,AC View
457,Saran,20,GEN,Bihar [2000 Onwards],Lalu Prasad,Rashtriya Janata Dal,"12,68,338","5,80,830",45.8 %,"51,815",8.9%,AC View
458,Sarguja,1,ST,Chhattisgarh,Murarilal Singh,Bharatiya Janta Party,"13,06,822","8,05,197",61.6 %,"1,59,548",19.8%,AC View
459,Sasaram,34,SC,Bihar [2000 Onwards],Meira Kumar,Indian National Congress,"14,02,789","5,99,031",42.7 %,"42,954",7.2%,AC View
460,Satara,45,GEN,Maharashtra,Bhonsle Shrimant Chh. Udyanraje Pratapsinhmaharaj,Nationalist Congress Party,"15,46,146","8,16,703",52.8 %,"2,97,515",36.4%,AC View
461,Satna,9,GEN,Madhya Pradesh [2000 Onwards],Ganesh Singh,Bharatiya Janta Party,"12,07,500","6,59,947",54.7 %,"4,418",0.7%,AC View
462,Secundrabad,8,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,"15,74,818","8,65,489",55.0 %,"1,70,167",19.7%,AC View
463,Shahdol,12,ST,Madhya Pradesh [2000 Onwards],Rajesh Nandini Singh,Indian National Congress,"12,72,377","6,29,477",49.5 %,"13,415",2.1%,AC View
464,Shahjahanpur,27,SC,Uttar Pradesh [2000 Onwards],Mithlesh,Samajwadi Party,"16,27,964","7,92,516",48.7 %,"70,579",8.9%,AC View
465,Sheohar,4,GEN,Bihar [2000 Onwards],Rama Devi,Bharatiya Janta Party,"12,69,056","5,73,012",45.2 %,"1,25,684",21.9%,AC View
466,Shillong,1,ST,Meghalaya,Vincent H Pala,Indian National Congress,"7,71,965","4,80,424",62.2 %,"1,07,868",22.5%,AC View
467,Shimla,4,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,"11,06,608","6,16,777",55.7 %,"27,327",4.4%,AC View
468,Shimoga,14,GEN,Karnataka,B.Y. Raghavendra,Bharatiya Janta Party,"14,35,908","9,54,752",66.5 %,"52,893",5.5%,AC View
469,Shirdi,38,SC,Maharashtra,Wakchaure Bhausaheb Rajaram,Shiv Sena,"13,17,890","6,63,964",50.4 %,"1,32,751",20.0%,AC View
470,Shirur,36,GEN,Maharashtra,Adhalrao Shivaji Dattatray,Shiv Sena,"16,30,466","8,39,734",51.5 %,"1,78,611",21.3%,AC View
471,Shrawasti,58,GEN,Uttar Pradesh [2000 Onwards],Vinay Kumar Alias Vinnu,Indian National Congress,"14,05,884","6,05,386",43.1 %,"42,029",6.9%,AC View
472,Sidhi,11,GEN,Madhya Pradesh [2000 Onwards],Govind Prasad Mishra,Bharatiya Janta Party,"13,58,291","6,75,867",49.8 %,"45,740",6.8%,AC View
473,Sikar,5,GEN,Rajasthan,Mahadev Singh,Indian National Congress,"15,07,740","7,25,873",48.1 %,"1,49,426",20.6%,AC View
474,Sikkim,1,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,"3,00,584","2,57,159",85.6 %,"84,868",33.0%,AC View
475,Silchar,2,GEN,Assam,Kabindra Purkayastha,Bharatiya Janta Party,"9,78,510","6,88,547",70.4 %,"41,470",6.0%,AC View
476,Singhbhum,10,ST,Jharkhand,Madhu Kora,Independent,"9,57,406","5,79,926",60.6 %,"89,673",15.5%,AC View
477,Sirsa,3,SC,Haryana,Ashok Tanwar,Indian National Congress,"13,09,507","9,81,472",75.0 %,"35,499",3.6%,AC View
478,Sitamarhi,5,GEN,Bihar [2000 Onwards],Arjun Roy,Janata Dal (United),"13,55,817","5,76,772",42.5 %,"1,10,566",19.2%,AC View
479,Sitapur,30,GEN,Uttar Pradesh [2000 Onwards],Kaisar Jahan,Bahujan Samaj Party,"12,30,078","7,04,998",57.3 %,"19,632",2.8%,AC View
480,Sivaganga,31,GEN,Tamil Nadu,Chidambaram P,Indian National Congress,"10,92,438","7,76,037",71.0 %,"3,354",0.4%,AC View
481,Siwan,18,GEN,Bihar [2000 Onwards],Om Prakash Yadav,Independent,"12,82,480","6,42,234",50.1 %,"63,430",9.9%,AC View
482,Solapur,42,SC,Maharashtra,Shinde Sushilkumar Sambhajirao,Indian National Congress,"15,94,138","7,43,336",46.6 %,"99,632",13.4%,AC View
483,Sonipat,6,GEN,Haryana,Jitender Singh,Indian National Congress,"10,99,978","7,12,449",64.8 %,"1,61,284",22.6%,AC View
484,South Delhi,7,GEN,Delhi [1977 Onwards],Ramesh Kumar,Indian National Congress,"15,42,412","7,31,332",47.4 %,"93,219",12.7%,AC View
485,South Goa,2,GEN,Goa,Cosme Francisco Caitano Sardinha,Indian National Congress,"5,33,811","2,72,223",51.0 %,"12,516",4.6%,AC View
486,Srerampur,27,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,"13,95,570","10,81,979",77.5 %,"1,37,190",12.7%,AC View
487,Srikakulam,19,GEN,Andhra Pradesh,Killi Krupa Rani,Indian National Congress,"12,26,125","9,21,680",75.2 %,"82,987",9.0%,AC View
488,Srinagar,2,GEN,Jammu & Kashmir,Farooq Abdullah,Jammu & Kashmir National Conference,"11,06,729","2,82,769",25.6 %,"30,242",10.7%,AC View
489,Sriperumbudur,5,GEN,Tamil Nadu,Baalu T R,Dravida Munetra Kazhagam,"12,01,237","7,94,505",66.1 %,"25,036",3.2%,AC View
490,Sultanpur,38,GEN,Uttar Pradesh [2000 Onwards],Dr.Sanjay Singh,Indian National Congress,"14,30,955","7,07,853",49.5 %,"98,779",14.0%,AC View
491,Sundargarh,2,ST,Orissa,Hemanand Biswal,Indian National Congress,"12,48,955","7,68,000",61.5 %,"11,624",1.5%,AC View
492,Supaul,8,GEN,Bihar [2000 Onwards],Vishwa Mohan Kumar,Janata Dal (United),"12,79,549","6,97,682",54.5 %,"1,66,075",23.8%,AC View
493,Surat,24,GEN,Gujarat,Shrimati Darshana Vikram Jardosh,Bharatiya Janta Party,"14,20,969","6,95,809",49.0 %,"74,798",10.7%,AC View
494,Surendranagar,9,GEN,Gujarat,Koli Patel Somabhai Gandalal,Indian National Congress,"14,75,820","5,86,318",39.7 %,"4,831",0.8%,AC View
495,Tamluk,30,GEN,West Bengal,Adhikari Suvendu,All India Trinamool Congress,"12,71,230","11,48,299",90.3 %,"1,72,958",15.1%,AC View
496,Tehri Garhwal,1,GEN,Uttarakhand,Vijay Bahuguna,Indian National Congress,"11,59,691","5,85,576",50.5 %,"52,939",9.0%,AC View
497,Tenkasi,37,SC,Tamil Nadu,Lingam P,Communist Party Of India,"10,63,614","7,48,010",70.3 %,"34,677",4.6%,AC View
498,Tezpur,9,GEN,Assam,Joseph Toppo,Asom Gana Parisad,"12,10,132","8,43,506",69.7 %,"30,153",3.6%,AC View
499,Thane,25,GEN,Maharashtra,Dr.Sanjeev Ganesh Naik,Nationalist Congress Party,"18,06,803","7,49,910",41.5 %,"49,020",6.5%,AC View
500,Thanjavur,30,GEN,Tamil Nadu,Palanimanickam.S.S,Dravida Munetra Kazhagam,"10,54,118","8,08,675",76.7 %,"1,01,787",12.6%,AC View
501,Theni,33,GEN,Tamil Nadu,Aaron Rashid.J.M,Indian National Congress,"10,74,931","8,00,576",74.5 %,"6,302",0.8%,AC View
502,Thiruvallur,1,SC,Tamil Nadu,Venugopal.P,All India Anna Dravida Munnetra Kazhagam,"12,04,209","8,50,021",70.6 %,"31,673",3.7%,AC View
503,Thiruvananthapuram,20,GEN,Kerala,Shashi Tharoor,Indian National Congress,"11,22,047","7,40,023",66.0 %,"99,998",13.5%,AC View
504,Thoothukkudi,36,GEN,Tamil Nadu,Jeyadurai.S.R,Dravida Munetra Kazhagam,"9,49,153","6,56,365",69.2 %,"76,649",11.7%,AC View
505,Thrissur,10,GEN,Kerala,P C Chacko,Indian National Congress,"11,74,161","8,17,245",69.6 %,"25,151",3.1%,AC View
506,Tikamgarh,6,SC,Madhya Pradesh [2000 Onwards],Virendra Kumar,Bharatiya Janta Party,"12,09,553","5,25,441",43.4 %,"41,862",8.0%,AC View
507,Tiruchirappalli,24,GEN,Tamil Nadu,Kumar.P,All India Anna Dravida Munnetra Kazhagam,"10,67,193","7,19,031",67.4 %,"4,335",0.6%,AC View
508,Tirunelveli,38,GEN,Tamil Nadu,Ramasubbu S,Indian National Congress,"10,59,687","7,01,402",66.2 %,"21,303",3.0%,AC View
509,Tirupati,40,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,"14,64,896","10,64,727",72.7 %,"19,276",1.8%,AC View
510,Tiruppur,18,GEN,Tamil Nadu,Sivasami C,All India Anna Dravida Munnetra Kazhagam,"9,93,758","7,42,273",74.7 %,"85,346",11.5%,AC View
511,Tiruvannamalai,11,GEN,Tamil Nadu,Venugopal.D,Dravida Munetra Kazhagam,"10,52,587","8,42,279",80.0 %,"1,48,300",17.6%,AC View
512,Tonk-Sawai Madhopur,12,GEN,Rajasthan,Namo Narain,Indian National Congress,"15,10,047","8,02,459",53.1 %,317,0.0%,AC View
513,Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India (MARXIST),"9,88,466","8,24,246",83.4 %,"2,95,581",35.9%,AC View
514,Tripura West,1,GEN,Tripura,Khagen Das,Communist Party Of India (MARXIST),"10,93,799","9,41,508",86.1 %,"2,48,549",26.4%,AC View
515,Tumkur,19,GEN,Karnataka,G.S. Basavaraj,Bharatiya Janta Party,"13,88,773","8,99,917",64.8 %,"21,445",2.4%,AC View
516,Tura,2,ST,Meghalaya,Agatha K. Sangma,Nationalist Congress Party,"5,05,774","3,42,205",67.7 %,"17,945",5.2%,AC View
517,Udaipur,19,ST,Rajasthan,Raghuvir Singh Meena,Indian National Congress,"15,64,137","7,58,687",48.5 %,"1,64,925",21.7%,AC View
518,Udhampur,5,GEN,Jammu & Kashmir,Ch. Lal Singh,Indian National Congress,"13,63,060","6,11,779",44.9 %,"13,394",2.2%,AC View
519,Udupi Chikmagalur,15,GEN,Karnataka,D.V.Sadananda Gowda,Bharatiya Janta Party,"12,24,335","8,35,648",68.3 %,"27,018",3.2%,AC View
520,Ujiarpur,22,GEN,Bihar [2000 Onwards],Aswamedh Devi,Janata Dal (United),"12,29,327","5,64,247",45.9 %,"25,312",4.5%,AC View
521,Ujjain,22,SC,Madhya Pradesh [2000 Onwards],Guddu Premchand,Indian National Congress,"12,53,686","6,67,635",53.3 %,"15,841",2.4%,AC View
