#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
371,Nagaland,1,ST,Nagaland,Chingwang,Independent,"4,60,083","2,94,009",63.9 %,"5,759",2.0%
372,Nagapattinam,30,GEN,Tamil Nadu,Karunanithi-Thazhai,Dravida Munetra Kazhagam,"6,84,297","5,53,290",80.9 %,"10,674",1.9%
373,Nagarkurnool,28,SC,Andhra Pradesh,Anantharamulu Mallu,Indian National Congress (I),"7,17,014","3,77,932",52.7 %,"1,49,959",39.7%
374,Nagaur,25,GEN,Rajasthan,Nathu Ram,Indian National Congress (U),"7,42,815","4,73,572",63.8 %,"23,215",4.9%
375,Nagercoil,39,GEN,Tamil Nadu,"Dennis, N.",Indian National Congress (I),"6,63,322","3,70,796",55.9 %,"38,408",10.4%
376,Nagpur,23,GEN,Maharashtra,Dhote Jambuwant Bapurao,Indian National Congress (I),"7,51,312","4,65,082",61.9 %,"1,26,443",27.2%
377,Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Narayana Datt Tewari,Indian National Congress (I),"6,45,203","3,33,451",51.7 %,"1,04,422",31.3%
378,Nalanda,34,GEN,Bihar [1947 - 1999],Vijay Kumar Yadav,Communist Party Of India,"8,18,349","5,25,087",64.2 %,"62,601",11.9%
379,Nalgonda,41,GEN,Andhra Pradesh,T. Damodar Reddy,Indian National Congress (I),"7,39,503","4,74,746",64.2 %,"53,669",11.3%
380,Nanded,30,GEN,Maharashtra,Chavan Shankarrao Bhaurao,Indian National Congress (I),"7,54,050","3,87,340",51.4 %,"37,542",9.7%
381,Nandurbar,15,GEN,Maharashtra,Surupsing Hirya Naik,Indian National Congress (I),"6,32,340","3,38,166",53.5 %,"90,785",26.8%
382,Nandyal,27,GEN,Andhra Pradesh,P. Venkata Subbaiah,Indian National Congress (I),"7,37,527","4,05,934",55.0 %,"78,378",19.3%
383,Narasapur,10,GEN,Andhra Pradesh,Alluri Subhaschandra Bose,Indian National Congress (I),"7,21,681","4,50,207",62.4 %,"1,57,968",35.1%
384,Narasaraopet,17,GEN,Andhra Pradesh,K Brahmananda Reddy,Indian National Congress (I),"8,20,316","4,46,900",54.5 %,"84,296",18.9%
385,Nashik,12,ST,Maharashtra,Wagh Pratap Deoram,Indian National Congress (I),"7,32,214","3,91,161",53.4 %,"46,255",11.8%
386,Nawada,42,SC,Bihar [1947 - 1999],Kunwar Ram,Indian National Congress (I),"8,50,367","4,42,515",52.0 %,"56,187",12.7%
387,Nellore,19,SC,Andhra Pradesh,D. Kamakshaiah,Indian National Congress (I),"8,16,504","4,24,286",52.0 %,"2,27,251",53.6%
388,New Delhi,1,GEN,Delhi [1977 Onwards],Atal Bihari Vajpayee,Janta Party,"3,01,071","1,96,112",65.1 %,"5,045",2.6%
389,Nilgiris,18,GEN,Tamil Nadu,Prabhu R.,Indian National Congress (I),"7,34,760","4,88,097",66.4 %,"85,743",17.6%
390,Nizamabad,34,GEN,Andhra Pradesh,M. Ramgopal Reddy,Indian National Congress (I),"6,68,858","3,91,016",58.5 %,"2,00,315",51.2%
391,Nowgong,10,GEN,Assam,Data Not Available,-,-,-,-,-,-
392,Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress (I),"5,71,047","1,68,717",29.6 %,"65,364",38.7%
393,Ongole,18,GEN,Andhra Pradesh,Venkata Reddi Puli,Indian National Congress (I),"8,16,274","4,78,749",58.7 %,"1,51,175",31.6%
394,Osmanabad,36,GEN,Maharashtra,Sawant Trimbak Marotrao,Indian National Congress (I),"6,31,772","3,38,425",53.6 %,"92,983",27.5%
395,Ottapalam,8,GEN,Kerala,A.K. Balan,Communist Party Of India (MARXIST),"6,66,300","3,91,617",58.8 %,"23,408",6.0%
396,Outer Delhi,3,GEN,Delhi [1977 Onwards],Sajjan Kumar,Indian National Congress (I),"6,07,825","3,81,475",62.8 %,"98,452",25.8%
397,Outer Manipur,2,ST,Manipur,Gouzagin,Indian National Congress (I),"4,39,951","3,61,549",82.2 %,"22,326",6.2%
398,Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Kunwar Chandra Pratap Narain Singh,Indian National Congress (I),"6,94,522","3,46,228",49.9 %,"22,976",6.6%
399,Palamau,54,SC,Bihar [1947 - 1999],Kamla Kumari,Indian National Congress (I),"6,73,887","2,74,728",40.8 %,"45,340",16.5%
400,Palani,22,GEN,Tamil Nadu,Sanapathi Goundar A.,Indian National Congress (I),"7,62,601","4,40,801",57.8 %,"59,568",13.5%
401,Palghat,7,GEN,Kerala,V.S. Vijaya Raghavan,Indian National Congress (I),"7,05,179","4,15,718",59.0 %,"12,088",2.9%
402,Pali,21,GEN,Rajasthan,Mool Chand Daga,Indian National Congress (I),"6,99,645","3,83,140",54.8 %,"1,08,116",28.2%
403,Panaji,1,GEN,"Goa, Daman And Diu",Rane Sirdessai Sayogita Jaibaa,Maharashtrawadi Gomantak,"2,61,616","1,87,982",71.9 %,"27,700",14.7%
404,Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress (I),"7,06,672","3,78,461",53.6 %,"95,653",25.3%
405,Panskura,29,SC,West Bengal,Gita Mukherjee,Communist Party Of India,"6,17,740","5,18,637",84.0 %,"98,230",18.9%
406,Parbhani,31,GEN,Maharashtra,Yadav Ramrao Narayanrao,Indian National Congress (I),"6,47,714","3,27,980",50.6 %,"98,950",30.2%
407,Parvathipuram,2,ST,Andhra Pradesh,K.C.Suryanarayana Deo Vyricherla,Indian National Congress (U),"6,19,702","3,63,668",58.7 %,"14,800",4.1%
408,Patan,13,GEN,Gujarat,Parmar Hiralal Ranchhoddas,Indian National Congress (I),"6,34,437","2,65,057",41.8 %,"2,754",1.0%
409,Patiala,8,SC,Punjab,Amarender Singh,Indian National Congress (I),"7,36,383","4,67,361",63.5 %,"78,979",16.9%
410,Patna,35,GEN,Bihar [1947 - 1999],Ramavatar Shastri,Communist Party Of India,"8,95,002","4,25,173",47.5 %,"20,413",4.8%
411,Peddapalli,36,SC,Andhra Pradesh,K. Rajamallu,Indian National Congress (I),"7,39,865","3,61,428",48.9 %,"1,09,840",30.4%
412,Perambalur,28,GEN,Tamil Nadu,Mani K.B.S.,Indian National Congress (I),"6,94,116","4,90,148",70.6 %,"99,172",20.2%
413,Periyakulam,25,GEN,Tamil Nadu,Natarajan Cumbum N.,Dravida Munetra Kazhagam,"7,35,391","5,06,263",68.8 %,"19,882",3.9%
414,Phillaur,5,SC,Punjab,Ch. Sundar Singh,Indian National Congress (I),"7,76,522","4,76,741",61.4 %,"67,437",14.1%
415,Phulbani,15,GEN,Orissa,Mrutyunjaya Nayak,Indian National Congress (I),"6,79,055","2,65,717",39.1 %,"79,160",29.8%
416,Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],B.D. Singh,Janta Party (SECULAR),"6,79,901","3,63,876",53.5 %,"38,788",10.7%
417,Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Harish Kumar Gangwar,Indian National Congress (I),"6,74,646","3,07,000",45.5 %,"45,107",14.7%
418,Pollachi,21,GEN,Tamil Nadu,Dhandapani C.T.,Dravida Munetra Kazhagam,"7,05,793","4,64,211",65.8 %,"15,735",3.4%
419,Pondicherry,1,GEN,Pondicherry,P. Shanmugam,Indian National Congress (I),"3,19,237","2,56,539",80.4 %,"98,564",38.4%
420,Ponnani,6,GEN,Kerala,Banatwala Gulam Mehmood,Muslim Leage,"6,71,001","4,05,196",60.4 %,"50,863",12.6%
421,Porbandar,5,GEN,Gujarat,Odedra Maldeji Mandlikji,Indian National Congress (I),"5,89,036","2,90,284",49.3 %,"60,308",20.8%
422,Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Ajit Pratap Singh,Indian National Congress (I),"6,89,724","3,01,288",43.7 %,"14,185",4.7%
423,Pudukkottai,32,GEN,Tamil Nadu,V.N. Swamynathan,Indian National Congress (I),"7,43,763","6,00,327",80.7 %,"16,099",2.7%
424,Pune,42,SC,Maharashtra,Gadgil Vitthal Narhar,Indian National Congress (I),"7,41,735","4,29,276",57.9 %,"28,830",6.7%
425,Puri,8,SC,Orissa,Brajamohan Mohanty,Indian National Congress (I),"6,88,901","3,49,320",50.7 %,"1,21,803",34.9%
426,Purnea,24,GEN,Bihar [1947 - 1999],Madhuri Singh,Indian National Congress (I),"6,86,099","3,45,746",50.4 %,"61,956",17.9%
427,Purulia,34,GEN,West Bengal,Chitta Ranjan Mahata,All India Forward Bloc,"6,97,320","4,26,779",61.2 %,"1,04,892",24.6%
428,Quilon,18,GEN,Kerala,B. K. Nair,Indian National Congress (I),"6,61,179","4,20,586",63.6 %,"36,586",8.7%
429,Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Indira Gandhi,Indian National Congress (I),"6,99,064","3,96,214",56.7 %,"1,73,654",43.8%
430,Raichur,3,GEN,Karnataka,B.V. Desai,Indian National Congress (I),"6,79,284","2,78,149",41.0 %,"1,29,050",46.4%
431,Raiganj,5,GEN,West Bengal,Golam Yazdani,Indian National Congress (I),"6,93,127","4,82,483",69.6 %,"1,305",0.3%
432,Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Pushpa Devi Singh,Indian National Congress (I),"5,86,692","2,64,122",45.0 %,"81,095",30.7%
433,Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Kayur Bhushan Mathura Prasad,Indian National Congress (I),"5,81,585","3,13,917",54.0 %,"66,309",21.1%
434,Rajahmundry,8,GEN,Andhra Pradesh,S.B.P.Pattabhi Rama Rao,Indian National Congress (I),"7,56,814","4,77,868",63.1 %,"1,18,491",24.8%
435,Rajampet,22,GEN,Andhra Pradesh,P. Parthasarathy,Indian National Congress (I),"7,10,540","3,67,287",51.7 %,"41,401",11.3%
436,Rajapur,1,ST,Maharashtra,Madhu Dandvate,Janta Party,"5,85,603","3,41,009",58.2 %,"1,45,977",42.8%
437,Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Pandit Vasant Kumar Ram Krishna,Janta Party,"6,36,424","3,47,929",54.7 %,"32,979",9.5%
438,Rajkot,4,GEN,Gujarat,Mavani Ramjibhai Bhurabhai,Indian National Congress (I),"7,06,199","3,17,779",45.0 %,"53,476",16.8%
439,Rajmahal,26,ST,Bihar [1947 - 1999],Seth Hemrem,Indian National Congress (I),"6,29,351","2,27,326",36.1 %,"40,190",17.7%
440,Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Shivendra Bahadur Singh,Indian National Congress (I),"5,78,740","2,86,623",49.5 %,"58,496",20.4%
441,Ramanathapuram,34,GEN,Tamil Nadu,Sathiyendran M.S.K.,Dravida Munetra Kazhagam,"7,36,600","4,94,332",67.1 %,"84,133",17.0%
442,Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Zulfiqar Ali Khan,Indian National Congress (I),"7,00,181","3,86,922",55.3 %,"70,408",18.2%
443,Ramtek,22,ST,Maharashtra,Barve Jatiram Chaitram,Indian National Congress (I),"6,50,601","3,95,366",60.8 %,"2,14,763",54.3%
444,Ranchi,49,GEN,Bihar [1947 - 1999],Shiva Prasad Sahu,Indian National Congress (I),"6,94,669","2,82,539",40.7 %,"38,126",13.5%
445,Rasipuram,15,GEN,Tamil Nadu,Devarajan B.,Indian National Congress (I),"7,34,978","4,41,588",60.1 %,"59,872",13.6%
446,Ratnagiri,2,GEN,Maharashtra,Bapusaheb Parulekar,Janta Party,"5,96,427","3,78,755",63.5 %,"44,161",11.7%
447,Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Maharaja Martand Singh,Independent,"7,18,673","4,11,518",57.3 %,"2,38,351",57.9%
448,Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Ram Pyare Panika,Indian National Congress (I),"7,29,419","3,59,001",49.2 %,"16,002",4.5%
449,Rohtak,5,GEN,Haryana,Inder Vesh,Janta Party (SECULAR),"6,90,015","4,30,889",62.5 %,"1,21,440",28.2%
450,Ropar,7,GEN,Punjab,Buta Singh,Indian National Congress (I),"7,64,571","5,29,664",69.3 %,"43,018",8.1%
451,Rosera,16,SC,Bihar [1947 - 1999],Baleshwar Ram,Indian National Congress (I),"7,43,904","4,68,253",63.0 %,"19,395",4.1%
452,Sabarkantha,15,GEN,Gujarat,Patel Shantubhai Cunibhai,Indian National Congress (I),"6,38,235","3,75,347",58.8 %,"79,299",21.1%
453,Sagar,5,SC,Madhya Pradesh [1947 - 1999],Sahodrabai Rai,Indian National Congress (I),"5,96,498","3,31,566",55.6 %,"71,751",21.6%
454,Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Rasheed Masood,Janta Party (SECULAR),"6,85,488","4,22,390",61.6 %,"43,676",10.3%
455,Saharsa,20,GEN,Bihar [1947 - 1999],Kamal Nath Jha,Indian National Congress (I),"8,03,843","4,99,103",62.1 %,"1,255",0.3%
456,Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Rajnath Sonkar Shastri,Janta Party (SECULAR),"7,45,675","3,78,280",50.7 %,"13,983",3.7%
457,Salem,16,GEN,Tamil Nadu,Palaniappan C.,Dravida Munetra Kazhagam,"6,91,389","4,70,633",68.1 %,"26,258",5.6%
458,Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Ram Nagina Misra,Indian National Congress (I),"7,60,913","3,61,561",47.5 %,"15,954",4.4%
459,Salumber,17,GEN,Rajasthan,Jai Narain,Indian National Congress (I),"6,22,115","3,27,082",52.6 %,"77,051",23.6%
460,Samastipur,17,GEN,Bihar [1947 - 1999],Ajit Kumar Mehta,Janta Party (SECULAR),"8,49,825","4,75,011",55.9 %,"86,524",18.2%
461,Sambalpur,17,GEN,Orissa,Krupasindhu Bhoi,Indian National Congress (I),"7,22,224","3,40,939",47.2 %,"1,09,233",32.0%
462,Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],Bijendra Pal Singh,Indian National Congress (I),"6,26,129","2,85,626",45.6 %,"15,767",5.5%
463,Sangli,46,GEN,Maharashtra,Patil Vasantrao Banduji,Indian National Congress (I),"6,63,222","4,34,207",65.5 %,"1,67,645",38.6%
464,Sangrur,10,GEN,Punjab,Gurcharan Singh,Indian National Congress (I),"7,25,096","4,91,564",67.8 %,"7,615",1.5%
465,Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],Parasram Ram Prasad,Indian National Congress (I),"6,69,627","2,61,588",39.1 %,"1,04,609",40.0%
466,Sasaram,38,SC,Bihar [1947 - 1999],Jagjiwan Ram,Janta Party,"7,51,039","3,91,165",52.1 %,"51,170",13.1%
467,Satara,44,GEN,Maharashtra,Chavan Yashvantrao Balawantrao,Indian National Congress (U),"6,59,862","4,25,436",64.5 %,"53,033",12.5%
468,Satna,8,GEN,Madhya Pradesh [1947 - 1999],Gulsher Ahmed,Indian National Congress (I),"6,60,435","3,85,797",58.4 %,"52,119",13.5%
469,Sawai Madhopur,11,ST,Rajasthan,Ram Kumar,Indian National Congress (I),"7,17,760","3,52,888",49.2 %,"48,131",13.6%
470,Secunderabad,31,GEN,Andhra Pradesh,P. Shiv Shanker,Indian National Congress (I),"8,45,037","3,83,890",45.4 %,"28,523",7.4%
471,Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Gargishaker Ramkrishna Mishra,Indian National Congress (I),"6,10,655","3,04,864",49.9 %,"62,796",20.6%
472,Serampore,26,GEN,West Bengal,Dinen Bhattacharya,Communist Party Of India (MARXIST),"7,74,081","5,01,575",64.8 %,"1,06,107",21.2%
473,Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Dharmgaj Singh,Indian National Congress (I),"6,95,196","3,19,176",45.9 %,"57,496",18.0%
474,Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Dalbir Singh,Indian National Congress (I),"6,36,794","2,67,659",42.0 %,"56,484",21.1%
475,Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Kr. Jatendra Prasad,Indian National Congress (I),"6,85,505","3,40,314",49.6 %,"6,259",1.8%
476,Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Fulchand Verma,Janta Party,"6,55,806","4,16,899",63.6 %,"8,361",2.0%
477,Sheohar,12,GEN,Bihar [1947 - 1999],Ram Dulari Singh,Indian National Congress (I),"7,90,288","4,19,552",53.1 %,"51,392",12.2%
478,Shillong,1,ST,Meghalaya,Data Not Available,-,-,-,-,-,-
479,Shimoga,21,GEN,Karnataka,S.T. Quadri,Indian National Congress (I),"6,97,266","4,48,457",64.3 %,"1,51,798",33.8%
480,Sholapur,37,GEN,Maharashtra,Kuchan Gangadhar Sidramappa,Indian National Congress (I),"6,01,206","3,90,707",65.0 %,"1,04,606",26.8%
481,Siddipet,32,SC,Andhra Pradesh,Nandi Yellaiah,Indian National Congress (I),"7,44,000","3,27,242",44.0 %,"1,92,532",58.8%
482,Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Moti Lal Singh,Indian National Congress (I),"6,68,510","2,71,237",40.6 %,"70,685",26.1%
483,Sikar,5,GEN,Rajasthan,Kumbha Ram Arya,Janta Party (SECULAR),"7,75,033","4,55,942",58.8 %,"34,132",7.5%
484,Sikkim,1,GEN,Sikkim,Pahal Man Subba,Sikkim Janata Parishad,"1,18,224","52,895",44.7 %,"20,118",38.0%
485,Silchar,2,GEN,Assam,Santosh Mohan Dev (Rana Dev),Indian National Congress (I),"5,65,048","3,76,008",66.5 %,"18,606",4.9%
486,Simla,1,GEN,Himachal Pradesh,Krishan Dutt,Indian National Congress (I),"5,23,977","2,72,407",52.0 %,"35,134",12.9%
487,Singhbhum,51,ST,Bihar [1947 - 1999],Bagun Sumbrui,Janta Party,"5,74,233","1,71,427",29.9 %,"16,808",9.8%
488,Sirsa,10,GEN,Haryana,Dalbir Singh,Indian National Congress (I),"6,92,956","4,23,139",61.1 %,"21,501",5.1%
489,Sitamarhi,11,GEN,Bihar [1947 - 1999],Baliram Bhagat,Indian National Congress (U),"8,14,886","4,71,407",57.9 %,"32,249",6.8%
490,Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Rajendra Kumari Bajpai,Indian National Congress (I),"6,55,631","2,95,225",45.0 %,"45,697",15.5%
491,Sivaganga,33,GEN,Tamil Nadu,Swaminathan R.V.,Indian National Congress (I),"7,25,576","5,14,079",70.9 %,"1,34,561",26.2%
492,Sivakasi,35,GEN,Tamil Nadu,Sourdararajan N.,All India Anna Dravida Munnetra Kazhagam,"7,56,211","5,17,475",68.4 %,"6,612",1.3%
493,Siwan,5,GEN,Bihar [1947 - 1999],M. Yusuf,Indian National Congress (I),"7,19,852","3,37,998",47.0 %,"15,599",4.6%
494,Sonepat,4,GEN,Haryana,Devi Lal,Janta Party (SECULAR),"7,08,973","4,75,413",67.1 %,"1,57,791",33.2%
495,South Delhi,2,GEN,Delhi [1977 Onwards],Charanjit Singh (West Friends Colony),Indian National Congress (I),"5,04,959","3,19,353",63.2 %,"4,100",1.3%
496,Srikakulam,1,GEN,Andhra Pradesh,Rajagopalarao Boddepalli,Indian National Congress (I),"6,47,603","4,11,259",63.5 %,"78,989",19.2%
497,Srinagar,2,GEN,Jammu & Kashmir,Farooq Abdullah,Jammu & Kashmir National Conference,"5,19,706",RU,NA,RU,NA
498,Sriperumbudur,4,GEN,Tamil Nadu,Nagaratnam T.,Dravida Munetra Kazhagam,"7,20,766","4,51,190",62.6 %,"82,777",18.3%
499,Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Giriraj Isngh,Indian National Congress (I),"7,09,769","3,03,235",42.7 %,"26,081",8.6%
500,Sundargarh,20,GEN,Orissa,Christopher Ekka,Indian National Congress (I),"6,34,386","2,65,565",41.9 %,"40,951",15.4%
501,Surat,24,GEN,Gujarat,Patel Chhaganbhai Devabhai,Indian National Congress (I),"7,60,862","4,74,650",62.4 %,"26,661",5.6%
502,Surendranagar,2,GEN,Gujarat,Digvijaysinh Pratapsinhg Zala,Indian National Congress (I),"5,81,146","3,48,574",60.0 %,"84,516",24.2%
503,Surguja,12,ST,Madhya Pradesh [1947 - 1999],Chakaradhari,Indian National Congress (I),"5,94,287","2,61,154",43.9 %,"62,289",23.9%
504,Tamluk,30,GEN,West Bengal,Misra Satyagopal,Communist Party Of India (MARXIST),"6,89,405","5,48,787",79.6 %,"1,23,051",22.4%
505,Tarn Taran,3,GEN,Punjab,Lehna Singh,Shiromani Akali Dal,"7,44,666","4,44,281",59.7 %,"5,247",1.2%
506,Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Trepan Singh Negi,Indian National Congress (I),"5,98,600","2,40,521",40.2 %,"40,763",16.9%
507,Tenali,14,GEN,Andhra Pradesh,Meduri Nageswara Rao,Indian National Congress (I),"7,05,166","4,49,548",63.8 %,"70,350",15.6%
508,Tenkasi,37,SC,Tamil Nadu,Arunachalam M.,Indian National Congress (I),"6,79,386","4,47,818",65.9 %,"1,08,316",24.2%
509,Tezpur,9,GEN,Assam,Data Not Available,-,-,-,-,-,-
510,Thane,10,GEN,Maharashtra,Mhalgi Ramchandra Kashinath,Janta Party,"8,89,904","4,78,845",53.8 %,"10,275",2.1%
511,Thanjavur,31,GEN,Tamil Nadu,Singaravadivel S.,Indian National Congress (I),"6,60,633","5,12,635",77.6 %,"44,539",8.7%
512,Tindivanam,10,GEN,Tamil Nadu,Ramaswamy Padayatchi S.S.,Indian National Congress (I),"7,17,771","4,55,048",63.4 %,"1,56,898",34.5%
513,Tiruchendur,38,GEN,Tamil Nadu,Kosalram K. T.,Indian National Congress (I),"7,04,399","4,45,880",63.3 %,"1,13,819",25.5%
514,Tiruchengode,17,GEN,Tamil Nadu,Kandaswamy M.,Dravida Munetra Kazhagam,"8,89,296","5,47,419",61.6 %,"21,218",3.9%
515,Tiruchirappalli,27,SC,Tamil Nadu,Selvaraju N.,Dravida Munetra Kazhagam,"7,22,379","5,19,651",71.9 %,"73,599",14.2%
516,Tirunelveli,36,GEN,Tamil Nadu,Sivaprakasam D.S.A.,Dravida Munetra Kazhagam,"7,02,603","4,75,645",67.7 %,"59,962",12.6%
517,Tirupathi,20,SC,Andhra Pradesh,Pasala Penchalaiah,Indian National Congress (I),"7,62,941","3,59,863",47.2 %,"1,55,306",43.2%
518,Tiruppattur,8,GEN,Tamil Nadu,Murugian S.,Dravida Munetra Kazhagam,"6,86,891","4,44,712",64.7 %,"1,15,361",25.9%
519,Tonk,13,GEN,Rajasthan,Banwari Lal Bairwa,Indian National Congress (I),"6,80,969","3,50,660",51.5 %,"31,202",8.9%
520,Trichur,9,SC,Kerala,K. A. Rajan,Communist Party Of India (MARXIST),"6,22,311","3,87,098",62.2 %,"43,151",11.1%
521,Tripura East,2,ST,Tripura,Bajuban Riyan,Communist Party Of India (MARXIST),"5,22,218","4,14,540",79.4 %,"93,906",22.7%
522,Tripura West,1,GEN,Tripura,Ajoy Biswas,Communist Party Of India (MARXIST),"5,35,288","4,31,189",80.6 %,"55,345",12.8%
523,Trivandrum,20,GEN,Kerala,A. Neelalohithadasan Nadar,Indian National Congress (I),"7,14,687","4,53,458",63.5 %,"1,07,057",23.6%
524,Tumkur,8,GEN,Karnataka,K. Lakkappa,Indian National Congress (I),"6,65,831","4,51,867",67.9 %,"1,17,061",25.9%
525,Tura,2,ST,Meghalaya,Puron A. Sangma,Indian National Congress (I),"2,25,582","1,15,575",51.2 %,"69,249",59.9%
526,Udaipur,18,GEN,Rajasthan,Mohan Lal Sukhadia,Indian National Congress (I),"7,29,573","4,39,726",60.3 %,"51,897",11.8%
527,Udhampur,5,GEN,Jammu & Kashmir,Karan Singh,Indian National Congress (U),"5,78,770","3,38,969",58.6 %,"55,429",16.4%
528,Udupi,18,SC,Karnataka,Oscar Fernandes,Indian National Congress (I),"6,05,699","4,30,824",71.1 %,"1,59,969",37.1%
529,Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Satyanarayan Jatiya,Janta Party,"6,16,131","3,69,007",59.9 %,"11,326",3.1%
530,Uluberia,25,GEN,West Bengal,Hannan Mollah,Communist Party Of India (MARXIST),"7,38,696","5,10,579",69.1 %,"1,39,078",27.2%
531,Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Ziaur Rehman Ansari,Indian National Congress (I),"6,77,173","3,15,733",46.6 %,"34,869",11.0%
532,Vaishali,9,GEN,Bihar [1947 - 1999],Kishroi Sinha,Janta Party,"7,46,901","3,70,480",49.6 %,"3,331",0.9%
533,Vandavasi,9,GEN,Tamil Nadu,Pattuswamy D.,Indian National Congress (I),"7,14,275","4,68,039",65.5 %,"1,27,154",27.2%
534,Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Kamalapati,Indian National Congress (I),"6,65,915","3,57,310",53.7 %,"24,735",6.9%
535,Vellore,7,GEN,Tamil Nadu,Abdul Samad A.K.A.,Independent,"7,07,512","4,30,318",60.8 %,"79,546",18.5%
536,Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Pratapbhanu Krishnagopal,Indian National Congress (I),"6,42,322","3,60,501",56.1 %,"5,080",1.4%
537,Vijayawada,13,GEN,Andhra Pradesh,Vidya Chennupati,Indian National Congress (I),"7,65,506","5,28,323",69.0 %,"98,702",18.7%
538,Visakhapatnam,4,GEN,Andhra Pradesh,Appalaswamy Kommuru,Indian National Congress (I),"7,23,703","4,22,972",58.5 %,"34,635",8.2%
539,Vishnupur,36,GEN,West Bengal,Ajit Kumar Saha,Communist Party Of India (MARXIST),"6,92,722","5,27,721",76.2 %,"1,10,200",20.9%
540,Warangal,39,GEN,Andhra Pradesh,Md. Kamaloddin Ahmed,Indian National Congress (I),"6,59,014","4,60,588",69.9 %,"1,22,042",26.5%
541,Wardha,27,GEN,Maharashtra,Vasantrao Sathe,Indian National Congress (I),"6,85,760","4,44,619",64.8 %,"1,77,509",39.9%
542,Washim,20,ST,Maharashtra,Gulam Nabi Azad,Indian National Congress (I),"6,20,782","3,92,774",63.3 %,"1,51,478",38.6%
543,Yavatmal,28,GEN,Maharashtra,Patil Uttamrao Deorao,Indian National Congress (I),"6,50,317","4,03,817",62.1 %,"2,00,180",49.6%
