#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,ACs
344,Medak,33,GEN,Andhra Pradesh,A. Narendra,Telangana Rashtra Samithi,"12,59,126","8,99,374",71.4 %,"1,23,766",13.8%,AC View
345,Meerut,76,GEN,Uttar Pradesh [2000 Onwards],Mohd. Shahid,Bahujan Samaj Party,"13,29,974","6,97,471",52.4 %,"69,336",9.9%,AC View
346,Mehsana,12,GEN,Gujarat,Jivabhai Ambalal Patel,Indian National Congress,"12,36,066","6,95,357",56.3 %,"14,511",2.1%,AC View
347,Midnapore,32,GEN,West Bengal,Prabodh Panda,Communist Party Of India,"11,52,887","9,05,208",78.5 %,"1,60,760",17.8%,AC View
348,Miryalguda,42,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,"12,89,342","9,61,408",74.6 %,"2,16,907",22.6%,AC View
349,Mirzapur,50,SC,Uttar Pradesh [2000 Onwards],Narendra Kumar Kushwaha,Bahujan Samaj Party,"16,30,287","7,28,003",44.7 %,"36,412",5.0%,AC View
350,Misrikh,14,SC,Uttar Pradesh [2000 Onwards],Ashok Kumar Rawat,Bahujan Samaj Party,"12,34,107","5,51,699",44.7 %,"19,403",3.5%,AC View
351,Mizoram,1,ST,Mizoram,Vanlalzawma,Mizo National Front,"5,49,959","3,45,372",62.8 %,"23,694",6.9%,AC View
352,Mohanlalganj,17,GEN,Uttar Pradesh [2000 Onwards],Jai Prakash,Samajwadi Party,"12,78,376","5,71,848",44.7 %,"2,568",0.4%,AC View
353,Monghyr,29,GEN,Bihar [2000 Onwards],Jay Prakash Narayan Yadav,Rashtriya Janata Dal,"13,10,042","8,38,209",64.0 %,"1,15,927",13.8%,AC View
354,Moradabad,3,GEN,Uttar Pradesh [2000 Onwards],Dr. Shafiqurrahman Barq,Samajwadi Party,"13,53,266","6,55,173",48.4 %,"35,840",5.5%,AC View
355,Morena,1,GEN,Madhya Pradesh [2000 Onwards],Ashok Chhaviram Argal,Bharatiya Janta Party,"14,34,889","4,86,871",33.9 %,"1,47,320",30.3%,AC View
356,Mormugao,2,GEN,Goa,Alemao Churchil Braz,Indian National Congress,"5,15,504","2,97,186",57.7 %,"50,524",17.0%,AC View
357,Motihari,3,GEN,Bihar [2000 Onwards],Akhiles Prasad Singh,Rashtriya Janata Dal,"12,21,716","6,79,070",55.6 %,"97,024",14.3%,AC View
358,Mukundapuram,10,GEN,Kerala,Lonappan Nambadan,Communist Party Of India (MARXIST),"10,24,150","7,21,958",70.5 %,"1,17,097",16.2%,AC View
359,Mumbai North,9,SC,Maharashtra,Govinda,Indian National Congress,"23,77,866","11,19,246",47.1 %,"48,271",4.3%,AC View
360,Mumbai North Central,6,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,"11,17,487","5,14,561",46.1 %,"13,329",2.6%,AC View
361,Mumbai North East,7,SC,Maharashtra,Ad. Kamat Gurudas Vasant,Indian National Congress,"19,74,560","9,25,623",46.9 %,"99,400",10.7%,AC View
362,Mumbai North West,8,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,"15,15,745","7,47,677",49.3 %,"47,358",6.3%,AC View
363,Mumbai South,4,GEN,Maharashtra,Milind Murli Deora,Indian National Congress,"6,20,431","2,74,343",44.2 %,"10,246",3.7%,AC View
364,Mumbai South Central,5,GEN,Maharashtra,Mohan Rawale,Shiv Sena,"7,04,452","3,47,937",49.4 %,"22,188",6.4%,AC View
365,Murshidabad,9,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,"11,97,170","10,03,469",83.8 %,"15,480",1.5%,AC View
366,Muvattupuzha,12,GEN,Kerala,P. C. Thomas (PULLOLIL),Indian Federal Democratic Party,"9,84,053","7,44,192",75.6 %,529,0.1%,AC View
367,Muzaffarnagar,78,GEN,Uttar Pradesh [2000 Onwards],Ch. Munawwar Hasan,Samajwadi Party,"15,21,778","8,62,387",56.7 %,"69,005",8.0%,AC View
368,Muzaffarpur,10,GEN,Bihar [2000 Onwards],George Fernandes,Janata Dal (United),"12,37,345","7,83,974",63.4 %,"9,693",1.2%,AC View
369,Mysore,16,GEN,Karnataka,C. H. Vijayashankar,Bharatiya Janta Party,"14,78,718","9,57,108",64.7 %,"10,150",1.1%,AC View
370,Nabadwip,12,GEN,West Bengal,Alakesh Das,Communist Party Of India (MARXIST),"13,89,486","11,71,667",84.3 %,"9,991",0.9%,AC View
371,Nagaland,1,ST,Nagaland,W. Wangyuh,Nagaland Peoples Front,"10,41,433","9,51,684",91.4 %,"4,52,019",47.5%,AC View
372,Nagapattinam,30,GEN,Tamil Nadu,"Vijayan, A. K. S.",Dravida Munetra Kazhagam,"10,49,004","7,49,483",71.5 %,"2,16,223",28.8%,AC View
373,Nagarkurnool,28,SC,Andhra Pradesh,Dr.Manda Jagannath,Telugu Desam,"12,96,544","8,82,624",68.1 %,"99,650",11.3%,AC View
374,Nagaur,25,GEN,Rajasthan,Bhanwar Singh Dangawas,Bharatiya Janta Party,"14,36,070","6,30,118",43.9 %,"70,627",11.2%,AC View
375,Nagercoil,39,GEN,Tamil Nadu,Bellarmin. A. V.,Communist Party Of India (MARXIST),"11,10,014","6,70,197",60.4 %,"1,64,294",24.5%,AC View
376,Nagpur,23,GEN,Maharashtra,Vilasrao Baburaoji Muttemwar,Indian National Congress,"16,30,894","7,92,180",48.6 %,"99,483",12.6%,AC View
377,Nainital,4,GEN,Uttarakhand,K. C. Singh Baba,Indian National Congress,"12,61,688","6,16,560",48.9 %,"49,184",8.0%,AC View
378,Nalanda,31,GEN,Bihar [2000 Onwards],Nitish Kumar,Janata Dal (United),"13,11,971","8,95,089",68.2 %,"1,02,396",11.4%,AC View
379,Nalgonda,41,GEN,Andhra Pradesh,Suravaram Sudhakar Reddy,Communist Party Of India,"16,05,163","10,46,908",65.2 %,"56,151",5.4%,AC View
380,Nanded,30,GEN,Maharashtra,D. B. Patil,Bharatiya Janta Party,"14,45,611","7,98,771",55.3 %,"24,335",3.0%,AC View
381,Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,"12,18,524","6,39,614",52.5 %,"1,07,621",16.8%,AC View
382,Nandyal,27,GEN,Andhra Pradesh,S. P. Y. Reddy,Indian National Congress,"11,82,240","8,28,724",70.1 %,"1,11,679",13.5%,AC View
383,Narasapur,10,GEN,Andhra Pradesh,Chegondi Venkata Harirama Jogaiah,Indian National Congress,"9,96,175","7,65,772",76.9 %,"64,412",8.4%,AC View
384,Narasaraopet,17,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,"12,55,040","8,97,889",71.5 %,"86,255",9.6%,AC View
385,Nashik,12,ST,Maharashtra,Pingale Devidas Anandrao,Nationalist Congress Party,"15,22,672","6,56,071",43.1 %,"15,058",2.3%,AC View
386,Nawada,39,GEN,Bihar [2000 Onwards],Virchandra Paswan,Rashtriya Janata Dal,"15,05,472","10,09,961",67.1 %,"56,006",5.5%,AC View
387,Nellore,19,SC,Andhra Pradesh,Panabaka Lakshmi,Indian National Congress,"11,53,181","8,33,825",72.3 %,"1,28,224",15.4%,AC View
388,New Delhi,1,GEN,Delhi [1977 Onwards],Ajay Makan,Indian National Congress,"4,55,114","2,02,926",44.6 %,"12,784",6.3%,AC View
389,Nilgiris,18,GEN,Tamil Nadu,Prabhu R.,Indian National Congress,"13,17,502","7,78,708",59.1 %,"2,36,502",30.4%,AC View
390,Nizamabad,34,GEN,Andhra Pradesh,Madhu Yakshi Goud,Indian National Congress,"11,28,312","7,81,638",69.3 %,"1,37,871",17.6%,AC View
391,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,"11,49,244","7,85,885",68.4 %,"31,412",4.0%,AC View
392,Nowrangpur,13,GEN,Orissa,Parsuram Majhi,Bharatiya Janta Party,"11,61,159","7,81,346",67.3 %,"24,890",3.2%,AC View
393,Ongole,18,GEN,Andhra Pradesh,Sreenivasulu Reddy Magunta,Indian National Congress,"10,63,995","7,95,544",74.8 %,"1,06,021",13.3%,AC View
394,Osmanabad,36,GEN,Maharashtra,Narhire Kalpana Ramesh,Shiv Sena,"10,72,645","6,37,182",59.4 %,"1,649",0.3%,AC View
395,Ottapalam,8,GEN,Kerala,S. Ajaya Kumar,Communist Party Of India (MARXIST),"10,92,142","8,05,485",73.8 %,"70,410",8.7%,AC View
396,Outer Delhi,3,GEN,Delhi [1977 Onwards],Sajjan Kumar,Indian National Congress,"33,68,399","15,53,813",46.1 %,"2,23,790",14.4%,AC View
397,Outer Manipur,2,ST,Manipur,Mani Charenamei,Independent,"7,95,792","6,18,984",77.8 %,"82,193",13.3%,AC View
398,Padrauna,36,GEN,Uttar Pradesh [2000 Onwards],Baleshwar Yadav,National Loktantrik Party,"15,01,706","7,90,041",52.6 %,"8,422",1.1%,AC View
399,Palamau,13,SC,Jharkhand,Manoj Kumar,Rashtriya Janata Dal,"12,89,313","6,41,524",49.8 %,"55,144",8.6%,AC View
400,Palani,22,GEN,Tamil Nadu,"Kharventhan, S. K.",Indian National Congress,"10,88,931","6,93,929",63.7 %,"2,31,493",33.4%,AC View
401,Palghat,7,GEN,Kerala,N. N. Krishnadas,Communist Party Of India (MARXIST),"11,13,144","8,18,860",73.6 %,"98,158",12.0%,AC View
402,Pali,21,GEN,Rajasthan,Pusp Jain,Bharatiya Janta Party,"11,95,737","5,41,923",45.3 %,"63,238",11.7%,AC View
403,Panaji,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,"4,25,663","2,53,904",59.7 %,"56,213",22.1%,AC View
404,Pandharpur,38,SC,Maharashtra,Athawale Ramdas Bandu,Republican Party Of India (A),"12,94,407","6,88,282",53.2 %,"99,693",14.5%,AC View
405,Panskura,29,SC,West Bengal,Gurudas Das Gupta,Communist Party Of India,"10,61,186","8,71,449",82.1 %,"2,79,478",32.1%,AC View
406,Parbhani,31,GEN,Maharashtra,Tukaram Ganpatrao Renge Patil,Shiv Sena,"11,55,668","6,75,417",58.4 %,"56,171",8.3%,AC View
407,Parvathipuram,2,ST,Andhra Pradesh,Kishore Chandra Suryanarayana Deo Vyricherla,Indian National Congress,"8,96,336","6,60,212",73.7 %,"7,418",1.1%,AC View
408,Patan,13,GEN,Gujarat,Kanodia Maheshkumar Mithabhai,Bharatiya Janta Party,"11,32,998","5,38,059",47.5 %,"23,624",4.4%,AC View
409,Patiala,8,SC,Punjab,Preneet Kaur,Indian National Congress,"14,27,103","8,74,971",61.3 %,"23,667",2.7%,AC View
410,Patna,32,GEN,Bihar [2000 Onwards],Ram Kripal Yadav,Rashtriya Janata Dal,"17,41,220","9,01,556",51.8 %,"38,562",4.3%,AC View
411,Peddapalli,36,SC,Andhra Pradesh,G. Venkat Swamy,Indian National Congress,"13,86,543","9,38,802",67.7 %,"2,63,135",28.0%,AC View
412,Perambalur,28,GEN,Tamil Nadu,"Raja, A.",Dravida Munetra Kazhagam,"9,99,508","7,05,964",70.6 %,"1,53,333",21.7%,AC View
413,Periyakulam,25,GEN,Tamil Nadu,Aaron Rashid J. M.,Indian National Congress,"10,56,853","6,97,773",66.0 %,"21,155",3.0%,AC View
414,Phillaur,5,SC,Punjab,Charanjit Singh Atwal,Shiromani Akali Dal,"11,81,507","7,22,533",61.2 %,"98,884",13.7%,AC View
415,Phulbani,15,GEN,Orissa,Sugrib Singh,Biju Janata Dal,"11,83,731","7,87,239",66.5 %,"19,272",2.4%,AC View
416,Phulpur,51,GEN,Uttar Pradesh [2000 Onwards],Atique Ahamad,Samajwadi Party,"14,09,517","7,55,173",53.6 %,"64,347",8.5%,AC View
417,Pilibhit,9,GEN,Uttar Pradesh [2000 Onwards],Maneka Gandhi,Bharatiya Janta Party,"12,85,919","6,77,095",52.7 %,"1,02,720",15.2%,AC View
418,Pollachi,21,GEN,Tamil Nadu,"Krishnan, Dr. C",Marumalarchi Dravida Munnetra Kazhagam,"10,39,279","6,41,158",61.7 %,"1,20,921",18.9%,AC View
419,Pondicherry,1,GEN,Pondicherry,Ramadass. M.,Pattali Makkal Katchi,"6,36,667","4,84,316",76.1 %,"69,181",14.3%,AC View
420,Ponnani,6,GEN,Kerala,E. Ahammed,Muslim League Kerala State Committee,"11,72,057","7,29,438",62.2 %,"1,02,758",14.1%,AC View
421,Porbandar,5,GEN,Gujarat,Patel Harilal Madhavjibhai (HARIBHAI PATEL),Bharatiya Janta Party,"9,95,027","4,90,331",49.3 %,"5,703",1.2%,AC View
422,Pratapgarh,20,GEN,Uttar Pradesh [2000 Onwards],"Akshay Pratap Singh ""gopal Ji""",Samajwadi Party,"13,32,216","5,72,666",43.0 %,"69,272",12.1%,AC View
423,Pudukkottai,32,GEN,Tamil Nadu,"Regupathy, S.",Dravida Munetra Kazhagam,"12,34,949","8,17,046",66.2 %,"1,56,496",19.2%,AC View
424,Pune,42,SC,Maharashtra,Kalmadi Suresh,Indian National Congress,"16,08,614","7,68,826",47.8 %,"73,176",9.5%,AC View
425,Puri,8,SC,Orissa,Braja Kishore Tripathy,Biju Janata Dal,"12,88,034","8,88,907",69.0 %,"60,960",6.9%,AC View
426,Purnea,24,GEN,Bihar [2000 Onwards],Uday Singh Alias Pappu Singh,Bharatiya Janta Party,"11,79,491","7,09,015",60.1 %,"12,883",1.8%,AC View
427,Purulia,34,GEN,West Bengal,Bir Singh Mahato,All India Forward Bloc,"9,92,438","6,94,449",70.0 %,"1,45,718",21.0%,AC View
428,Quilon,18,GEN,Kerala,P. Rajendran,Communist Party Of India (MARXIST),"10,31,593","7,02,390",68.1 %,"1,11,071",15.8%,AC View
429,Rae Bareli,19,GEN,Uttar Pradesh [2000 Onwards],Sonia Gandhi,Indian National Congress,"13,29,169","6,43,560",48.4 %,"2,49,765",38.8%,AC View
430,Raichur,3,GEN,Karnataka,A.Venkatesh Naik,Indian National Congress,"14,13,018","8,24,732",58.4 %,508,0.1%,AC View
431,Raiganj,5,GEN,West Bengal,Priya Ranjan Dasmunsi,Indian National Congress,"11,47,290","9,13,637",79.6 %,"39,147",4.3%,AC View
432,Raigarh,2,ST,Chhattisgarh,Vishnudeo Sai,Bharatiya Janta Party,"10,38,634","6,48,290",62.4 %,"74,243",11.5%,AC View
433,Raipur,6,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,"13,70,242","6,89,427",50.3 %,"1,29,519",18.8%,AC View
434,Rajahmundry,8,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,"10,74,223","8,15,493",75.9 %,"1,48,820",18.2%,AC View
435,Rajampet,22,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,"9,91,369","6,88,887",69.5 %,"78,085",11.3%,AC View
436,Rajapur,1,ST,Maharashtra,Suresh Prabhu,Shiv Sena,"8,35,714","4,80,243",57.5 %,"80,899",16.8%,AC View
437,Rajgarh,21,SC,Madhya Pradesh [2000 Onwards],Lakshman Singh,Bharatiya Janta Party,"12,78,429","5,98,956",46.9 %,"36,712",6.1%,AC View
438,Rajkot,4,GEN,Gujarat,Dr. Kathiria Vallabhbhai Ramjibhai,Bharatiya Janta Party,"16,50,135","5,38,380",32.6 %,"1,43,970",26.7%,AC View
439,Rajmahal,1,ST,Jharkhand,Hemlal Murmu,Jharkhand Mukti Morcha,"10,72,040","6,91,116",64.5 %,"2,974",0.4%,AC View
440,Rajnandgaon,11,ST,Chhattisgarh,Pradeep Gandhi,Bharatiya Janta Party,"11,21,618","6,64,445",59.2 %,"14,323",2.2%,AC View
441,Ramanathapuram,34,GEN,Tamil Nadu,Bhavani Rajenthiran. M. S. K.,Dravida Munetra Kazhagam,"11,47,726","6,72,447",58.6 %,"1,09,950",16.4%,AC View
442,Rampur,4,GEN,Uttar Pradesh [2000 Onwards],P. Jaya Prada Nahata,Samajwadi Party,"14,20,598","8,11,098",57.1 %,"85,474",10.5%,AC View
443,Ramtek,22,ST,Maharashtra,Mohite Subodh Baburao,Shiv Sena,"11,48,759","6,47,268",56.3 %,"14,102",2.2%,AC View
444,Ranchi,8,GEN,Jharkhand,Subodh Kant Sahay,Indian National Congress,"13,79,179","6,96,342",50.5 %,"15,421",2.2%,AC View
445,Rasipuram,15,GEN,Tamil Nadu,Rani. K,Indian National Congress,"11,32,426","6,93,014",61.2 %,"1,34,533",19.4%,AC View
446,Ratnagiri,2,GEN,Maharashtra,Anant Geete,Shiv Sena,"9,14,770","5,60,620",61.3 %,"1,48,968",26.6%,AC View
447,Rewa,9,GEN,Madhya Pradesh [2000 Onwards],Chandramani Tripathi,Bharatiya Janta Party,"14,61,014","6,30,281",43.1 %,"44,752",7.1%,AC View
448,Robertsganj,49,GEN,Uttar Pradesh [2000 Onwards],Lalchandra,Bahujan Samaj Party,"16,61,132","7,24,797",43.6 %,"10,362",1.4%,AC View
449,Rohtak,5,GEN,Haryana,Bhupinder Singh,Indian National Congress,"10,55,610","6,61,641",62.7 %,"1,50,435",22.7%,AC View
450,Ropar,7,GEN,Punjab,Sukhdev Singh Libra,Shiromani Akali Dal,"13,45,244","7,90,206",58.7 %,"33,637",4.3%,AC View
451,Rosera,16,GEN,Bihar [2000 Onwards],Ram Chandra Paswan,Lok Jan Shakti Party,"12,45,733","7,13,782",57.3 %,"1,38,411",19.4%,AC View
452,Sabarkantha,15,GEN,Gujarat,Madhusudan Mistry,Indian National Congress,"12,72,262","6,54,380",51.4 %,"39,928",6.1%,AC View
453,Sagar,5,GEN,Madhya Pradesh [2000 Onwards],Virendra Kumar,Bharatiya Janta Party,"12,50,751","4,79,246",38.3 %,"1,47,991",30.9%,AC View
454,Saharanpur,80,SC,Uttar Pradesh [2000 Onwards],Rasheed Masood,Samajwadi Party,"15,66,135","9,90,397",63.2 %,"26,828",2.7%,AC View
455,Saharsa,20,GEN,Bihar [2000 Onwards],Ranjeet Ranjan,Lok Jan Shakti Party,"12,87,666","7,38,272",57.3 %,"30,787",4.2%,AC View
456,Saidpur,45,SC,Uttar Pradesh [2000 Onwards],Tufani Saroj,Samajwadi Party,"15,35,355","7,11,286",46.3 %,"29,810",4.2%,AC View
457,Salem,16,GEN,Tamil Nadu,Thangkabalu K. V.,Indian National Congress,"12,51,141","7,40,252",59.2 %,"1,75,627",23.7%,AC View
458,Salempur,38,GEN,Uttar Pradesh [2000 Onwards],Harikeval Prasad,Samajwadi Party,"14,84,606","6,69,579",45.1 %,"16,253",2.4%,AC View
459,Salumber,17,GEN,Rajasthan,Mahaveer Bhagora,Bharatiya Janta Party,"12,79,337","6,28,768",49.2 %,"24,774",3.9%,AC View
460,Samastipur,17,SC,Bihar [2000 Onwards],Alok Kumar Mehta,Rashtriya Janata Dal,"14,33,793","8,64,688",60.3 %,"1,26,783",14.7%,AC View
461,Sambalpur,17,GEN,Orissa,Prasanna Acharya,Biju Janata Dal,"12,42,861","8,11,674",65.3 %,"14,770",1.8%,AC View
462,Sambhal,5,SC,Uttar Pradesh [2000 Onwards],Pro. Ram Gopal Yadav,Samajwadi Party,"12,49,017","7,59,382",60.8 %,"1,98,061",26.1%,AC View
463,Sangli,46,GEN,Maharashtra,Patil Prakashbapu Vasantdada,Indian National Congress,"11,86,416","6,92,440",58.4 %,"81,623",11.8%,AC View
464,Sangrur,10,GEN,Punjab,Sukhdev Singh Dhindsa,Shiromani Akali Dal,"12,14,485","8,37,596",69.0 %,"27,277",3.3%,AC View
465,Sarangarh,5,GEN,Chhattisgarh,Guharam Ajgalle,Bharatiya Janta Party,"11,91,389","5,87,744",49.3 %,"59,118",10.1%,AC View
466,Sasaram,35,GEN,Bihar [2000 Onwards],Meira Kumar,Indian National Congress,"12,91,800","6,97,265",54.0 %,"2,58,262",37.0%,AC View
467,Satara,44,GEN,Maharashtra,Laxmanrao Pandurang Jadhav (PATIL),Nationalist Congress Party,"11,49,290","6,73,093",58.6 %,"3,957",0.6%,AC View
468,Satna,8,GEN,Madhya Pradesh [2000 Onwards],Ganesh Singh,Bharatiya Janta Party,"13,24,818","6,09,727",46.0 %,"83,590",13.7%,AC View
469,Sawai Madhopur,11,ST,Rajasthan,Namo Narain,Indian National Congress,"13,40,804","6,64,489",49.6 %,"1,11,163",16.7%,AC View
470,Secunderabad,31,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,"18,50,694","9,73,226",52.6 %,"68,758",7.1%,AC View
471,Seoni,15,GEN,Madhya Pradesh [2000 Onwards],Neeta Pateriya,Bharatiya Janta Party,"12,03,918","5,98,745",49.7 %,"94,801",15.8%,AC View
472,Serampore,26,GEN,West Bengal,Santasri Chatterjee,Communist Party Of India (MARXIST),"12,85,398","9,42,891",73.4 %,"19,687",2.1%,AC View
473,Shahabad,12,GEN,Uttar Pradesh [2000 Onwards],Iliyas Azmi,Bahujan Samaj Party,"12,58,003","5,79,606",46.1 %,"46,369",8.0%,AC View
474,Shahdol,11,GEN,Madhya Pradesh [2000 Onwards],Dalpat Singh Paraste,Bharatiya Janta Party,"13,05,252","5,09,123",39.0 %,"29,349",5.8%,AC View
475,Shahjahanpur,10,GEN,Uttar Pradesh [2000 Onwards],Kunwar Jitin Prasad,Indian National Congress,"12,40,983","6,34,371",51.1 %,"81,832",12.9%,AC View
476,Shajapur,22,SC,Madhya Pradesh [2000 Onwards],Thawarchand Gehlot,Bharatiya Janta Party,"13,28,841","7,19,744",54.2 %,"1,68,187",23.4%,AC View
477,Sheohar,12,GEN,Bihar [2000 Onwards],Sitaram Singh,Rashtriya Janata Dal,"12,14,428","6,66,384",54.9 %,"73,883",11.1%,AC View
478,Shillong,1,ST,Meghalaya,Paty Ripple Kyndiah,Indian National Congress,"7,85,062","3,67,736",46.8 %,"70,896",19.3%,AC View
479,Shimoga,21,GEN,Karnataka,S. Bangarappa,Bharatiya Janta Party,"12,57,953","8,86,294",70.5 %,"76,145",8.6%,AC View
480,Sholapur,37,GEN,Maharashtra,Deshmukh Subhash Sureshchandra,Bharatiya Janta Party,"11,87,231","6,57,089",55.4 %,"5,798",0.9%,AC View
481,Siddipet,32,SC,Andhra Pradesh,Sarvey Sathyanarayana,Indian National Congress,"17,27,118","11,18,829",64.8 %,"1,38,972",12.4%,AC View
482,Sidhi,10,GEN,Madhya Pradesh [2000 Onwards],Chandrapratap Singh,Bharatiya Janta Party,"10,83,701","4,57,029",42.2 %,"49,565",10.8%,AC View
483,Sikar,5,GEN,Rajasthan,Subhash Meharia,Bharatiya Janta Party,"14,76,344","7,77,953",52.7 %,"54,683",7.0%,AC View
484,Sikkim,1,GEN,Sikkim,Nakul Das Rai,Sikkim Democratic Front,"2,81,937","2,15,294",76.4 %,"93,151",43.3%,AC View
485,Silchar,2,GEN,Assam,Sontosh Mohan Dev,Indian National Congress,"8,79,243","6,07,884",69.1 %,"21,320",3.5%,AC View
486,Simla,1,GEN,Himachal Pradesh,Dhani Ram Shandil,Indian National Congress,"10,18,988","5,25,998",51.6 %,"1,08,180",20.6%,AC View
487,Singhbhum,10,ST,Jharkhand,Bagun Sumbrai,Indian National Congress,"9,19,728","5,20,155",56.6 %,"59,196",11.4%,AC View
488,Sirsa,10,GEN,Haryana,Atma Singh Gill,Indian National Congress,"12,19,935","8,41,638",69.0 %,"71,475",8.5%,AC View
489,Sitamarhi,11,GEN,Bihar [2000 Onwards],Sitaram Yadav,Rashtriya Janata Dal,"12,65,132","6,90,791",54.6 %,"98,005",14.2%,AC View
490,Sitapur,13,GEN,Uttar Pradesh [2000 Onwards],Rajesh Verma,Bahujan Samaj Party,"12,92,685","5,96,568",46.2 %,"5,234",0.9%,AC View
491,Sivaganga,33,GEN,Tamil Nadu,"Chidambaram, P.",Indian National Congress,"10,83,542","6,64,594",61.3 %,"1,62,725",24.5%,AC View
492,Sivakasi,35,GEN,Tamil Nadu,"Ravichandran, A",Marumalarchi Dravida Munnetra Kazhagam,"13,13,594","8,28,082",63.0 %,"1,64,517",19.9%,AC View
493,Siwan,5,GEN,Bihar [2000 Onwards],Mohammad Shahabuddin,Rashtriya Janata Dal,"10,54,441","6,37,544",60.5 %,"1,03,578",16.2%,AC View
494,Sonepat,4,GEN,Haryana,Kishan Singh Sangwan,Bharatiya Janta Party,"11,38,771","7,36,510",64.7 %,"7,569",1.0%,AC View
495,South Delhi,2,GEN,Delhi [1977 Onwards],Vijay Kumar Malhotra,Bharatiya Janta Party,"10,18,862","4,78,871",47.0 %,"16,005",3.3%,AC View
496,Srikakulam,1,GEN,Andhra Pradesh,Yerrannaidu Kinjarapu,Telugu Desam,"9,58,626","7,23,013",75.4 %,"31,879",4.4%,AC View
497,Srinagar,2,GEN,Jammu & Kashmir,Omar Abdullah,Jammu & Kashmir National Conference,"10,53,734","1,95,645",18.6 %,"23,159",11.8%,AC View
498,Sriperumbudur,4,GEN,Tamil Nadu,Krishnaswamy. A,Dravida Munetra Kazhagam,"14,23,561","8,42,045",59.2 %,"2,35,346",27.9%,AC View
499,Sultanpur,22,GEN,Uttar Pradesh [2000 Onwards],Mohd. Tahir,Bahujan Samaj Party,"14,65,273","7,21,002",49.2 %,"1,01,810",14.1%,AC View
500,Sundargarh,20,GEN,Orissa,Jual Oram,Bharatiya Janta Party,"12,09,123","7,32,302",60.6 %,"39,676",5.4%,AC View
501,Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,"23,77,198","8,96,233",37.7 %,"1,50,563",16.8%,AC View
502,Surendranagar,2,GEN,Gujarat,Koli Patel Somabhai Gandabhai,Bharatiya Janta Party,"11,09,656","4,55,520",41.1 %,"33,944",7.5%,AC View
503,Surguja,1,ST,Chhattisgarh,Nand Kumar Sai,Bharatiya Janta Party,"13,87,483","6,76,480",48.8 %,"1,03,452",15.3%,AC View
504,Tamluk,30,GEN,West Bengal,Seth Lakshman Chandra,Communist Party Of India (MARXIST),"11,85,781","10,30,848",86.9 %,"57,380",5.6%,AC View
505,Tarn Taran,3,GEN,Punjab,Dr. Rattan Singh Ajnala,Shiromani Akali Dal,"11,73,431","7,17,306",61.1 %,"56,394",7.9%,AC View
506,Tehri Garhwal,1,GEN,Uttarakhand,Manabendra Shah,Bharatiya Janta Party,"12,92,454","5,61,210",43.4 %,"17,446",3.1%,AC View
507,Tenali,14,GEN,Andhra Pradesh,Balashowry Vallabhaneni,Indian National Congress,"8,80,148","6,71,316",76.3 %,"78,556",11.7%,AC View
508,Tenkasi,37,SC,Tamil Nadu,"Appadurai, M.",Communist Party Of India,"10,84,708","7,09,688",65.4 %,"1,22,176",17.2%,AC View
509,Tezpur,9,GEN,Assam,Moni Kumar Subba,Indian National Congress,"10,06,389","7,20,182",71.6 %,"70,445",9.8%,AC View
510,Thane,10,GEN,Maharashtra,Paranjape Prakash Vishvanath,Shiv Sena,"32,40,342","13,13,006",40.5 %,"22,258",1.7%,AC View
511,Thanjavur,31,GEN,Tamil Nadu,Palanimanickam. S. S.,Dravida Munetra Kazhagam,"10,30,779","7,06,888",68.6 %,"1,19,148",16.9%,AC View
512,Tindivanam,10,GEN,Tamil Nadu,Dhanaraju. K,Pattali Makkal Katchi,"11,58,938","7,27,774",62.8 %,"91,164",12.5%,AC View
513,Tiruchendur,38,GEN,Tamil Nadu,Radhika Selvi. V,Dravida Munetra Kazhagam,"10,31,560","6,28,693",61.0 %,"1,81,681",28.9%,AC View
514,Tiruchengode,17,GEN,Tamil Nadu,Subbulakshmi Jagadeesan,Dravida Munetra Kazhagam,"14,43,197","8,62,183",59.7 %,"1,79,397",20.8%,AC View
515,Tiruchirappalli,27,SC,Tamil Nadu,Ganesan. L,Marumalarchi Dravida Munnetra Kazhagam,"11,92,254","7,07,830",59.4 %,"2,16,725",30.6%,AC View
516,Tirunelveli,36,GEN,Tamil Nadu,"Dhanuskodi Athithan, R.",Indian National Congress,"10,86,290","6,31,284",58.1 %,"1,67,075",26.5%,AC View
