#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
383,Pupri,68,GEN,Bihar [1947 - 1999],Sashiranjan Prasad Sah,Indian National Congress,"4,15,653","2,34,633",56.5 %,"18,772",8.0%
384,Puri,308,GEN,Orissa,Bibudhendra Misra,Indian National Congress,"4,75,128","1,45,148",30.6 %,"29,565",20.4%
385,Purnea,77,GEN,Bihar [1947 - 1999],Phani Gopal Sen Gupta,Indian National Congress,"5,03,100","2,24,636",44.7 %,"69,791",31.1%
386,Purulia,474,GEN,West Bengal,Bhajahari Mahato,Lok Sewak Sangh,"4,28,535","1,68,297",39.3 %,"7,413",4.4%
387,Qullon,146,GEN,Kerala,Sreekantan Nair,Revolutionary Socialist Party,"4,42,109","3,39,363",76.8 %,"64,955",19.1%
388,Rae Bareli,381,SC,Uttar Pradesh [1947 - 1999],Baijnath Kureel,Indian National Congress,"4,22,089","2,06,809",49.0 %,"14,268",6.9%
389,Raichur,279,GEN,Mysore,Jagannath Rao Venkata Rao Chandriki,Indian National Congress,"4,36,535","1,87,076",42.9 %,"15,325",8.2%
390,Raiganj,449,GEN,West Bengal,Chapala Kanta Bhattacharjee,Indian National Congress,"4,55,919","2,00,085",43.9 %,"29,403",14.7%
391,Raigarh,159,GEN,Madhya Pradesh [1947 - 1999],Raja Vijaya Bhusan Singh Deo,Akhil Bharatiya Ram Rajya Parishad,"4,38,535","2,00,279",45.7 %,"9,117",4.6%
392,Raipur,164,ST,Madhya Pradesh [1947 - 1999],Keshar Kumari Devi,Indian National Congress,"4,58,195","2,54,538",55.6 %,"15,391",6.0%
393,Rajahmundry,7,ST,Andhra Pradesh,Datla Satyanarayana Raju,Indian National Congress,"4,50,040","3,28,655",73.0 %,"1,23,374",37.5%
394,Rajampet,23,GEN,Andhra Pradesh,C.L. Narasimha Reddy,Swatantra,"4,42,554","3,01,705",68.2 %,"17,265",5.7%
395,Rajapur,237,GEN,Maharashtra,Nath Bapu Pai,Praja Socialist Party,"3,58,888","1,68,840",47.1 %,"27,943",16.5%
396,Rajgarh,177,GEN,Madhya Pradesh [1947 - 1999],Bhanuprakash Singh,Independent,"4,22,942","1,80,181",42.6 %,"26,086",14.5%
397,Rajkot,111,GEN,Gujarat,Uchharangrai Navalshanker Dhebar,Indian National Congress,"3,90,228","1,96,430",50.3 %,"41,033",20.9%
398,Rajmahal,79,SC,Bihar [1947 - 1999],Iswar Marandi,Jharkhand Party,"3,89,321","1,49,409",38.4 %,"18,676",12.5%
399,Rajnandgaon,166,GEN,Madhya Pradesh [1947 - 1999],Birendra Bahadur Singh,Indian National Congress,"4,40,331","1,82,114",41.4 %,"23,968",13.2%
400,Ramanathapuram,219,GEN,Madras,N. Arunachalam,Indian National Congress,"5,17,361","3,63,620",70.3 %,"30,883",8.5%
401,Rampur,367,GEN,Uttar Pradesh [1947 - 1999],Ahmad Mahdi,Indian National Congress,"4,21,922","2,08,136",49.3 %,"43,695",21.0%
402,Ramsanehighat,388,SC,Uttar Pradesh [1947 - 1999],Swami Rama Nand,Indian National Congress,"4,19,365","2,08,662",49.8 %,"1,926",0.9%
403,Ramtek,256,GEN,Maharashtra,Madhaolrao Bhagwantrao Patil,Indian National Congress,"4,51,896","3,22,302",71.3 %,"41,302",12.8%
404,Ranchi East,103,GEN,Bihar [1947 - 1999],Prashanta Kumar Ghosh,Swatantra,"3,73,768","1,42,294",38.1 %,"5,023",3.5%
405,Ranchi West,106,ST,Bihar [1947 - 1999],Jaipal Singh,Jharkhand Party,"4,21,139","2,11,113",50.1 %,"50,878",24.1%
406,Rasra,407,GEN,Uttar Pradesh [1947 - 1999],Sarjoo Pandey,Communist Party Of India,"4,40,724","2,36,382",53.6 %,"8,779",3.7%
407,Ratnagiri,236,GEN,Maharashtra,Sharada Shubroto Mukarji,Indian National Congress,"3,70,560","1,74,020",47.0 %,"43,756",25.1%
408,Rewa,155,GEN,Madhya Pradesh [1947 - 1999],Shiv Dutta,Indian National Congress,"4,48,725","2,12,680",47.4 %,"14,175",6.7%
409,Robertganj,413,SC,Uttar Pradesh [1947 - 1999],Ram Sarup,Indian National Congress,"4,12,895","1,81,910",44.1 %,"25,841",14.2%
410,Rohtak,321,GEN,Punjab,Lehri Singh,Jan Sangh,"4,77,391","3,48,401",73.0 %,"20,107",5.8%
411,Rosera,73,SC,Bihar [1947 - 1999],Rameshwar Sahu,Indian National Congress,"4,31,956","1,85,973",43.1 %,"67,845",36.5%
412,Sabarkantha,117,GEN,Gujarat,Gulzarilal Bulakhidas Nanda,Indian National Congress,"4,17,575","2,64,084",63.2 %,"24,609",9.3%
413,Sabarmati,121,SC,Gujarat,Muldas Bhudardas Vaishya,Indian National Congress,"4,54,460","2,74,322",60.4 %,"44,211",16.1%
414,Sagar,172,GEN,Madhya Pradesh [1947 - 1999],Jawala Prasad Jhumaklal,Indian National Congress,"4,28,923","1,96,730",45.9 %,"34,005",17.3%
415,Saharanpur,444,SC,Uttar Pradesh [1947 - 1999],Sunder Lal,Indian National Congress,"4,25,001","2,43,423",57.3 %,"56,350",23.1%
416,Saharsa,74,GEN,Bihar [1947 - 1999],Bhupendra Narayan Mandal,Socialist,"4,26,782","2,06,752",48.4 %,"15,133",7.3%
417,Salem,199,GEN,Madras,S. V. Ramaswamy,Indian National Congress,"4,40,434","3,06,635",69.6 %,"11,738",3.8%
418,Salempur,402,GEN,Uttar Pradesh [1947 - 1999],Vishwanath Pandey,Indian National Congress,"4,55,603","2,09,268",45.9 %,"24,483",11.7%
419,Salon,382,GEN,Uttar Pradesh [1947 - 1999],Raja Dinesh Singh,Indian National Congress,"4,11,063","1,96,405",47.8 %,"33,559",17.1%
420,Samastipur,71,GEN,Bihar [1947 - 1999],Satya Naryan Sinha,Indian National Congress,"3,83,747","2,08,396",54.3 %,"21,550",10.3%
421,Sambalpur,303,GEN,Orissa,Kisan Pattanayak,Socialist,"4,33,181","93,275",21.5 %,"2,368",2.5%
422,Sangrur,337,GEN,Punjab,Ranjit Singh,Indian National Congress,"5,04,307","3,52,881",70.0 %,"17,269",4.9%
423,Sardhana,441,GEN,Uttar Pradesh [1947 - 1999],Krishan Chandra Sharma,Indian National Congress,"4,40,370","2,60,224",59.1 %,"14,669",5.6%
424,Sasaram,94,SC,Bihar [1947 - 1999],Jagjivan Ram,Indian National Congress,"4,16,753","2,61,839",62.8 %,"53,995",20.6%
425,Satara,242,GEN,Maharashtra,Kisan Mahadeo Veer,Indian National Congress,"4,24,447","2,70,932",63.8 %,"1,03,691",38.3%
426,Sawai Madhopur,345,SC,Rajasthan,Kesar Lal,Swatantra,"5,07,959","2,71,782",53.5 %,"66,772",24.6%
427,Secunderabad,32,GEN,Andhra Pradesh,Ahmed Mohiuddin,Indian National Congress,"3,80,287","1,98,200",52.1 %,"24,570",12.4%
428,Seoni,173,ST,Madhya Pradesh [1947 - 1999],Narayanrao Maniram Wadiwa,Indian National Congress,"4,17,744","1,64,776",39.4 %,"16,665",10.1%
429,Serampore,467,GEN,West Bengal,Dinendra Nath Bhattacharya,Communist Party Of India,"5,21,686","3,43,698",65.9 %,"10,862",3.2%
430,Shahabad,91,GEN,Bihar [1947 - 1999],Bali Ram Bhagat,Indian National Congress,"4,15,615","2,24,985",54.1 %,"84,327",37.5%
431,Shahabad,377,GEN,Uttar Pradesh [1947 - 1999],Yuvraj Dutt Singh,Jan Sangh,"4,53,591","2,18,728",48.2 %,"7,300",3.3%
432,Shahdol,157,ST,Madhya Pradesh [1947 - 1999],Buddhu Singh,Socialist,"4,58,324","1,41,011",30.8 %,"3,667",2.6%
433,Shahjahanpur,372,SC,Uttar Pradesh [1947 - 1999],Lakhan Das,Independent,"4,17,272","1,72,653",41.4 %,"17,975",10.4%
434,Shimoga,283,GEN,Mysore,S. V. Krishnamoorthy Rao,Indian National Congress,"4,74,616","2,70,552",57.0 %,"13,747",5.1%
435,Shivpuri,151,GEN,Madhya Pradesh [1947 - 1999],Vedehi Charan,Indian National Congress,"4,41,893","1,90,415",43.1 %,"9,939",5.2%
436,Sholapur,243,GEN,Maharashtra,Madeppa Beandappa Kadadi,Indian National Congress,"4,26,718","2,66,546",62.5 %,"73,286",27.5%
437,Sibsagar,54,GEN,Assam,Prafulla Chandra Baruah,Indian National Congress,"4,58,998","2,18,312",47.6 %,"54,464",24.9%
438,Sidhi,156,GEN,Madhya Pradesh [1947 - 1999],Anand Chandra,Indian National Congress,"4,36,817","1,70,684",39.1 %,"8,029",4.7%
439,Sikar,339,GEN,Rajasthan,Rameshwarlal Tantia,Indian National Congress,"4,65,424","2,65,781",57.1 %,"33,107",12.5%
440,Singhbhum,105,ST,Bihar [1947 - 1999],Haricharan Soy,Jharkhand Party,"4,13,797","1,34,415",32.5 %,"17,638",13.1%
441,Sirmur,490,SC,Himachal Pradesh,Partap Singh,Indian National Congress,"1,76,158","57,388",32.6 %,"22,617",39.4%
442,Sitamarhi,67,GEN,Bihar [1947 - 1999],Nagindra Pd. Yadab,Indian National Congress,"4,55,960","2,49,150",54.6 %,"33,515",13.5%
443,Sitapur,375,GEN,Uttar Pradesh [1947 - 1999],Suraj Lal,Jan Sangh,"4,71,972","2,18,993",46.4 %,"3,377",1.5%
444,Siwan,60,GEN,Bihar [1947 - 1999],Md. Yusuf,Indian National Congress,"4,24,260","1,99,078",46.9 %,"35,729",17.9%
445,Sonbarsa,75,SC,Bihar [1947 - 1999],Tulmohan Ram,Indian National Congress,"4,02,111","1,97,517",49.1 %,"58,223",29.5%
446,Srikakulam,1,GEN,Andhra Pradesh,Boddipalli Rajagopala Row,Indian National Congress,"4,43,080","2,73,876",61.8 %,"31,815",11.6%
447,Sriperumbudur,187,SC,Madras,P. Sivasankaran,Dravida Munetra Kazhagam,"4,65,133","3,10,362",66.7 %,"15,372",5.0%
448,Sultanpur,385,GEN,Uttar Pradesh [1947 - 1999],Kunwar Krishna,Indian National Congress,"3,96,316","1,70,998",43.2 %,"32,551",19.0%
449,Sundergarh,304,ST,Orissa,Yagnyanarayan Singha,Ganatantra Parishad,"4,76,109","1,22,864",25.8 %,"6,075",4.9%
450,Surat,129,GEN,Gujarat,Morarji Ranchhodji Desai,Indian National Congress,"4,17,377","2,50,692",60.1 %,"99,031",39.5%
451,Surendranagar,110,GEN,Gujarat,Ghanshyambhai Chhotalal Oza,Indian National Congress,"4,37,334","2,37,383",54.3 %,"42,051",17.7%
452,Surguja,158,ST,Madhya Pradesh [1947 - 1999],Babunath Singh,Indian National Congress,"4,27,701","1,28,552",30.1 %,"21,277",16.6%
453,Tamluk,470,GEN,West Bengal,Satis Chandra Samanta,Indian National Congress,"4,98,514","3,64,835",73.2 %,"36,621",10.0%
454,Tarn Taran,333,GEN,Punjab,Surjit Singh Majithia,Indian National Congress,"4,72,472","3,26,394",69.1 %,"1,990",0.6%
455,Tehri Garhawal,360,GEN,Uttar Pradesh [1947 - 1999],Manabendra Shah,Indian National Congress,"4,15,051",RU,NA,RU,NA
456,Tellicherry,132,GEN,Kerala,S. K. Pottekkatt,Independent,"5,01,672","3,75,373",74.8 %,"64,950",17.3%
457,Tenali,15,GEN,Andhra Pradesh,Kolla Venkaiah,Communist Party Of India,"4,79,831","3,64,145",75.9 %,"23,927",6.6%
458,Tenkasai,223,GEN,Madras,M. P. Swamy,Indian National Congress,"4,58,052","3,32,297",72.6 %,"71,440",21.5%
459,Thana,230,GEN,Maharashtra,Sonubhau Dagadu Baswant,Indian National Congress,"4,42,152","2,83,129",64.0 %,"71,643",25.3%
460,Thanjavur,218,GEN,Madras,Vairava Thevar,Indian National Congress,"4,53,163","3,40,997",75.3 %,"28,073",8.2%
461,Thiruvalla,144,GEN,Kerala,G. Ravindra Varma,Indian National Congress,"4,36,674","3,07,567",70.4 %,"74,064",24.1%
462,Tikamgarh,153,SC,Madhya Pradesh [1947 - 1999],Kure Mate,Praja Socialist Party,"4,50,112","2,36,527",52.6 %,"31,288",13.2%
463,Tindivanam,193,GEN,Madras,R. Venkatasubba Reddiar,Indian National Congress,"4,41,497","2,84,008",64.3 %,"14,297",5.0%
464,Tiptur,287,GEN,Mysore,C. R. Basappa,Indian National Congress,"4,58,300","2,78,780",60.8 %,"8,096",2.9%
465,Tiruchendur,224,GEN,Madras,T. T. Krishnamachari,Indian National Congress,"4,60,766",RU,NA,RU,NA
466,Tiruchengode,200,GEN,Madras,P. Subbarayan,Indian National Congress,"4,16,657","2,58,387",62.0 %,"12,164",4.7%
467,Tiruchirapali,212,GEN,Madras,K. Anada Nambiar,Communist Party Of India,"4,38,690","3,36,022",76.6 %,"9,374",2.8%
468,Tirukoilur,196,SC,Madras,L. Elaya Perumal,Indian National Congress,"4,37,767","2,63,759",60.3 %,"17,700",6.7%
469,Tirunelveli,222,GEN,Madras,Muthiah,Indian National Congress,"4,70,895","3,27,373",69.5 %,"22,019",6.7%
470,Tirupathi,21,SC,Andhra Pradesh,C. Dass,Indian National Congress,"3,83,042","2,29,016",59.8 %,"17,048",7.4%
471,Tiruppattur,197,GEN,Madras,R. Muthu Gounder,Dravida Munetra Kazhagam,"4,53,447","3,06,141",67.5 %,"33,635",11.0%
472,Tiruvallur,189,GEN,Madras,V. Govindaswamy Naidu,Indian National Congress,"4,84,018","3,41,257",70.5 %,"13,435",3.9%
473,Tiruvannamalai,192,GEN,Madras,Dharmalingam,Dravida Munetra Kazhagam,"4,49,968","2,99,735",66.6 %,"3,726",1.2%
474,Trichur,138,GEN,Kerala,Krishna Warriar,Communist Party Of India,"4,38,212","3,32,642",75.9 %,"5,827",1.8%
475,Tripura East,494,ST,Tripura,Dasaratha Deb,Communist Party Of India,"2,39,516","1,57,624",65.8 %,"10,048",6.4%
476,Tripura West,493,GEN,Tripura,Birendra Chandra Dutta,Communist Party Of India,"2,41,093","1,68,981",70.1 %,"16,989",10.1%
477,Trivanduram,148,GEN,Kerala,Nataraja Pillai,Independent,"4,70,222","3,28,141",69.8 %,"10,458",3.2%
478,Tumkur,288,GEN,Mysore,M. V. Krishnappa,Indian National Congress,"4,25,051","2,64,046",62.1 %,"48,893",18.5%
479,Udaipur,351,ST,Rajasthan,Dhuleshwar,Indian National Congress,"4,25,702","1,83,370",43.1 %,"25,216",13.8%
480,Udipi,284,GEN,Mysore,U. Srinivasa Mallaya,Indian National Congress,"4,23,300","2,41,479",57.1 %,"12,866",5.3%
481,Ujjain,178,GEN,Madhya Pradesh [1947 - 1999],Radhelal Vyas,Indian National Congress,"4,43,172","2,26,518",51.1 %,"28,671",12.7%
482,Uluberia,466,GEN,West Bengal,Punendu Khan,Indian National Congress,"5,33,776","3,02,042",56.6 %,"10,975",3.6%
483,Una,317,SC,Punjab,Daljit Singh,Indian National Congress,"5,11,585","2,81,201",55.0 %,"70,222",25.0%
484,Unnao,378,GEN,Uttar Pradesh [1947 - 1999],Krishna Deo Alias Munnoo,Indian National Congress,"4,54,579","1,96,367",43.2 %,"44,136",22.5%
485,Varanasi,411,GEN,Uttar Pradesh [1947 - 1999],Raghunath Singh,Indian National Congress,"4,29,474","2,71,785",63.3 %,"45,907",16.9%
486,Vellore,190,GEN,Madras,Abdull Wahid,Indian National Congress,"4,34,404","2,91,327",67.1 %,"23,966",8.2%
487,Vicarabad,33,GEN,Andhra Pradesh,Sangam Lakshimi Bai,Indian National Congress,"4,19,557","2,16,242",51.5 %,"79,100",36.6%
488,Vijaywada,13,GEN,Andhra Pradesh,K.L.Rao,Indian National Congress,"4,49,300","3,54,882",79.0 %,"22,983",6.5%
489,Visakhapatnam,4,GEN,Andhra Pradesh,Vijaya Ananada,Indian National Congress,"3,97,925","2,35,021",59.1 %,"91,142",38.8%
490,Vishnupur,475,SC,West Bengal,Pashupati Mandal,Indian National Congress,"4,70,471","2,14,661",45.6 %,"52,251",24.3%
491,Wandiwash,191,SC,Madras,Jayaraman,Indian National Congress,"4,16,676","2,94,837",70.8 %,"10,797",3.7%
492,Wardha,261,GEN,Maharashtra,Kamalnayan Jamnalal Bajaj,Indian National Congress,"4,93,191","3,40,328",69.0 %,"38,041",11.2%
493,Warrangal,39,GEN,Andhra Pradesh,Bakar Ali Mirza,Indian National Congress,"4,08,061","2,52,243",61.8 %,736,0.3%
494,Yeotmal,262,GEN,Maharashtra,Deorao Shioram Patil,Indian National Congress,"4,07,055","3,15,529",77.5 %,"1,03,736",32.9%
