#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
372,Nagapattinam,30,GEN,Tamil Nadu,Padma (W),Indian National Congress,"9,22,262","6,77,334",73.4 %,"25,716",3.8%
373,Nagarkurnool,28,SC,Andhra Pradesh,Mallu Ravi,Indian National Congress,"10,01,633","6,00,608",60.0 %,"50,240",8.4%
374,Nagaur,25,GEN,Rajasthan,Nathuram Mirdha,Indian National Congress,"10,86,787","5,94,744",54.7 %,"1,55,044",26.1%
375,Nagercoil,39,GEN,Tamil Nadu,N. Dennis,Indian National Congress,"9,49,067","5,54,385",58.4 %,"1,24,913",22.5%
376,Nagpur,23,GEN,Maharashtra,Meghe Dattaji Raghobaji,Indian National Congress,"12,40,382","6,02,232",48.6 %,"74,720",12.4%
377,Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Balraj Pasi,Bharatiya Janta Party,"9,76,555","5,08,769",52.1 %,"11,429",2.2%
378,Nalanda,34,GEN,Bihar [1947 - 1999],Vijoy Kumar Yadav,Communist Party Of India,"11,01,230","8,09,665",73.5 %,"91,871",11.3%
379,Nalgonda,41,GEN,Andhra Pradesh,Bommagani Dharma Biksham,Communist Party Of India,"11,55,859","6,88,552",59.6 %,"68,577",10.0%
380,Nanded,30,GEN,Maharashtra,Suryakants Patil (W),Indian National Congress,"10,82,908","5,00,142",46.2 %,"1,32,362",26.5%
381,Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Hodalya,Indian National Congress,"8,99,431","4,40,358",49.0 %,"1,68,890",38.4%
382,Nandyal,27,GEN,Andhra Pradesh,Gangula Prathapa Reddy,Indian National Congress,"10,04,574","6,53,567",65.1 %,"1,86,766",28.6%
383,Narasapur,10,GEN,Andhra Pradesh,Vijayakumar Raju Bhupathiraju,Telugu Desam,"9,33,575","6,24,696",66.9 %,"58,549",9.4%
384,Narasaraopet,17,GEN,Andhra Pradesh,Kasu Venkata Krishna Reddy,Indian National Congress,"11,42,641","6,87,075",60.1 %,"62,616",9.1%
385,Nashik,12,ST,Maharashtra,Pawar Vasant Niwrutti,Indian National Congress,"10,75,967","5,45,731",50.7 %,"1,41,366",25.9%
386,Nawada,42,SC,Bihar [1947 - 1999],Prem Chand Ram,Communist Party Of India (MARXIST),"11,56,759","8,15,317",70.5 %,"1,01,593",12.5%
387,Nellore,19,SC,Andhra Pradesh,Kudumula Padmasre (W),Indian National Congress,"10,67,398","6,05,540",56.7 %,"44,857",7.4%
388,New Delhi,1,GEN,Delhi [1977 Onwards],Lal Krishna Advani,Bharatiya Janta Party,"4,56,073","2,18,283",47.9 %,"1,589",0.7%
389,Nilgiris,18,GEN,Tamil Nadu,Prabhu R.,Indian National Congress,"11,03,713","6,86,963",62.2 %,"1,80,802",26.3%
390,Nizamabad,34,GEN,Andhra Pradesh,Gaddam Ganga Reddy,Telugu Desam,"9,64,124","5,95,243",61.7 %,"68,348",11.5%
391,Nowgong,10,GEN,Assam,Muhiram Saikia,Asom Gana Parisad,"8,78,733","6,60,626",75.2 %,"12,917",2.0%
392,Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,"8,80,570","3,98,968",45.3 %,"56,527",14.2%
393,Ongole,18,GEN,Andhra Pradesh,Mangunta Subbarama Reddy,Indian National Congress,"11,08,514","6,80,599",61.4 %,"39,330",5.8%
394,Osmanabad,36,GEN,Maharashtra,Kamble Arvind Tulshiram,Indian National Congress,"8,84,277","4,63,561",52.4 %,"83,055",17.9%
395,Ottapalam,8,GEN,Kerala,K.R. Narayanan,Indian National Congress,"9,81,499","6,86,327",69.9 %,"15,088",2.2%
396,Outer Delhi,3,GEN,Delhi [1977 Onwards],Sajjan Kumar,Indian National Congress,"16,86,074","7,72,349",45.8 %,"86,791",11.2%
397,Outer Manipur,2,ST,Manipur,Meijinlung Kamson,Indian National Congress,"6,20,646","4,82,286",77.7 %,"19,369",4.0%
398,Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Ramnagina Mishra,Bharatiya Janta Party,"9,33,126","4,89,305",52.4 %,"57,808",11.8%
399,Palamau,54,SC,Bihar [1947 - 1999],Ram Deo Ram,Bharatiya Janta Party,"9,15,831","3,50,572",38.3 %,"20,242",5.8%
400,Palani,22,GEN,Tamil Nadu,Senapathi Gounder A.,Indian National Congress,"10,30,799","6,71,622",65.2 %,"2,60,142",38.7%
401,Palghat,7,GEN,Kerala,V.S. Vijayaraghavan,Indian National Congress,"9,82,228","7,02,860",71.6 %,"15,768",2.2%
402,Pali,21,GEN,Rajasthan,Gumanmal Lodha,Bharatiya Janta Party,"9,86,219","4,71,378",47.8 %,"19,301",4.1%
403,Panaji,1,GEN,Goa,Prabhu Zantye Harish Narayan,Indian National Congress,"3,45,233","1,54,808",44.8 %,"57,444",37.1%
404,Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,"9,98,122","4,81,168",48.2 %,"2,34,808",48.8%
405,Panskura,29,SC,West Bengal,Gita Mukherjee (W),Communist Party Of India,"8,71,446","7,23,796",83.1 %,"1,26,300",17.4%
406,Parbhani,31,GEN,Maharashtra,Deshmukh Ashokrao Anandrao,Shiv Sena,"9,59,377","4,44,485",46.3 %,"20,161",4.5%
407,Parvathipuram,2,ST,Andhra Pradesh,Vijayaramaraju Satrucharla,Indian National Congress,"8,10,069","5,42,247",66.9 %,"49,512",9.1%
408,Patan,13,GEN,Gujarat,Mahesh Kanodiya,Bharatiya Janta Party,"9,37,221","3,92,956",41.9 %,"44,509",11.3%
409,Patiala,8,SC,Punjab,Sant Ram Singla,Indian National Congress,"10,30,107","2,44,389",23.7 %,"1,03,776",42.5%
410,Patna,35,GEN,Bihar [1947 - 1999],Data Not Available,-,-,-,-,-,-
411,Peddapalli,36,SC,Andhra Pradesh,G. Venkat Swamy,Indian National Congress,"10,97,835","5,21,843",47.5 %,"1,09,965",21.1%
412,Perambalur,28,GEN,Tamil Nadu,Asokraj A.,All India Anna Dravida Munnetra Kazhagam,"9,34,168","6,60,356",70.7 %,"1,94,950",29.5%
413,Periyakulam,25,GEN,Tamil Nadu,R. Ramasamy,All India Anna Dravida Munnetra Kazhagam,"10,11,909","6,24,469",61.7 %,"2,13,960",34.3%
414,Phillaur,5,SC,Punjab,Santosh Chaudhary (W),Indian National Congress,"10,23,457","2,57,833",25.2 %,"5,784",2.2%
415,Phulbani,15,GEN,Orissa,Mrutyunjaya Nayak,Indian National Congress,"9,55,122","4,88,136",51.1 %,"54,030",11.1%
416,Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],Ram Pujan Patel,Janata Dal,"9,65,688","4,61,594",47.8 %,"59,601",12.9%
417,Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Parashuram,Bharatiya Janta Party,"9,19,807","5,01,130",54.5 %,"6,923",1.4%
418,Pollachi,21,GEN,Tamil Nadu,Rajaravivarma B.,All India Anna Dravida Munnetra Kazhagam,"9,63,590","6,50,030",67.5 %,"2,06,270",31.7%
419,Pondicherry,1,GEN,Pondicherry,M.D.H. Farook,Indian National Congress,"5,93,305","4,01,741",67.7 %,"67,609",16.8%
420,Ponnani,6,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,"10,11,439","6,49,480",64.2 %,"95,706",14.7%
421,Porbandar,5,GEN,Gujarat,Patel Hiralal Madhavjibhai,Bharatiya Janta Party,"8,53,096","3,67,430",43.1 %,"79,049",21.5%
422,Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Abhai Pratap Singh,Janata Dal,"9,41,760","3,79,537",40.3 %,"3,696",1.0%
423,Pudukkottai,32,GEN,Tamil Nadu,Sundararaj N.,Indian National Congress,"10,47,932","7,48,163",71.4 %,"2,19,721",29.4%
424,Pune,42,SC,Maharashtra,Anna Joshi,Bharatiya Janta Party,"11,84,618","5,70,624",48.2 %,"16,938",3.0%
425,Puri,8,SC,Orissa,Braja Kishore Tripathy,Janata Dal,"9,68,881","5,77,999",59.7 %,"38,957",6.7%
426,Purnea,24,GEN,Bihar [1947 - 1999],Data Not Available,-,-,-,-,-,-
427,Purulia,34,GEN,West Bengal,Chitta Ranjan Mahata,All India Forward Bloc,"9,14,959","6,72,089",73.5 %,"1,25,940",18.7%
428,Quilon,18,GEN,Kerala,S. Krishna Kumar,Indian National Congress,"9,79,397","7,41,389",75.7 %,"27,727",3.7%
429,Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Sheila Kaul (W),Indian National Congress,"9,62,155","4,69,015",48.8 %,"3,917",0.8%
430,Raichur,3,GEN,Karnataka,Venkatesh Naik,Indian National Congress,"9,94,512","3,91,511",39.4 %,"1,22,458",31.3%
431,Raiganj,5,GEN,West Bengal,Sybarta Mukerjee,Communist Party Of India (MARXIST),"10,16,789","7,63,113",75.1 %,"29,968",3.9%
432,Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Pushpadevi Singh (W),Indian National Congress,"8,39,641","3,74,131",44.6 %,"55,814",14.9%
433,Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Vidyacharan Shukla,Indian National Congress,"9,12,981","4,25,524",46.6 %,959,0.2%
434,Rajahmundry,8,GEN,Andhra Pradesh,K.V.R. Chowdary,Telugu Desam,"9,73,272","6,27,882",64.5 %,"62,009",9.9%
435,Rajampet,22,GEN,Andhra Pradesh,Annaiahgari Saiprathap,Indian National Congress,"9,47,340","5,73,063",60.5 %,"1,62,294",28.3%
436,Rajapur,1,ST,Maharashtra,Sudhir Sawant,Indian National Congress,"7,55,126","3,69,137",48.9 %,"43,046",11.7%
437,Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Digvijay Singh,Indian National Congress,"9,13,839","4,60,034",50.3 %,"1,470",0.3%
438,Rajkot,4,GEN,Gujarat,Shivlalbhai Veraria,Bharatiya Janta Party,"11,22,841","5,30,530",47.3 %,"54,860",10.3%
439,Rajmahal,26,ST,Bihar [1947 - 1999],Simon Marandi,Jharkhand Mukti Morcha,"8,34,508","4,69,610",56.3 %,"32,664",7.0%
440,Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Shivendra Bahadur Singh,Indian National Congress,"8,40,310","3,90,737",46.5 %,"47,410",12.1%
441,Ramanathapuram,34,GEN,Tamil Nadu,Rajeshwaran V.,Indian National Congress,"10,29,957","6,13,762",59.6 %,"1,71,526",27.9%
442,Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Rajendra Kumar Sharma,Bharatiya Janta Party,"9,79,613","5,58,369",57.0 %,"49,809",8.9%
443,Ramtek,22,ST,Maharashtra,Bhonsle Tejsingharao Laxmanrao,Indian National Congress,"9,14,252","4,38,350",48.0 %,"1,37,954",31.5%
444,Ranchi,49,GEN,Bihar [1947 - 1999],Ram Tahal Choudhary,Bharatiya Janta Party,"9,34,651","4,70,423",50.3 %,"1,19,577",25.4%
445,Rasipuram,15,GEN,Tamil Nadu,Devarajan B.,Indian National Congress,"10,04,810","6,37,253",63.4 %,"2,72,985",42.8%
446,Ratnagiri,2,GEN,Maharashtra,Govindram Nikam,Indian National Congress,"8,00,680","4,15,832",51.9 %,"12,928",3.1%
447,Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Bheem Singh Patel,Bahujan Samaj Party,"10,72,702","4,51,747",42.1 %,"14,316",3.2%
448,Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Ram Nihore,Janata Dal,"10,44,748","4,24,706",40.7 %,"28,017",6.6%
449,Rohtak,5,GEN,Haryana,Bhupender Singh,Indian National Congress,"9,19,868","5,64,886",61.4 %,"30,573",5.4%
450,Ropar,7,GEN,Punjab,Harchand Singh,Indian National Congress,"10,57,142","1,51,831",14.4 %,"63,570",41.9%
451,Rosera,16,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Janata Dal,"9,66,971","6,10,619",63.2 %,"2,60,484",42.7%
452,Sabarkantha,15,GEN,Gujarat,Arvind Trivedi (LANKESH),Bharatiya Janta Party,"9,44,583","3,57,736",37.9 %,"36,418",10.2%
453,Sagar,5,SC,Madhya Pradesh [1947 - 1999],Anand Ahirwar,Indian National Congress,"9,11,505","3,76,907",41.4 %,"9,348",2.5%
454,Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Rashed Masood,Janata Dal,"9,65,458","6,12,731",63.5 %,"18,342",3.0%
455,Saharsa,20,GEN,Bihar [1947 - 1999],Surya Narain Yadav,Janata Dal,"10,62,094","7,72,419",72.7 %,"1,98,108",25.6%
456,Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Rajnath Sonkar Shastri,Janata Dal,"10,30,523","4,25,504",41.3 %,"16,435",3.9%
457,Salem,16,GEN,Tamil Nadu,Rangarajanm Kumaramangalam,Indian National Congress,"10,30,128","6,29,493",61.1 %,"2,82,568",44.9%
458,Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Harikewal,Janata Dal,"10,01,946","4,95,037",49.4 %,"44,567",9.0%
459,Salumber,17,GEN,Rajasthan,Bheru Lal Meena,Indian National Congress,"9,25,387","4,31,149",46.6 %,"69,858",16.2%
460,Samastipur,17,GEN,Bihar [1947 - 1999],Manjay Lal,Janata Dal,"10,82,788","7,13,698",65.9 %,"2,39,032",33.5%
461,Sambalpur,17,GEN,Orissa,Krupasindhu Bhoi,Indian National Congress,"9,99,900","5,12,162",51.2 %,"35,318",6.9%
462,Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],Sri Pal Singh,Janata Dal,"8,66,398","4,83,850",55.9 %,"1,705",0.4%
463,Sangli,46,GEN,Maharashtra,Patil Prakashbapu Vasantrao,Indian National Congress,"9,18,893","4,85,913",52.9 %,"2,07,680",42.7%
464,Sangrur,10,GEN,Punjab,Gurcharan Singh Dadahoor,Indian National Congress,"9,56,817","1,04,269",10.9 %,"5,298",5.1%
465,Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],Paras Ram Bharadwaj,Indian National Congress,"9,22,304","3,62,726",39.3 %,"45,012",12.4%
466,Sasaram,38,SC,Bihar [1947 - 1999],Chhedi Paswan,Janata Dal,"9,76,765","4,80,393",49.2 %,"22,562",4.7%
467,Satara,44,GEN,Maharashtra,Bhosale Prataprao Baburao,Indian National Congress,"9,31,856","3,98,204",42.7 %,"1,59,212",40.0%
468,Satna,8,GEN,Madhya Pradesh [1947 - 1999],Arjun Singh,Indian National Congress,"9,85,756","4,85,858",49.3 %,"66,251",13.6%
469,Sawai Madhopur,11,ST,Rajasthan,Kunjilal,Bharatiya Janta Party,"10,52,967","4,43,957",42.2 %,"17,226",3.9%
470,Secunderabad,31,GEN,Andhra Pradesh,Bandaru Dattatraya,Bharatiya Janta Party,"11,83,787","5,33,666",45.1 %,"85,063",15.9%
471,Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Vimla Verma (W),Indian National Congress,"9,05,419","4,15,847",45.9 %,"55,558",13.4%
472,Serampore,26,GEN,West Bengal,Sudarsan Roy Chowdhury,Communist Party Of India (MARXIST),"11,21,057","8,10,618",72.3 %,"44,497",5.5%
473,Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Surendra Pal Pathak,Bharatiya Janta Party,"8,88,168","4,38,290",49.4 %,"31,135",7.1%
474,Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Dalbir Singh,Indian National Congress,"9,47,840","3,37,740",35.6 %,"43,296",12.8%
475,Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Satya Pal Singh Yadav (SIWARA),Janata Dal,"9,47,741","5,07,063",53.5 %,"13,316",2.6%
476,Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Phoolchand Verma,Bharatiya Janta Party,"9,58,278","4,76,586",49.7 %,"78,248",16.4%
477,Sheohar,12,GEN,Bihar [1947 - 1999],Hari Kishore Singh,Janata Dal,"9,65,641","6,52,419",67.6 %,"1,59,936",24.5%
478,Shillong,1,ST,Meghalaya,Peter G. Marbaniang,Indian National Congress,"5,88,902","3,03,271",51.5 %,"19,390",6.4%
479,Shimoga,21,GEN,Karnataka,K.G. Shivappa,Indian National Congress,"10,43,040","6,27,367",60.2 %,"40,703",6.5%
480,Sholapur,37,GEN,Maharashtra,Sadul Dharmanna Mondayya,Indian National Congress,"8,96,543","5,00,727",55.9 %,"80,090",16.0%
481,Siddipet,32,SC,Andhra Pradesh,Yellaiah Nandi,Indian National Congress,"11,55,205","6,38,820",55.3 %,"1,15,262",18.0%
482,Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Motilal Singh,Indian National Congress,"10,17,409","3,61,521",35.5 %,"31,624",8.7%
483,Sikar,5,GEN,Rajasthan,Balram,Indian National Congress,"11,61,197","6,28,850",54.2 %,"1,10,685",17.6%
484,Sikkim,1,GEN,Sikkim,Dil Kumari Bhandari (W),Sikkim Sangram Parishad,"2,01,704","1,18,502",58.8 %,"1,00,211",84.6%
485,Silchar,2,GEN,Assam,Kabindra Purkayastha,Bharatiya Janta Party,"7,32,998","5,55,107",75.7 %,"10,851",2.0%
486,Simla,1,GEN,Himachal Pradesh,Krishan Dutt Sultanpuri,Indian National Congress,"7,38,904","4,08,015",55.2 %,"46,860",11.5%
487,Singhbhum,51,ST,Bihar [1947 - 1999],Krishna Marandi,Jharkhand Mukti Morcha,"7,60,927","3,44,344",45.3 %,"46,180",13.4%
488,Sirsa,10,GEN,Haryana,Shailja (W),Indian National Congress,"9,91,095","6,90,275",69.7 %,"99,098",14.4%
489,Sitamarhi,11,GEN,Bihar [1947 - 1999],Nawal Kishore Ray,Janata Dal,"10,16,278","7,36,253",72.5 %,"2,29,151",31.1%
490,Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Janardan Prasad Misra,Bharatiya Janta Party,"8,90,393","4,43,453",49.8 %,"37,706",8.5%
491,Sivaganga,33,GEN,Tamil Nadu,Chindambaram P.,Indian National Congress,"9,97,331","6,22,353",62.4 %,"2,28,597",36.7%
492,Sivakasi,35,GEN,Tamil Nadu,Kanga Govindarajulu R.,All India Anna Dravida Munnetra Kazhagam,"10,76,887","6,83,293",63.5 %,"1,63,090",23.9%
493,Siwan,5,GEN,Bihar [1947 - 1999],Brishin Patel,Janata Dal,"9,76,411","6,22,535",63.8 %,"1,45,892",23.4%
494,Sonepat,4,GEN,Haryana,Dharampal Singh,Indian National Congress,"9,49,007","6,04,686",63.7 %,"44,802",7.4%
495,South Delhi,2,GEN,Delhi [1977 Onwards],Madan Lal Khurana,Bharatiya Janta Party,"9,04,489","4,21,877",46.6 %,"50,723",12.0%
496,Srikakulam,1,GEN,Andhra Pradesh,Viswandham Kanithi,Indian National Congress,"8,60,855","5,68,263",66.0 %,"26,664",4.7%
497,Srinagar,2,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-
498,Sriperumbudur,4,GEN,Tamil Nadu,Maragatham Chandrasekar (W),Indian National Congress,"10,34,447","6,75,883",65.3 %,"1,80,572",26.7%
499,Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Vishwanath Dass Shastri,Bharatiya Janta Party,"9,53,144","4,07,580",42.8 %,"76,956",18.9%
500,Sundargarh,20,GEN,Orissa,Frida Topno (W),Indian National Congress,"9,62,483","4,36,783",45.4 %,"38,070",8.7%
501,Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,"14,09,202","6,09,848",43.3 %,"1,06,354",17.4%
502,Surendranagar,2,GEN,Gujarat,Kolipatel Somabhai Gadabhai,Bharatiya Janta Party,"8,38,899","3,92,968",46.8 %,"10,886",2.8%
503,Surguja,12,ST,Madhya Pradesh [1947 - 1999],Khelsai Singh,Indian National Congress,"9,03,744","3,36,940",37.3 %,"46,992",13.9%
504,Tamluk,30,GEN,West Bengal,Satyagopal Misra,Communist Party Of India (MARXIST),"9,39,938","7,73,742",82.3 %,"1,062",0.1%
505,Tarn Taran,3,GEN,Punjab,Surinder Singh Kairon,Indian National Congress,"9,47,012","89,948",9.5 %,"50,646",56.3%
506,Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Manbendra Shah,Bharatiya Janta Party,"8,86,604","4,25,274",48.0 %,"45,903",10.8%
507,Tenali,14,GEN,Andhra Pradesh,Ummareddy Venkateswarlu,Telugu Desam,"8,88,033","5,39,963",60.8 %,"10,171",1.9%
508,Tenkasi,37,SC,Tamil Nadu,Arunachalam M.,Indian National Congress,"9,26,698","6,19,675",66.9 %,"1,82,086",29.4%
509,Tezpur,9,GEN,Assam,Swarup Upadhayaya,Indian National Congress,"8,05,795","6,08,316",75.5 %,"1,06,317",17.5%
510,Thane,10,GEN,Maharashtra,Kapse Ramchandra Ganesh,Bharatiya Janta Party,"17,44,592","6,48,313",37.2 %,"28,317",4.4%
511,Thanjavur,31,GEN,Tamil Nadu,Thulasiah Vandayar K.,Indian National Congress,"9,19,274","6,44,583",70.1 %,"1,62,070",25.1%
512,Tindivanam,10,GEN,Tamil Nadu,Rama Murthee K.,Indian National Congress,"9,53,935","6,47,691",67.9 %,"1,70,149",26.3%
513,Tiruchendur,38,GEN,Tamil Nadu,Dhanushkodi Athinthan R.,Indian National Congress,"9,44,890","5,34,586",56.6 %,"2,58,776",48.4%
514,Tiruchengode,17,GEN,Tamil Nadu,Soundaram K.S. (W),All India Anna Dravida Munnetra Kazhagam,"12,70,472","7,98,360",62.8 %,"3,14,481",39.4%
515,Tiruchirappalli,27,SC,Tamil Nadu,L. Adaikala Raj,Indian National Congress,"10,56,965","6,67,684",63.2 %,"2,09,706",31.4%
516,Tirunelveli,36,GEN,Tamil Nadu,Janarthanan M.R.,All India Anna Dravida Munnetra Kazhagam,"9,69,816","5,78,291",59.6 %,"1,53,592",26.6%
517,Tirupathi,20,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,"10,81,046","6,47,612",59.9 %,"1,86,189",28.8%
518,Tiruppattur,8,GEN,Tamil Nadu,Jaya Mohan A.,Indian National Congress,"9,85,576","6,68,923",67.9 %,"1,90,461",28.5%
519,Tonk,13,GEN,Rajasthan,Ram Narain Berwa,Bharatiya Janta Party,"9,99,712","3,91,153",39.1 %,"13,019",3.3%
520,Trichur,9,SC,Kerala,P.C. Chacko,Indian National Congress,"9,68,128","7,06,087",72.9 %,"29,231",4.1%
521,Tripura East,2,ST,Tripura,Bibhu Kumari Devi (W),Indian National Congress,"7,42,857","4,77,132",64.2 %,"3,46,653",72.7%
522,Tripura West,1,GEN,Tripura,Santosh Mohan Deo,Indian National Congress,"8,18,228","5,73,131",70.1 %,"4,28,984",74.8%
523,Trivandrum,20,GEN,Kerala,A. Charles,Indian National Congress,"10,47,069","7,21,412",68.9 %,"43,670",6.1%
524,Tumkur,8,GEN,Karnataka,S. Mallikarjunaiah,Bharatiya Janta Party,"9,75,142","6,05,003",62.0 %,"18,917",3.1%
525,Tura,2,ST,Meghalaya,Purno A. Sangma,Indian National Congress,"3,53,611","2,03,365",57.5 %,"94,377",46.4%
526,Udaipur,18,GEN,Rajasthan,Girja Vyas (W),Indian National Congress,"10,58,285","5,43,962",51.4 %,"26,623",4.9%
527,Udhampur,5,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-
528,Udupi,18,SC,Karnataka,Oscar Fernandes,Indian National Congress,"9,07,951","4,95,133",54.5 %,"87,812",17.7%
529,Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Satyanarayan Jatiya,Bharatiya Janta Party,"9,11,002","4,48,454",49.2 %,"51,720",11.5%
530,Uluberia,25,GEN,West Bengal,Hannan Mollah,Communist Party Of India (MARXIST),"9,89,854","7,56,137",76.4 %,"77,481",10.2%
531,Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Devi Bux Singh,Bharatiya Janta Party,"9,40,464","4,53,899",48.3 %,"18,949",4.2%
532,Vaishali,9,GEN,Bihar [1947 - 1999],Sheo Sharan Singh,Janata Dal,"9,66,531","6,37,893",66.0 %,"1,09,843",17.2%
533,Vandavasi,9,GEN,Tamil Nadu,Krishnaswamy M.,Indian National Congress,"9,70,805","6,60,560",68.0 %,"1,77,095",26.8%
534,Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Sheesh Chandra Dixit,Bharatiya Janta Party,"10,46,984","4,68,995",44.8 %,"40,439",8.6%
535,Vellore,7,GEN,Tamil Nadu,Akber Pasha B.,Indian National Congress,"10,07,812","6,45,730",64.1 %,"1,99,169",30.8%
536,Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Atal Bihari Vajpayee,Bharatiya Janta Party,"9,44,772","4,82,893",51.1 %,"1,04,134",21.6%
537,Vijayawada,13,GEN,Andhra Pradesh,Vadde Sobhandreswara Rao,Telugu Desam,"11,04,724","6,82,314",61.8 %,"36,221",5.3%
538,Visakhapatnam,4,GEN,Andhra Pradesh,M.V.V.S. Murthi,Telugu Desam,"10,81,726","6,49,981",60.1 %,"5,138",0.8%
539,Vishnupur,36,GEN,West Bengal,Sukhendu Khan,Communist Party Of India (MARXIST),"9,35,084","7,38,614",79.0 %,"1,90,273",25.8%
540,Warangal,39,GEN,Andhra Pradesh,Surendra Reddy Rama Sahayam,Indian National Congress,"9,46,137","5,94,774",62.9 %,"51,873",8.7%
541,Wardha,27,GEN,Maharashtra,Ghangare Ramchandra Marotrao,Communist Party Of India (MARXIST),"9,30,617","4,58,272",49.2 %,"23,530",5.1%
542,Washim,20,ST,Maharashtra,Anantrao Vitthalrao Deshmukh,Indian National Congress,"8,58,644","4,56,483",53.2 %,"48,989",10.7%
543,Yavatmal,28,GEN,Maharashtra,Uttamrao Deorao Patil,Indian National Congress,"8,96,047","4,33,792",48.4 %,"70,930",16.4%
