#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,ACs
342,Mayiladuturai,29,SC,Tamil Nadu,Manishankar Aiyar,Indian National Congress,"10,30,626","6,55,586",63.6 %,"40,131",6.1%,AC View
343,Mayurbhanj,1,GEN,Orissa,Salkhan Murmu,Bharatiya Janta Party,"9,64,354","5,77,766",59.9 %,"1,48,082",25.6%,AC View
344,Medak,33,GEN,Andhra Pradesh,A. Narendra,Bharatiya Janta Party,"12,19,960","8,68,547",71.2 %,"22,083",2.5%,AC View
345,Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Avtar Singh Bhadana,Indian National Congress,"12,69,454","7,56,275",59.6 %,"24,836",3.3%,AC View
346,Mehsana,12,GEN,Gujarat,Patel Atmaram Maganbhai,Indian National Congress,"11,04,439","6,36,573",57.6 %,"55,735",8.8%,AC View
347,Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,"10,99,512","8,62,567",78.5 %,"28,773",3.3%,AC View
348,Miryalguda,42,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,"12,06,229","9,31,826",77.3 %,"52,077",5.6%,AC View
349,Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Phoolan Devi,Samajwadi Party,"13,56,017","7,82,304",57.7 %,"84,476",10.8%,AC View
350,Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Sushila Saroj,Samajwadi Party,"10,89,677","6,19,588",56.9 %,"4,207",0.7%,AC View
351,Mizoram,1,ST,Mizoram,Vanlalzawma,Independent,"4,49,406","2,93,513",65.3 %,"68,659",23.4%,AC View
352,Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Reena Chowdhary,Samajwadi Party,"11,49,478","6,18,329",53.8 %,"35,358",5.7%,AC View
353,Monghyr,32,GEN,Bihar [1947 - 1999],Brahma Nand Mandal,Janata Dal (United),"11,47,663","7,12,195",62.1 %,"21,815",3.1%,AC View
354,Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Chandra Vijay Singh Alias Baby Raja,Akhil Bhartiya Lok Tantrik Congress,"11,56,172","6,47,988",56.1 %,"96,450",14.9%,AC View
355,Morena,1,SC,Madhya Pradesh [1947 - 1999],Ashok Chhaviram  Argal,Bharatiya Janta Party,"12,58,860","5,00,327",39.7 %,"62,226",12.4%,AC View
356,Mormugao,2,GEN,Goa,Angle Ramakant Soiru,Bharatiya Janta Party,"4,95,208","2,18,851",44.2 %,"14,457",6.6%,AC View
357,Motihari,3,GEN,Bihar [1947 - 1999],Radha Mohan Singh,Bharatiya Janta Party,"11,12,639","6,85,679",61.6 %,"21,670",3.2%,AC View
358,Mukundapuram,10,GEN,Kerala,K. Karunakaran,Indian National Congress,"10,83,445","7,92,212",73.1 %,"52,463",6.6%,AC View
359,Mumbai North,9,SC,Maharashtra,Ram Naik,Bharatiya Janta Party,"22,22,240","9,54,260",42.9 %,"1,54,136",16.2%,AC View
360,Mumbai North Central,6,GEN,Maharashtra,Manohar Gajanan Joshi,Shiv Sena,"11,48,316","5,28,342",46.0 %,"1,68,995",32.0%,AC View
361,Mumbai North East,7,SC,Maharashtra,Kirit Somaiya,Bharatiya Janta Party,"19,90,340","9,29,549",46.7 %,"7,276",0.8%,AC View
362,Mumbai North West,8,GEN,Maharashtra,Sunil Dutt,Indian National Congress,"15,53,015","7,13,586",46.0 %,"85,539",12.0%,AC View
363,Mumbai South,4,GEN,Maharashtra,Jayawanti Mehta,Bharatiya Janta Party,"7,19,281","3,03,022",42.1 %,"10,243",3.4%,AC View
364,Mumbai South Central,5,GEN,Maharashtra,Mohan Vishnu Rawale,Shiv Sena,"8,12,576","3,69,130",45.4 %,"79,036",21.4%,AC View
365,Murshidabad,9,GEN,West Bengal,Moinul Hassan,Communist Party Of India (MARXIST),"11,72,830","8,36,120",71.3 %,"1,23,360",14.8%,AC View
366,Muvattupuzha,12,GEN,Kerala,Adv. P.C. Thomas,Kerala Congress(M),"10,20,153","6,92,278",67.9 %,"76,939",11.1%,AC View
367,Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Saiduzzaman,Indian National Congress,"12,17,407","6,91,547",56.8 %,"25,751",3.7%,AC View
368,Muzaffarpur,10,GEN,Bihar [1947 - 1999],Captain Jai Na. Pd. Nishad,Janata Dal (United),"10,67,836","7,30,490",68.4 %,"60,720",8.3%,AC View
369,Mysore,16,GEN,Karnataka,Srikantadatta Narasimharaja Wadiyar,Indian National Congress,"13,02,736","8,99,492",69.1 %,"13,431",1.5%,AC View
370,Nabadwip,12,GEN,West Bengal,Ananda Mohan Biswas,All India Trinamool Congress,"13,20,358","10,14,379",76.8 %,"39,135",3.9%,AC View
371,Nagaland,1,ST,Nagaland,K. Asungba Sangtam,Indian National Congress,"9,55,914","7,28,843",76.3 %,"3,53,598",48.5%,AC View
372,Nagapattinam,30,GEN,Tamil Nadu,"Vijayan, A.K.S.",Dravida Munetra Kazhagam,"10,54,666","6,96,288",66.0 %,"22,466",3.2%,AC View
373,Nagarkurnool,28,SC,Andhra Pradesh,Dr.Manda Jagannath,Telugu Desam,"12,12,569","8,43,025",69.5 %,"66,900",7.9%,AC View
374,Nagaur,25,GEN,Rajasthan,Ram Raghunath Choudhary,Indian National Congress,"12,33,531","7,11,267",57.7 %,"48,469",6.8%,AC View
375,Nagercoil,39,GEN,Tamil Nadu,"Radhakrishnan,p.",Bharatiya Janta Party,"10,57,712","6,21,860",58.8 %,"1,45,643",23.4%,AC View
376,Nagpur,23,GEN,Maharashtra,Vilas Muttemwar,Indian National Congress,"15,51,380","8,29,946",53.5 %,"72,695",8.8%,AC View
377,Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Narayan Datt Tiwari,Indian National Congress,"13,68,193","8,03,947",58.8 %,"1,12,407",14.0%,AC View
378,Nalanda,34,GEN,Bihar [1947 - 1999],George Fernandes,Janata Dal (United),"11,80,008","8,78,611",74.5 %,"1,05,821",12.0%,AC View
379,Nalgonda,41,GEN,Andhra Pradesh,Gutha Sukender Reddy,Telugu Desam,"14,17,182","9,80,671",69.2 %,"79,735",8.1%,AC View
380,Nanded,30,GEN,Maharashtra,Khatgaonkar Bhaskarrao Bapurao,Indian National Congress,"11,91,427","7,84,001",65.8 %,"32,575",4.2%,AC View
381,Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,"10,79,466","7,10,789",65.9 %,"1,30,771",18.4%,AC View
382,Nandyal,27,GEN,Andhra Pradesh,Bhuma  Nagi Reddy,Telugu Desam,"11,16,553","7,49,179",67.1 %,"72,609",9.7%,AC View
383,Narasapur,10,GEN,Andhra Pradesh,Uppalapati Venkata Krishnam Raju,Bharatiya Janta Party,"10,20,409","7,33,626",71.9 %,"1,65,948",22.6%,AC View
384,Narasaraopet,17,GEN,Andhra Pradesh,Janardhanareddy Nedurumalli,Indian National Congress,"12,62,560","8,78,186",69.6 %,"13,882",1.6%,AC View
385,Nashik,12,ST,Maharashtra,Dhikale Uttamrao Nathuji,Shiv Sena,"13,44,755","7,78,284",57.9 %,"36,812",4.7%,AC View
386,Nawada,42,SC,Bihar [1947 - 1999],Sanjay Paswan,Bharatiya Janta Party,"11,73,989","8,59,271",73.2 %,"84,085",9.8%,AC View
387,Nellore,19,SC,Andhra Pradesh,Rajeswaramma Vukkala,Telugu Desam,"11,65,144","7,86,565",67.5 %,"40,453",5.1%,AC View
388,New Delhi,1,GEN,Delhi [1977 Onwards],Jag Mohan,Bharatiya Janta Party,"5,43,037","2,26,866",41.8 %,"27,893",12.3%,AC View
389,Nilgiris,18,GEN,Tamil Nadu,"Mathan, M. (Alias) Master Mathan, M.",Bharatiya Janta Party,"13,48,475","7,42,727",55.1 %,"23,959",3.2%,AC View
390,Nizamabad,34,GEN,Andhra Pradesh,Ganga Reddy Gaddam,Telugu Desam,"11,29,947","7,78,332",68.9 %,"3,436",0.4%,AC View
391,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,"11,13,339","7,81,105",70.2 %,"35,428",4.5%,AC View
392,Nowrangpur,13,GEN,Orissa,Parsuram Majhi,Bharatiya Janta Party,"10,85,575","6,76,874",62.4 %,"16,151",2.4%,AC View
393,Ongole,18,GEN,Andhra Pradesh,Karanam Balarama Krishna Murthy,Telugu Desam,"11,90,279","7,92,803",66.6 %,"21,948",2.8%,AC View
394,Osmanabad,36,GEN,Maharashtra,Kamble Shivaji Vithalrao,Shiv Sena,"9,36,324","6,67,062",71.2 %,"59,073",8.9%,AC View
395,Ottapalam,8,GEN,Kerala,S. Ajayakumar,Communist Party Of India (MARXIST),"11,03,327","7,84,584",71.1 %,"13,715",1.7%,AC View
396,Outer Delhi,3,GEN,Delhi [1977 Onwards],Sahib Singh Verma,Bharatiya Janta Party,"31,03,525","12,87,504",41.5 %,"2,02,472",15.7%,AC View
397,Outer Manipur,2,ST,Manipur,Holkhomang,Nationalist Congress Party,"7,14,411","4,54,615",63.6 %,"28,809",6.3%,AC View
398,Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Ram Nagina Mishra,Bharatiya Janta Party,"12,10,405","7,08,154",58.5 %,"26,738",3.8%,AC View
399,Palamau,54,SC,Bihar [1947 - 1999],Braj Mohan Ram,Bharatiya Janta Party,"10,80,153","5,16,668",47.8 %,"85,125",16.5%,AC View
400,Palani,22,GEN,Tamil Nadu,"Kumarasamy, P.",All India Anna Dravida Munnetra Kazhagam,"11,59,677","6,82,853",58.9 %,"28,717",4.2%,AC View
401,Palghat,7,GEN,Kerala,N.N.Krishnadas,Communist Party Of India (MARXIST),"11,32,416","8,15,882",72.1 %,"30,767",3.8%,AC View
402,Pali,21,GEN,Rajasthan,Pusp Jain,Bharatiya Janta Party,"10,80,520","5,40,250",50.0 %,"1,04,666",19.4%,AC View
403,Panaji,1,GEN,Goa,Shripad Yasso Naik,Bharatiya Janta Party,"4,13,641","1,91,093",46.2 %,"36,721",19.2%,AC View
404,Pandharpur,38,SC,Maharashtra,Athawale Ramdas Bandu,Independent,"11,06,361","8,27,541",74.8 %,"2,59,505",31.4%,AC View
405,Panskura,29,SC,West Bengal,Gita Mukherjee,Communist Party Of India,"9,86,955","8,24,564",83.6 %,"46,858",5.7%,AC View
406,Parbhani,31,GEN,Maharashtra,Jadhav Suresh Ramrao,Shiv Sena,"10,55,193","7,05,781",66.9 %,"43,665",6.2%,AC View
407,Parvathipuram,2,ST,Andhra Pradesh,Dadichiluka Veera Gouri Sankara Rao,Telugu Desam,"9,11,609","6,37,051",69.9 %,"13,281",2.1%,AC View
408,Patan,13,GEN,Gujarat,Rashtrapal Pravinchandra Somabhai,Indian National Congress,"10,03,829","4,86,048",48.4 %,"17,127",3.5%,AC View
409,Patiala,8,SC,Punjab,Preneet Kaur,Indian National Congress,"13,10,354","7,81,794",59.7 %,"78,908",10.1%,AC View
410,Patna,35,GEN,Bihar [1947 - 1999],C P Thakur,Bharatiya Janta Party,"14,70,372","8,12,307",55.2 %,"46,892",5.8%,AC View
411,Peddapalli,36,SC,Andhra Pradesh,Dr.Smt.C. Suguna Kumari,Telugu Desam,"13,30,759","8,96,723",67.4 %,"15,889",1.8%,AC View
412,Perambalur,28,GEN,Tamil Nadu,Raja. A.,Dravida Munetra Kazhagam,"10,64,321","6,96,057",65.4 %,"68,051",9.8%,AC View
413,Periyakulam,25,GEN,Tamil Nadu,"Dhinakaran,",All India Anna Dravida Munnetra Kazhagam,"11,21,725","6,65,824",59.4 %,"45,806",6.9%,AC View
414,Phillaur,5,SC,Punjab,Santosh  Chowdhary,Indian National Congress,"11,44,089","6,19,793",54.2 %,"26,578",4.3%,AC View
415,Phulbani,15,GEN,Orissa,Padmanava Behera,Biju Janata Dal,"11,26,908","6,41,041",56.9 %,"1,02,215",15.9%,AC View
416,Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],Dharam Raj Singh Patel,Samajwadi Party,"11,83,537","6,90,973",58.4 %,"20,039",2.9%,AC View
417,Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Maneka Gandhi,Independent,"11,39,217","7,56,275",66.4 %,"2,39,855",31.7%,AC View
418,Pollachi,21,GEN,Tamil Nadu,"Krishnan, Dr.C.",Marumalarchi Dravida Munnetra Kazhagam,"10,74,230","6,13,288",57.1 %,"9,515",1.6%,AC View
419,Pondicherry,1,GEN,Pondicherry,M O H Farook,Indian National Congress,"7,01,990","4,44,174",63.3 %,"24,188",5.4%,AC View
420,Ponnani,6,GEN,Kerala,G.M. Banatwalla,Muslim League Kerala State Committee,"11,46,335","6,94,990",60.6 %,"1,29,478",18.6%,AC View
421,Porbandar,5,GEN,Gujarat,Javiya Gordhanbhai Jadavbhai,Bharatiya Janta Party,"8,94,299","3,31,994",37.1 %,"1,01,360",30.5%,AC View
422,Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Rajkumari Ratna Singh,Indian National Congress,"11,89,143","5,75,741",48.4 %,"6,003",1.0%,AC View
423,Pudukkottai,32,GEN,Tamil Nadu,Thirunavukarasu,M.G.R.Anna D.M.Kazhagam,"12,18,297","7,80,964",64.1 %,"64,302",8.2%,AC View
424,Pune,42,SC,Maharashtra,Pradeep Rawat,Bharatiya Janta Party,"14,35,101","7,49,454",52.2 %,"91,285",12.2%,AC View
425,Puri,8,SC,Orissa,Braja Kishore Tripathy,Biju Janata Dal,"11,76,817","6,66,936",56.7 %,"1,31,745",19.8%,AC View
426,Purnea,24,GEN,Bihar [1947 - 1999],Rajesh Ranjan,Independent,"10,85,356","7,02,553",64.7 %,"2,52,566",35.9%,AC View
427,Purulia,34,GEN,West Bengal,Birsingh Mahato,All India Forward Bloc,"10,08,066","6,92,271",68.7 %,"1,74,870",25.3%,AC View
428,Quilon,18,GEN,Kerala,P. Rajendran,Communist Party Of India (MARXIST),"10,88,597","7,40,869",68.1 %,"19,284",2.6%,AC View
429,Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Satish Sharma,Indian National Congress,"11,74,548","6,96,302",59.3 %,"73,549",10.6%,AC View
430,Raichur,3,GEN,Karnataka,A. Venkatesh Naik,Indian National Congress,"12,26,104","7,22,982",59.0 %,"1,72,206",23.8%,AC View
431,Raiganj,5,GEN,West Bengal,Priya Ranjan Dasmunsi,Indian National Congress,"11,44,667","8,85,408",77.4 %,"75,255",8.5%,AC View
432,Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Vishnudeo Sai,Bharatiya Janta Party,"9,75,987","5,79,632",59.4 %,"5,773",1.0%,AC View
433,Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Ramesh Bais,Bharatiya Janta Party,"11,77,144","6,69,287",56.9 %,"80,060",12.0%,AC View
434,Rajahmundry,8,GEN,Andhra Pradesh,Satyanarayana Rao S.B.P.B.K,Bharatiya Janta Party,"11,37,225","8,23,798",72.4 %,"60,031",7.3%,AC View
435,Rajampet,22,GEN,Andhra Pradesh,Gunipati Ramaiah,Telugu Desam,"9,46,311","6,78,817",71.7 %,"27,170",4.0%,AC View
436,Rajapur,1,ST,Maharashtra,Suresh Prabhu,Shiv Sena,"7,90,537","4,56,224",57.7 %,"1,12,850",24.7%,AC View
437,Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Laxman Singh,Indian National Congress,"11,15,072","6,73,637",60.4 %,"65,693",9.8%,AC View
438,Rajkot,4,GEN,Gujarat,Dr Kathiriya Vallabhbhai Ramjibhai,Bharatiya Janta Party,"13,79,914","5,58,569",40.5 %,"86,747",15.5%,AC View
439,Rajmahal,26,ST,Bihar [1947 - 1999],Thomas Hansda,Indian National Congress,"9,50,593","5,69,344",59.9 %,"62,099",10.9%,AC View
440,Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Dr. Raman,Bharatiya Janta Party,"10,16,713","6,03,640",59.4 %,"26,715",4.4%,AC View
441,Ramanathapuram,34,GEN,Tamil Nadu,Malaisamy.K.,All India Anna Dravida Munnetra Kazhagam,"11,15,127","6,41,057",57.5 %,"6,646",1.0%,AC View
442,Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Begum Noor Bano Urf Mahtab Zamani Begum,Indian National Congress,"13,22,470","8,20,796",62.1 %,"1,15,471",14.1%,AC View
443,Ramtek,22,ST,Maharashtra,Subodh Mohite,Shiv Sena,"10,50,833","6,89,771",65.6 %,"11,689",1.7%,AC View
444,Ranchi,49,GEN,Bihar [1947 - 1999],Ram Tahal Choudhary,Bharatiya Janta Party,"11,31,760","5,83,745",51.6 %,"2,41,177",41.3%,AC View
445,Rasipuram,15,GEN,Tamil Nadu,"Saroja, V. Dr.",All India Anna Dravida Munnetra Kazhagam,"11,61,452","6,43,060",55.4 %,"38,405",6.0%,AC View
446,Ratnagiri,2,GEN,Maharashtra,Anant Gangaram Geete,Shiv Sena,"8,72,359","5,58,229",64.0 %,"1,15,343",20.7%,AC View
447,Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Sunder Lal Tiwari,Indian National Congress,"13,69,793","7,48,500",54.6 %,"64,151",8.6%,AC View
448,Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Ram Shakal,Bharatiya Janta Party,"14,43,487","7,55,019",52.3 %,"15,928",2.1%,AC View
449,Rohtak,5,GEN,Haryana,Inder Singh,Indian National Lok Dal,"9,38,878","6,34,235",67.6 %,"1,44,693",22.8%,AC View
450,Ropar,7,GEN,Punjab,Shamsher Singh,Indian National Congress,"12,66,744","7,18,970",56.8 %,"77,381",10.8%,AC View
451,Rosera,16,SC,Bihar [1947 - 1999],Ram Chandra Paswan,Janata Dal (United),"10,77,267","7,34,151",68.2 %,"1,42,916",19.5%,AC View
452,Sabarkantha,15,GEN,Gujarat,Nisha Amarsinh Chaudhary,Indian National Congress,"11,19,855","6,72,849",60.1 %,"14,376",2.1%,AC View
453,Sagar,5,SC,Madhya Pradesh [1947 - 1999],Virendra Kumar,Bharatiya Janta Party,"11,22,464","5,43,932",48.5 %,"60,473",11.1%,AC View
454,Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Mansoor Ali Khan,Bahujan Samaj Party,"12,61,896","7,78,805",61.7 %,"22,307",2.9%,AC View
455,Saharsa,20,GEN,Bihar [1947 - 1999],Dinesh Chandra Yadav,Janata Dal (United),"11,42,103","7,32,053",64.1 %,"94,493",12.9%,AC View
456,Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Tufani Saroj,Samajwadi Party,"13,09,952","7,14,660",54.6 %,"31,371",4.4%,AC View
457,Salem,16,GEN,Tamil Nadu,"Selvaganapathi, T.M.",All India Anna Dravida Munnetra Kazhagam,"12,57,383","7,43,934",59.2 %,"25,411",3.4%,AC View
458,Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Babban Rajbhar,Bahujan Samaj Party,"12,65,863","6,47,355",51.1 %,"9,050",1.4%,AC View
459,Salumber,17,GEN,Rajasthan,Bheru Lal Meena,Indian National Congress,"11,17,315","5,77,100",51.7 %,"52,408",9.1%,AC View
460,Samastipur,17,GEN,Bihar [1947 - 1999],Manjay Lal,Janata Dal (United),"12,19,110","8,01,021",65.7 %,"12,688",1.6%,AC View
461,Sambalpur,17,GEN,Orissa,Prasanna Acharya,Biju Janata Dal,"11,90,344","7,02,356",59.0 %,"1,26,963",18.1%,AC View
462,Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],Mulayam Singh Yadav,Samajwadi Party,"10,81,421","6,29,490",58.2 %,"1,15,834",18.4%,AC View
463,Sangli,46,GEN,Maharashtra,Prakash (Bapu) Vasantrao Patil,Indian National Congress,"10,31,607","7,35,459",71.3 %,"1,60,560",21.8%,AC View
464,Sangrur,10,GEN,Punjab,Simranjit Singh Mann,Shiromani Akali Dal (SIMRANJIT SINGH MANN),"11,45,315","7,16,182",62.5 %,"86,317",12.1%,AC View
465,Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],P. R. Khute,Bharatiya Janta Party,"10,87,904","6,85,971",63.1 %,"51,759",7.5%,AC View
466,Sasaram,38,SC,Bihar [1947 - 1999],Muni Lall,Bharatiya Janta Party,"11,44,324","6,62,269",57.9 %,"18,676",2.8%,AC View
467,Satara,44,GEN,Maharashtra,Laxmanrao Pandurang Jadhav Patil,Nationalist Congress Party,"9,84,469","7,03,027",71.4 %,"1,24,771",17.7%,AC View
468,Satna,8,GEN,Madhya Pradesh [1947 - 1999],Ramanand Singh,Bharatiya Janta Party,"11,89,692","6,25,644",52.6 %,"3,405",0.5%,AC View
469,Sawai Madhopur,11,ST,Rajasthan,Jaskaur,Bharatiya Janta Party,"11,77,950","5,15,834",43.8 %,"58,881",11.4%,AC View
470,Secunderabad,31,GEN,Andhra Pradesh,Bandaru Dattatraya,Bharatiya Janta Party,"17,70,024","9,70,791",54.9 %,"97,626",10.1%,AC View
471,Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Ram Naresh Tripathi,Bharatiya Janta Party,"11,15,422","5,97,615",53.6 %,"15,934",2.7%,AC View
472,Serampore,26,GEN,West Bengal,Akbor Ali Khandoker,All India Trinamool Congress,"13,25,375","9,25,995",69.9 %,"47,764",5.2%,AC View
473,Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Daud Ahmad,Bahujan Samaj Party,"11,28,503","6,49,856",57.6 %,"42,132",6.5%,AC View
474,Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Dalpat Singh,Bharatiya Janta Party,"11,98,264","5,96,288",49.8 %,"19,901",3.3%,AC View
475,Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Kr. Jitendra Prasad,Indian National Congress,"11,30,852","6,83,859",60.5 %,"17,992",2.6%,AC View
476,Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Thavarchand Gehlot,Bharatiya Janta Party,"11,99,025","7,63,797",63.7 %,"34,666",4.5%,AC View
477,Sheohar,12,GEN,Bihar [1947 - 1999],Md Anwarul Haque,Rashtriya Janata Dal,"10,83,123","7,26,559",67.1 %,"2,535",0.3%,AC View
478,Shillong,1,ST,Meghalaya,Paty Ripple Kyndiah,Indian National Congress,"7,24,389","3,69,010",50.9 %,"37,823",10.2%,AC View
479,Shimoga,21,GEN,Karnataka,S.Bangarappa,Indian National Congress,"11,33,307","8,32,101",73.4 %,"95,038",11.4%,AC View
480,Sholapur,37,GEN,Maharashtra,Shinde Sushilkumar Sambhajirao,Indian National Congress,"10,26,006","6,30,769",61.5 %,"76,995",12.2%,AC View
481,Siddipet,32,SC,Andhra Pradesh,M. Rajaiah,Telugu Desam,"16,22,094","10,75,422",66.3 %,"1,53,721",14.3%,AC View
482,Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Chandra Pratap Singh ( Baba Sahab),Bharatiya Janta Party,"12,63,213","6,15,212",48.7 %,"4,855",0.8%,AC View
483,Sikar,5,GEN,Rajasthan,Subhash Maharia,Bharatiya Janta Party,"12,90,220","7,55,202",58.5 %,"28,173",3.7%,AC View
484,Sikkim,1,GEN,Sikkim,Bhim Pd. Dahal,Sikkim Democratic Front,"2,55,377","2,08,670",81.7 %,"21,362",10.2%,AC View
485,Silchar,2,GEN,Assam,Sontosh Mohan Dev,Indian National Congress,"8,27,760","6,08,528",73.5 %,"1,07,752",17.7%,AC View
486,Simla,1,GEN,Himachal Pradesh,Lt. Col. Dhani Ram Shandil,Himachal Vikash Congress,"9,45,063","5,04,488",53.4 %,"46,930",9.3%,AC View
487,Singhbhum,51,ST,Bihar [1947 - 1999],Laxman Gilua,Bharatiya Janta Party,"8,46,629","4,82,318",57.0 %,"82,311",17.1%,AC View
488,Sirsa,10,GEN,Haryana,Dr. Sushil Kumar Indora,Indian National Lok Dal,"11,00,439","6,41,063",58.3 %,"2,19,726",34.3%,AC View
489,Sitamarhi,11,GEN,Bihar [1947 - 1999],Nawal Kishore Rai,Janata Dal (United),"11,26,989","7,56,016",67.1 %,"1,01,257",13.4%,AC View
490,Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Rajesh Verma,Bahujan Samaj Party,"11,13,415","6,44,865",57.9 %,"36,362",5.6%,AC View
491,Sivaganga,33,GEN,Tamil Nadu,"Sudarsana Natchiappan,e.M.",Indian National Congress,"11,17,223","6,24,047",55.9 %,"23,811",3.8%,AC View
492,Sivakasi,35,GEN,Tamil Nadu,Vaiko,Marumalarchi Dravida Munnetra Kazhagam,"12,57,935","7,90,751",62.9 %,"74,781",9.5%,AC View
493,Siwan,5,GEN,Bihar [1947 - 1999],M  Sahabuddin,Rashtriya Janata Dal,"9,89,004","7,09,984",71.8 %,"1,29,840",18.3%,AC View
494,Sonepat,4,GEN,Haryana,Kishan Singh Sangwan,Bharatiya Janta Party,"10,57,175","6,59,535",62.4 %,"2,66,138",40.4%,AC View
495,South Delhi,2,GEN,Delhi [1977 Onwards],Vijay Kumar Malhotra,Bharatiya Janta Party,"11,94,198","4,99,990",41.9 %,"29,999",6.0%,AC View
496,Srikakulam,1,GEN,Andhra Pradesh,Yerrannaidu Kinjarapu,Telugu Desam,"9,85,232","6,76,413",68.7 %,"96,882",14.3%,AC View
497,Srinagar,2,GEN,Jammu & Kashmir,Omer Abdullah,Jammu & Kashmir National Conference,"8,54,081","1,01,933",11.9 %,"36,859",36.2%,AC View
498,Sriperumbudur,4,GEN,Tamil Nadu,"Krishnaswamy,   A.",Dravida Munetra Kazhagam,"13,53,858","7,44,852",55.0 %,"75,002",10.1%,AC View
499,Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Jai Bhadra Singh,Bahujan Samaj Party,"12,20,728","6,22,094",51.0 %,"14,599",2.3%,AC View
500,Sundargarh,20,GEN,Orissa,Jual Oram,Bharatiya Janta Party,"11,98,357","6,30,650",52.6 %,"1,52,514",24.2%,AC View
501,Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,"19,50,958","6,29,334",32.3 %,"2,49,197",39.6%,AC View
502,Surendranagar,2,GEN,Gujarat,Makwana Savshibhai Kanjibhai,Indian National Congress,"9,70,544","4,78,887",49.3 %,"25,905",5.4%,AC View
503,Surguja,12,ST,Madhya Pradesh [1947 - 1999],Khel Sai Singh,Indian National Congress,"10,89,910","5,91,901",54.3 %,"61,426",10.4%,AC View
504,Tamluk,30,GEN,West Bengal,Lakshman Chandra Seth,Communist Party Of India (MARXIST),"10,98,196","9,19,886",83.8 %,"54,826",6.0%,AC View
505,Tarn Taran,3,GEN,Punjab,Tarlochan Singh  Tur,Shiromani Akali Dal,"11,01,496","5,94,943",54.0 %,"75,617",12.7%,AC View
506,Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Manabendra Shah,Bharatiya Janta Party,"11,61,284","4,90,531",42.2 %,"15,771",3.2%,AC View
507,Tenali,14,GEN,Andhra Pradesh,Ummareddy Venkateswarlu,Telugu Desam,"9,60,447","6,59,306",68.7 %,"73,029",11.1%,AC View
508,Tenkasi,37,SC,Tamil Nadu,"Murugesan,s.",All India Anna Dravida Munnetra Kazhagam,"10,44,090","6,77,352",64.9 %,887,0.1%,AC View
509,Tezpur,9,GEN,Assam,Moni Kumar Subba,Indian National Congress,"9,71,406","7,05,449",72.6 %,"25,706",3.6%,AC View
510,Thane,10,GEN,Maharashtra,Prakash Paranjpe,Shiv Sena,"27,72,750","9,34,027",33.7 %,"99,683",10.7%,AC View
511,Thanjavur,31,GEN,Tamil Nadu,Palanimanickam.S.S.,Dravida Munetra Kazhagam,"10,49,837","6,62,025",63.1 %,"33,014",5.0%,AC View
512,Tindivanam,10,GEN,Tamil Nadu,Ramachandran N. Gingee.,Marumalarchi Dravida Munnetra Kazhagam,"11,28,742","6,95,793",61.6 %,"9,350",1.3%,AC View
513,Tiruchendur,38,GEN,Tamil Nadu,"Jayaseelan, A.D.K.",Dravida Munetra Kazhagam,"10,40,627","5,44,782",52.4 %,"59,666",11.0%,AC View
