#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
1,A And N Islands,501,GEN,Andaman & Nicobar Islands,K .R. Ganesh,Indian National Congress,"63,122","44,531",70.6 %,"17,333",38.9%
371,Narasapur,10,GEN,Andhra Pradesh,M. T. Raju,Indian National Congress,"6,10,909","4,00,110",65.5 %,"1,92,755",48.2%
372,Narasaraopet,17,GEN,Andhra Pradesh,Maddi Sudarsanam,Indian National Congress,"6,31,608","3,74,093",59.2 %,"1,30,851",35.0%
373,Nasik,214,GEN,Maharashtra,Bhanudas Ramchandra Kavde,Indian National Congress,"5,04,050","2,89,071",57.4 %,"1,45,741",50.4%
374,Nawada,97,GEN,Bihar [1947 - 1999],Sukhdeo Prasad Verma,Indian National Congress,"6,34,509","4,00,431",63.1 %,"53,281",13.3%
375,Nellore,19,SC,Andhra Pradesh,Doddav Arapukamakshiah,Indian National Congress,"5,96,687","3,64,197",61.0 %,"1,73,934",47.8%
376,New Delhi,504,GEN,Delhi,Mukul Banerji,Indian National Congress,"2,17,319","1,28,700",59.2 %,"44,533",34.6%
377,Nilgiris,349,GEN,Tamil Nadu,J. Matha Gowder,Dravida Munetra Kazhagam,"5,53,870","3,85,628",69.6 %,"61,094",15.8%
378,Nizamabad,34,GEN,Andhra Pradesh,Ram Gopal Reddy M.,Indian National Congress,"5,56,666","3,13,584",56.3 %,"59,737",19.0%
379,Nowgong,51,GEN,Assam,Liladhar Kotoki,Indian National Congress,"4,32,645","2,38,326",55.1 %,"82,817",34.7%
380,Nowrangpur,288,ST,Orissa,Khagipathi Pradhani,Indian National Congress,"5,54,847","1,40,243",25.3 %,"9,617",6.9%
381,Ongole,15,GEN,Andhra Pradesh,P. Ankineedu Prasada Rao,Indian National Congress,"5,98,524","4,09,854",68.5 %,"1,79,894",43.9%
382,Osmanabad,236,GEN,Maharashtra,Tulshiram Abaji Patil,Indian National Congress,"5,42,186","3,22,000",59.4 %,"57,145",17.7%
383,Outer Delhi,506,GEN,Delhi,Dalip  Singh,Indian National Congress,"3,48,585","2,19,317",62.9 %,"1,12,302",51.2%
384,Outer Manipur,515,ST,Manipur,Paokai,Indian National Congress,"2,57,421","1,23,090",47.8 %,"2,042",1.7%
385,Padrauna,411,GEN,Uttar Pradesh [1947 - 1999],Genda Singh,Indian National Congress,"5,51,566","2,31,946",42.1 %,"1,49,882",64.6%
386,Palamau,108,SC,Bihar [1947 - 1999],Kamla Kumari,Indian National Congress,"5,52,932","1,70,773",30.9 %,"34,223",20.0%
387,Palghat,154,GEN,Kerala,A. K. Gopalan,Communist Party Of India (MARXIST),"5,64,890","3,41,486",60.5 %,"52,266",15.3%
388,Pali,328,GEN,Rajasthan,Mool Chand Daga,Indian National Congress,"5,91,836","3,11,278",52.6 %,"38,660",12.4%
389,Panaji,511,GEN,"Goa, Daman And Diu",Kakodkar Purshottam,Indian National Congress,"2,08,855","1,23,115",59.0 %,"3,030",2.5%
390,Pandharpur,238,SC,Maharashtra,Nivrutti Satvaji Kamble,Republican Party Of India,"5,02,026","2,27,757",45.4 %,"1,12,372",49.3%
391,Paravathipuram,2,ST,Andhra Pradesh,Biddika Satyannarayana,Indian National Congress,"5,17,345","2,67,804",51.8 %,"1,52,128",56.8%
392,Parbhani,232,GEN,Maharashtra,Shivaji Rao Shankar Rao Deshmukh,Indian National Congress,"5,48,794","2,56,728",46.8 %,"57,295",22.3%
393,Patan,120,SC,Gujarat,Khemchanbhai Somabhai Chavda,Indian National Congress (ORGANISATION),"5,13,692","2,58,340",50.3 %,"53,482",20.7%
394,Patiala,307,GEN,Punjab,Sat Pal,Indian National Congress,"5,12,694","3,15,949",61.6 %,"41,697",13.2%
395,Patna,90,GEN,Bihar [1947 - 1999],Ramavatar Shastri,Communist Party Of India,"6,70,979","3,84,186",57.3 %,"77,426",20.2%
396,Peddapalli,36,SC,Andhra Pradesh,V. Tulasiram,Telangana Praja Samithi,"5,28,948","2,55,637",48.3 %,"1,08,731",42.5%
397,Peermade,159,GEN,Kerala,M. M. Joseph,Kerala Congress,"5,28,326","2,69,222",51.0 %,"74,624",27.7%
398,Perambalur,359,SC,Tamil Nadu,A. Durairasu,Dravida Munetra Kazhagam,"5,90,866","4,68,629",79.3 %,"61,569",13.1%
399,Periakulam,354,GEN,Tamil Nadu,S. M. Mohammed Sheriff,Independent,"5,89,743","4,18,710",71.0 %,"41,925",10.0%
400,Phillaur,304,SC,Punjab,Sadhu Ram,Indian National Congress,"5,21,465","3,10,909",59.6 %,"1,05,658",34.0%
401,Phulbani,290,SC,Orissa,Boksi Nayak,Swatantra,"5,15,484","1,61,845",31.4 %,"20,702",12.8%
402,Phulpur,426,GEN,Uttar Pradesh [1947 - 1999],Vishwa Nath Pratap Singh,Indian National Congress,"5,18,385","2,47,593",47.8 %,"66,780",27.0%
403,Pilibhit,383,GEN,Uttar Pradesh [1947 - 1999],Mohan Swaroop,Indian National Congress,"5,47,076","2,56,630",46.9 %,"35,530",13.8%
404,Pollachi,351,GEN,Tamil Nadu,Narayanan,Dravida Munetra Kazhagam,"6,04,191","4,31,388",71.4 %,"1,26,206",29.3%
405,Pondicherry,516,GEN,Pondicherry,S. Mohan Kumaramangalam,Indian National Congress,"2,46,789","1,72,992",70.1 %,"65,164",37.7%
406,Ponnani,153,SC,Kerala,M. K. Krishnan,Communist Party Of India (MARXIST),"5,29,191","3,02,569",57.2 %,"11,923",3.9%
407,Poona,242,GEN,Maharashtra,Mohan Manikchand Dharia,Indian National Congress,"5,29,041","3,59,485",68.0 %,"94,488",26.3%
408,Pratapgarh,394,GEN,Uttar Pradesh [1947 - 1999],Dinesh Singh,Indian National Congress,"5,42,156","2,50,137",46.1 %,"80,186",32.1%
409,Pudukkottai,360,GEN,Tamil Nadu,K. Veeriah,Dravida Munetra Kazhagam,"6,04,445","4,67,404",77.3 %,"48,395",10.4%
410,Pupri,67,GEN,Bihar [1947 - 1999],Hari Kishore Singh,Indian National Congress,"6,32,544","4,10,319",64.9 %,"85,033",20.7%
411,Puri,283,GEN,Orissa,Banamali Patanaik,Indian National Congress,"5,70,745","3,03,373",53.2 %,"46,777",15.4%
412,Purnea,77,GEN,Bihar [1947 - 1999],Mohammad Tahir,Indian National Congress,"5,51,113","2,13,754",38.8 %,"20,164",9.4%
413,Purulia,488,GEN,West Bengal,Debendra Nath Mahata,Indian National Congress,"5,39,571","2,63,046",48.8 %,"76,043",28.9%
414,Quilon,164,GEN,Kerala,N. Sreekantan Nair,Revolutionary Socialist Party,"5,43,033","3,14,953",58.0 %,"1,12,384",35.7%
415,Rae Bareli,393,GEN,Uttar Pradesh [1947 - 1999],Indira Nehru Gandhi,Indian National Congress,"5,15,711","2,84,752",55.2 %,"1,11,810",39.3%
416,Raichur,251,GEN,Mysore,Pampangodda Sakreppa Gowda Athnoor,Indian National Congress,"5,14,266","2,25,782",43.9 %,"1,03,853",46.0%
417,Raiganj,460,GEN,West Bengal,Sidhartha Sankar Ray,Indian National Congress,"5,68,200","3,11,567",54.8 %,"64,007",20.5%
418,Raigarh,177,ST,Madhya Pradesh [1947 - 1999],Umedsingh,Indian National Congress,"5,35,544","2,16,043",40.3 %,"27,655",12.8%
419,Raipur,181,GEN,Madhya Pradesh [1947 - 1999],Vidyacharan Shukla,Indian National Congress,"5,62,162","2,47,737",44.1 %,"84,904",34.3%
420,Rajahmundry,8,GEN,Andhra Pradesh,S. B. P. Pattabhi Ramarao,Indian National Congress,"5,75,708","3,94,577",68.5 %,"1,96,482",49.8%
421,Rajampet,22,GEN,Andhra Pradesh,Parthasarathi Pothuraju,Indian National Congress,"5,49,202","3,42,401",62.4 %,"1,77,868",51.9%
422,Rajapur,204,GEN,Maharashtra,Madhu Dandavate,Praja Socialist Party,"3,99,365","2,25,608",56.5 %,"3,194",1.4%
423,Rajkot,111,GEN,Gujarat,Ghanshyambhai Oza,Indian National Congress,"5,34,724","2,36,888",44.3 %,"67,479",28.5%
424,Rajmahal,79,ST,Bihar [1947 - 1999],Iswar Marandi,Indian National Congress,"4,90,794","1,29,061",26.3 %,"18,765",14.5%
425,Rajnandgaon,185,GEN,Madhya Pradesh [1947 - 1999],Ramsahai Pandey,Indian National Congress,"5,40,124","2,76,578",51.2 %,"98,970",35.8%
426,Ramanathapuram,366,GEN,Tamil Nadu,P. K. Mookkiah Thevar,Forward Bloc,"5,70,111","3,71,556",65.2 %,"69,155",18.6%
427,Rampur,379,GEN,Uttar Pradesh [1947 - 1999],Zulfiquar Ali Khan,Indian National Congress,"5,52,912","3,59,825",65.1 %,"64,340",17.9%
428,Ramsanehighat,399,SC,Uttar Pradesh [1947 - 1999],Baij Nath Kureel,Indian National Congress,"5,21,620","1,84,524",35.4 %,"39,829",21.6%
429,Ramtek,223,GEN,Maharashtra,Amrut Ganpat Sonar,Indian National Congress,"5,27,016","3,48,770",66.2 %,"2,31,742",66.4%
430,Ranchi,103,GEN,Bihar [1947 - 1999],Prashant Kumar Ghosh,Indian National Congress,"5,46,790","1,89,739",34.7 %,"16,420",8.7%
431,Ratnagiri,205,GEN,Maharashtra,Shantaram Laxuman Peje,Indian National Congress,"4,74,731","2,84,476",59.9 %,"88,238",31.0%
432,Rewa,173,GEN,Madhya Pradesh [1947 - 1999],Maharaja Martand Singh,Independent,"5,98,292","3,68,366",61.6 %,"1,99,694",54.2%
433,Robertsganj,424,SC,Uttar Pradesh [1947 - 1999],Ram Swaroop,Indian National Congress,"5,54,094","2,00,856",36.3 %,"34,577",17.2%
434,Rohtak,136,GEN,Haryana,Mukhtiar Singh,Bhartiya Jan Sangh,"5,14,278","3,29,327",64.0 %,"4,671",1.4%
435,Ropar,306,SC,Punjab,Buta Singh,Indian National Congress,"5,24,476","3,25,587",62.1 %,"41,250",12.7%
436,Rosera,72,SC,Bihar [1947 - 1999],Ram Bhagat Paswan,Indian National Congress,"5,77,300","2,45,755",42.6 %,"31,707",12.9%
437,Sabarkantha,122,GEN,Gujarat,Chandulal Chunilal Desai,Indian National Congress (ORGANISATION),"4,50,410","2,84,190",63.1 %,"14,378",5.1%
438,Sagar,190,SC,Madhya Pradesh [1947 - 1999],Sahodra Bai Rai,Indian National Congress,"5,31,923","2,67,100",50.2 %,"59,722",22.4%
439,Saharanpur,455,SC,Uttar Pradesh [1947 - 1999],Sunder Lall,Indian National Congress,"5,41,422","2,50,997",46.4 %,"1,47,390",58.7%
440,Saharsa,73,GEN,Bihar [1947 - 1999],Chiranjib Jha,Indian National Congress,"6,02,165","3,26,632",54.2 %,"76,338",23.4%
441,Saidpur,420,SC,Uttar Pradesh [1947 - 1999],Shambhu Nath,Indian National Congress,"5,55,700","2,75,252",49.5 %,"71,446",26.0%
442,Salem,346,GEN,Tamil Nadu,E. R. Krishnan,Dravida Munetra Kazhagam,"5,96,531","4,22,782",70.9 %,"54,796",13.0%
443,Salempur,413,GEN,Uttar Pradesh [1947 - 1999],Tarkeshwar Panday,Indian National Congress,"5,99,035","2,73,766",45.7 %,"1,02,801",37.6%
444,Samastipur,70,GEN,Bihar [1947 - 1999],Yamuna Prasad Mandal,Indian National Congress,"6,19,551","3,42,224",55.2 %,"75,716",22.1%
445,Sambalpur,292,GEN,Orissa,Banamali Babu,Indian National Congress,"5,72,779","2,07,475",36.2 %,"42,707",20.6%
446,Sangli,246,GEN,Maharashtra,Ganapati Tukaram Gotkhinde,Indian National Congress,"5,56,283","3,30,924",59.5 %,"2,18,256",66.0%
447,Sangrur,308,GEN,Punjab,Teja Singh,Communist Party Of India,"5,09,910","3,12,136",61.2 %,210,0.1%
448,Sasaram,94,SC,Bihar [1947 - 1999],Jag Jiwan Ram,Indian National Congress,"6,12,265","3,22,156",52.6 %,"1,22,200",37.9%
449,Satara,244,GEN,Maharashtra,Yeshawantro Balawantrao Chavan,Indian National Congress,"4,95,760","3,29,133",66.4 %,"1,76,830",53.7%
450,Satna,172,GEN,Madhya Pradesh [1947 - 1999],Narendra Singh,Bhartiya Jan Sangh,"5,71,563","3,17,616",55.6 %,"38,804",12.2%
451,Sawai Madhopur,319,ST,Rajasthan,Chhutta Lal,Indian National Congress,"5,86,221","2,64,720",45.2 %,"17,766",6.7%
452,Secunderabad,31,GEN,Andhra Pradesh,M. M. Hashim,Telangana Praja Samithi,"5,13,349","2,21,915",43.2 %,"23,643",10.7%
453,Serampore,480,GEN,West Bengal,Dinendra Nath Bhattacharyya,Communist Party Of India (MARXIST),"5,51,119","3,60,050",65.3 %,"62,458",17.3%
454,Shahabad,91,GEN,Bihar [1947 - 1999],Bali Ram Bhagat,Indian National Congress,"6,02,036","3,64,156",60.5 %,"71,443",19.6%
455,Shahabad,386,GEN,Uttar Pradesh [1947 - 1999],Dharmgaj Singh,Indian National Congress,"5,48,161","2,43,211",44.4 %,"26,071",10.7%
456,Shahdol,174,ST,Madhya Pradesh [1947 - 1999],Dhan Shah,Independent,"5,02,886","1,76,476",35.1 %,"97,444",55.2%
457,Shahjahanpur,384,GEN,Uttar Pradesh [1947 - 1999],Kunwar Jitendra Prasad,Indian National Congress,"5,42,094","2,57,537",47.5 %,"21,924",8.5%
458,Shajapur,196,GEN,Madhya Pradesh [1947 - 1999],Jagannathrao Joshi,Bhartiya Jan Sangh,"5,39,412","3,17,199",58.8 %,"28,530",9.0%
459,Shimoga,268,GEN,Mysore,T. V. Chandrashekarappa Veerabasappa,Indian National Congress,"5,35,265","3,05,202",57.0 %,"1,32,442",43.4%
460,Sholapur,237,GEN,Maharashtra,Surajratan Fatehchand Damani,Indian National Congress,"4,70,179","2,94,441",62.6 %,"90,429",30.7%
461,Siddipet,32,SC,Andhra Pradesh,G. Venkat Swamy,Telangana Praja Samithi,"5,10,097","2,67,587",52.5 %,"89,585",33.5%
462,Sidhi,175,GEN,Madhya Pradesh [1947 - 1999],Ranbahadur Singh,Independent,"5,49,150","2,35,461",42.9 %,"1,05,404",44.8%
463,Sikar,313,GEN,Rajasthan,Shrikishan,Indian National Congress,"6,62,740","3,89,507",58.8 %,"1,33,909",34.4%
464,Simla,497,SC,Himachal Pradesh,Partap Singh,Indian National Congress,"4,20,268","1,60,840",38.3 %,"1,27,551",79.3%
465,Singhbhum,105,ST,Bihar [1947 - 1999],Moran Singh Purty,All India Jharkhand Party,"5,11,040","84,699",16.6 %,"12,339",14.6%
466,Sirsa,141,GEN,Haryana,Dalbir Singh,Indian National Congress,"5,61,375","3,24,596",57.8 %,"1,21,623",37.5%
467,Sitamarhi,66,GEN,Bihar [1947 - 1999],Nagendra Prasad Yadav,Indian National Congress,"6,31,884","4,25,411",67.3 %,"28,725",6.8%
468,Sitapur,387,GEN,Uttar Pradesh [1947 - 1999],Jagdish Chandra Dixit,Indian National Congress,"5,41,802","2,35,388",43.5 %,"52,232",22.2%
469,Sivaganga,365,GEN,Tamil Nadu,Tha Kiruttinan,Dravida Munetra Kazhagam,"6,14,497","4,56,191",74.2 %,"1,00,088",21.9%
470,Sivakasi,367,GEN,Tamil Nadu,V. Jeyalakshmi,Indian National Congress,"5,73,405","4,15,649",72.5 %,"85,662",20.6%
471,Siwan,60,GEN,Bihar [1947 - 1999],Mohamad Yusuf,Indian National Congress,"6,12,732","3,09,840",50.6 %,"27,221",8.8%
472,South Delhi,505,GEN,Delhi,Shashi Bhushan,Indian National Congress,"4,08,392","2,72,517",66.7 %,"71,590",26.3%
473,Srikakulam,1,GEN,Andhra Pradesh,Rajagopalarao Bodepalli,Indian National Congress,"5,09,486","3,45,636",67.8 %,"1,37,461",39.8%
474,Srinagar,143,GEN,Jammu & Kashmir,Shamim Ahmad Shamim,Independent,"3,71,494","2,18,752",58.9 %,"57,808",26.4%
475,Sriperumbudur,335,SC,Tamil Nadu,T. S. Latchumanan,Dravida Munetra Kazhagam,"7,30,302","5,14,879",70.5 %,"1,00,046",19.4%
476,Sultanpur,396,GEN,Uttar Pradesh [1947 - 1999],Kedar Nath Singh,Indian National Congress,"5,83,197","1,79,020",30.7 %,"62,815",35.1%
477,Sundargarh,293,ST,Orissa,Gajadhar Majhi,Indian National Congress,"5,22,648","2,07,204",39.7 %,"17,979",8.7%
478,Surat,130,GEN,Gujarat,Morarji Ranchhodji Desai,Indian National Congress (ORGANISATION),"4,69,265","3,26,675",69.6 %,"31,524",9.6%
479,Surendranagar,110,GEN,Gujarat,Rasiklal Parikh,Indian National Congress,"4,97,425","2,93,151",58.9 %,"8,691",3.0%
480,Surguja,176,ST,Madhya Pradesh [1947 - 1999],Babunath Singh,Indian National Congress,"4,73,136","1,59,667",33.8 %,"24,041",15.1%
481,Tamluk,484,GEN,West Bengal,Satis Chandra Samanta,Bangla Congress,"5,52,570","4,08,393",73.9 %,"7,271",1.8%
482,Tarn Taran,299,GEN,Punjab,Girdial Singh Dhillon,Indian National Congress,"5,84,514","3,10,890",53.2 %,"59,980",19.3%
483,Tehri Garwal,372,GEN,Uttar Pradesh [1947 - 1999],Paripoornanand Palmule,Indian National Congress,"5,03,143","1,48,318",29.5 %,"48,235",32.5%
484,Tellicherry,149,GEN,Kerala,C. K. Chandrappan,Communist Party Of India,"5,62,923","4,00,335",71.1 %,"39,824",9.9%
485,Tenkasi,369,SC,Tamil Nadu,A. M. Cnellachami,Indian National Congress,"5,71,197","4,16,501",72.9 %,"68,910",16.5%
486,Tezpur,50,GEN,Assam,Kamala Prasad Agarwala,Indian National Congress,"4,27,600","2,38,135",55.7 %,"97,450",40.9%
487,Thanjavur,364,GEN,Tamil Nadu,S. D. Somasundaram,Dravida Munetra Kazhagam,"5,96,459","4,85,480",81.4 %,"1,00,008",20.6%
488,Tikamgarh,171,SC,Madhya Pradesh [1947 - 1999],Nathu Ram Bhamora,Indian National Congress,"5,72,258","2,50,042",43.7 %,"81,575",32.6%
489,Tindivanam,341,GEN,Tamil Nadu,M .R. Lakshminarayanan,Indian National Congress,"5,74,806","4,12,411",71.8 %,"61,475",14.9%
490,Tiruchendur,370,GEN,Tamil Nadu,M. S. Sivasamy,Dravida Munetra Kazhagam,"5,89,553","4,25,649",72.2 %,26,0.0%
491,Tiruchengode,348,GEN,Tamil Nadu,M. Muthusami,Dravida Munetra Kazhagam,"6,37,099","4,37,815",68.7 %,"60,047",13.7%
492,Tiruchirappalli,358,GEN,Tamil Nadu,M. Kalyanasundaram,Communist Party Of India,"6,21,540","4,57,136",73.6 %,"20,550",4.5%
493,Tirunelveli,368,GEN,Tamil Nadu,"S. A, Muruganantham",Communist Party Of India,"5,84,445","4,00,324",68.5 %,"59,937",15.0%
494,Tirupathi,20,SC,Andhra Pradesh,Balakrishnaiah Thamburu,Indian National Congress,"5,76,646","3,16,437",54.9 %,"1,54,509",48.8%
495,Tiruppattur,339,GEN,Tamil Nadu,C. K. Chinnaraji Gounder,Dravida Munetra Kazhagam,"5,16,063","3,75,354",72.7 %,"55,063",14.7%
496,Tiruttani,337,GEN,Tamil Nadu,O. V. Alagesa Mudaliar,Indian National Congress,"5,65,715","4,20,590",74.4 %,"84,105",20.0%
497,Tonk,321,SC,Rajasthan,Ram Kanwar,Swatantra,"5,21,806","2,50,347",48.0 %,"1,835",0.7%
498,Trichur,155,GEN,Kerala,C. Janardhanan,Communist Party Of India,"5,47,049","3,92,382",71.7 %,"20,324",5.2%
499,Tripura East,518,ST,Tripura,Dasaratha Deb,Communist Party Of India (MARXIST),"3,60,887","2,26,116",62.7 %,"21,442",9.5%
500,Tripura West,517,GEN,Tripura,Biren Dutta,Communist Party Of India (MARXIST),"3,42,849","2,02,087",58.9 %,"8,238",4.1%
501,Trivandrum,166,GEN,Kerala,V. K. Krishna Menon,Independent,"5,33,641","3,18,883",59.8 %,"24,127",7.6%
502,Tumkur,255,GEN,Mysore,K. Lakkappa,Indian National Congress,"4,85,878","3,30,690",68.1 %,"1,61,779",48.9%
503,Udaipur,325,ST,Rajasthan,Laliya,Swatantra,"5,67,608","2,83,757",50.0 %,"3,404",1.2%
504,Udhampur,146,GEN,Jammu & Kashmir,Karan Singh,Indian National Congress,"4,25,780","2,18,069",51.2 %,"72,587",33.3%
505,Udipi,265,GEN,Mysore,P. Ranganath Shenoy,Indian National Congress,"4,73,751","2,85,763",60.3 %,"1,27,765",44.7%
506,Ujjain,197,SC,Madhya Pradesh [1947 - 1999],Phoolchand Verma,Bhartiya Jan Sangh,"5,54,901","3,18,186",57.3 %,"8,596",2.7%
507,Uluberia,479,GEN,West Bengal,Shyamaprasanna Bhattacharyya,Communist Party Of India (MARXIST),"5,52,167","3,96,925",71.9 %,"52,720",13.3%
508,Unnao,392,GEN,Uttar Pradesh [1947 - 1999],Ziaur Rahman,Indian National Congress,"5,59,478","2,63,890",47.2 %,"59,158",22.4%
509,Varanasi,423,GEN,Uttar Pradesh [1947 - 1999],Raja Ram Shastri,Indian National Congress,"5,44,236","3,01,943",55.5 %,"85,848",28.4%
510,Vellore,338,SC,Tamil Nadu,R. P. Ulaganambi,Dravida Munetra Kazhagam,"5,59,646","4,00,538",71.6 %,"85,321",21.3%
511,Vidisha,195,GEN,Madhya Pradesh [1947 - 1999],Ramnath Geonka,Bhartiya Jan Sangh,"5,53,532","3,07,734",55.6 %,"32,064",10.4%
512,Vijayawada,13,GEN,Andhra Pradesh,K. L. Rao,Indian National Congress,"5,66,683","3,67,086",64.8 %,"1,56,004",42.5%
513,Visakhapatnam,4,GEN,Andhra Pradesh,P. V. G. Raju,Independent,"5,60,021","3,29,703",58.9 %,"67,188",20.4%
514,Vishnupur,490,SC,West Bengal,Ajit Kumar Saha,Communist Party Of India (MARXIST),"5,35,867","3,16,885",59.1 %,"2,460",0.8%
515,Wandiwash,340,GEN,Tamil Nadu,G. Viswanathan,Dravida Munetra Kazhagam,"5,39,245","4,11,640",76.3 %,"87,955",21.4%
516,Warangal,38,GEN,Andhra Pradesh,S. B. Giri,Telangana Praja Samithi,"5,53,696","3,37,683",61.0 %,"93,640",27.7%
517,Wardha,228,GEN,Maharashtra,Jagjiwanrao Ganpatrao Kadam,Indian National Congress,"5,49,480","4,08,014",74.3 %,"2,49,517",61.2%
518,Yeotmal,229,GEN,Maharashtra,Sadashiorao Bapuji Thakre,Indian National Congress,"5,06,705","3,92,805",77.5 %,"35,038",8.9%
