#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
376,Nagpur,23,GEN,Maharashtra,Purhit Banwarilal Bhagwandas,Indian National Congress,"11,83,672","7,26,153",61.4 %,"90,000",12.4%
377,Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Mahendra Singh Pal,Janata Dal,"9,58,516","5,07,462",52.9 %,"20,448",4.0%
378,Nalanda,34,GEN,Bihar [1947 - 1999],Ram Saroop Prasad,Indian National Congress,"10,85,349","7,09,017",65.3 %,"11,212",1.6%
379,Nalgonda,41,GEN,Andhra Pradesh,Chalilam Srinivasa Rao,Indian National Congress,"11,44,127","7,84,463",68.6 %,"41,850",5.3%
380,Nanded,30,GEN,Maharashtra,Kabde Venkatesh Rukhmaji,Janata Dal,"10,65,156","5,82,495",54.7 %,"24,113",4.1%
381,Nandurbar,15,GEN,Maharashtra,Gavit Mankrao Hodlya,Indian National Congress,"8,85,274","4,78,898",54.1 %,"1,06,466",22.2%
382,Nandyal,27,GEN,Andhra Pradesh,Bojja Venkata Reddy,Indian National Congress,"10,01,172","7,11,179",71.0 %,"56,262",7.9%
383,Narasapur,10,GEN,Andhra Pradesh,Bhupatiraju Vijaya Kumar Raju,Telugu Desam,"9,31,902","6,82,390",73.2 %,"13,802",2.0%
384,Narasaraopet,17,GEN,Andhra Pradesh,Kasu Venkata Krishna Reddy,Indian National Congress,"11,38,866","7,79,017",68.4 %,"65,706",8.4%
385,Nashik,12,ST,Maharashtra,Aher Daula Sonuji,Bharatiya Janta Party,"10,51,786","5,76,842",54.8 %,"30,653",5.3%
386,Nawada,42,SC,Bihar [1947 - 1999],Prem Pardeep,Communist Party Of India (MARXIST),"11,52,371","6,58,708",57.2 %,"1,49,602",22.7%
387,Nellore,19,SC,Andhra Pradesh,Putchalapalli Penchalaiah,Indian National Congress,"10,64,416","7,43,196",69.8 %,"71,839",9.7%
388,New Delhi,1,GEN,Delhi [1977 Onwards],Lal Krishna Advani,Bharatiya Janta Party,"4,29,535","2,36,126",55.0 %,"31,841",13.5%
389,Nilgiris,18,GEN,Tamil Nadu,"Prabhu, R.",Indian National Congress,"11,05,096","7,51,196",68.0 %,"1,73,771",23.1%
390,Nizamabad,34,GEN,Andhra Pradesh,Taduri Bala Goud,Indian National Congress,"9,63,180","6,74,941",70.1 %,"24,099",3.6%
391,Nowgong,10,GEN,Assam,Data Not Available,-,-,-,-,-,-
392,Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,"8,75,147","3,80,988",43.5 %,"3,452",0.9%
393,Ongole,18,GEN,Andhra Pradesh,Rajamohana Reddy Mekapati,Indian National Congress,"11,07,153","7,28,716",65.8 %,"97,370",13.4%
394,Osmanabad,36,GEN,Maharashtra,Kamble Arvind Tulshiram,Indian National Congress,"8,65,583","4,64,667",53.7 %,"1,50,092",32.3%
395,Ottapalam,8,GEN,Kerala,K. R. Narayanan,Indian National Congress,"9,46,025","7,22,920",76.4 %,"26,187",3.6%
396,Outer Delhi,3,GEN,Delhi [1977 Onwards],Tarif Singh,Janata Dal,"15,74,973","7,90,764",50.2 %,"52,333",6.6%
397,Outer Manipur,2,ST,Manipur,Meijinlung Kamson,Indian National Congress,"6,16,903","4,77,354",77.4 %,"1,25,065",26.2%
398,Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Baleshar,Janata Dal,"9,32,266","4,81,060",51.6 %,"48,281",10.0%
399,Palamau,54,SC,Bihar [1947 - 1999],Jaorwar Ram,Janata Dal,"9,11,225","3,91,041",42.9 %,"33,396",8.5%
400,Palani,22,GEN,Tamil Nadu,"Senapathi Gounder, A.",Indian National Congress,"10,33,981","6,32,454",61.2 %,"80,913",12.8%
401,Palghat,7,GEN,Kerala,A. Vijayaraghavan,Communist Party Of India (MARXIST),"9,57,847","7,41,859",77.5 %,"1,286",0.2%
402,Pali,21,GEN,Rajasthan,Gumanmall Lodha,Bharatiya Janta Party,"9,56,388","5,42,256",56.7 %,"1,67,328",30.9%
403,Panaji,1,GEN,Goa,Gopal Mayokar,Maharashtrawadi Gomantak,"3,33,994","2,46,357",73.8 %,"15,837",6.4%
404,Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,"9,79,118","4,81,585",49.2 %,"2,18,144",45.3%
405,Panskura,29,SC,West Bengal,Gita Mukherjee,Communist Party Of India,"8,62,664","7,35,702",85.3 %,"1,26,302",17.2%
406,Parbhani,31,GEN,Maharashtra,Deshmukh Ashok Anandrao,Independent,"9,28,898","5,36,267",57.7 %,"66,384",12.4%
407,Parvathipuram,2,ST,Andhra Pradesh,Vijayaramaraju Satrucharla,Indian National Congress,"8,09,362","5,89,546",72.8 %,"42,641",7.2%
408,Patan,13,GEN,Gujarat,Chawada Khem Chandbhai Somabhai,Janata Dal,"9,28,054","5,04,955",54.4 %,"2,13,054",42.2%
409,Patiala,8,SC,Punjab,Atinderpal Singh,Independent,"10,17,093","6,46,981",63.6 %,"81,260",12.6%
410,Patna,35,GEN,Bihar [1947 - 1999],Shailendra Nath Srivastava,Bharatiya Janta Party,"11,73,277","6,43,303",54.8 %,"21,593",3.4%
411,Peddapalli,36,SC,Andhra Pradesh,G.Venkat Swamy,Indian National Congress,"10,96,253","6,79,405",62.0 %,"30,635",4.5%
412,Perambalur,28,GEN,Tamil Nadu,"Asokaraj, A.",All India Anna Dravida Munnetra Kazhagam,"9,41,568","6,80,308",72.3 %,"1,36,176",20.0%
413,Periyakulam,25,GEN,Tamil Nadu,"Mothiah, R.",All India Anna Dravida Munnetra Kazhagam,"10,15,762","6,63,502",65.3 %,"2,21,404",33.4%
414,Phillaur,5,SC,Punjab,Harbhajan Lakha,Bahujan Samaj Party,"10,10,117","6,06,615",60.1 %,"8,124",1.3%
415,Phulbani,15,GEN,Orissa,Nakul Nayak,Janata Dal,"9,44,347","5,57,080",59.0 %,"64,541",11.6%
416,Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],Ram Pujan Patel,Janata Dal,"9,51,231","5,17,340",54.4 %,"32,501",6.3%
417,Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Maneka Gandhi,Janata Dal,"9,10,250","4,95,090",54.4 %,"1,31,220",26.5%
418,Pollachi,21,GEN,Tamil Nadu,"Raja Ravi Varma, B.",All India Anna Dravida Munnetra Kazhagam,"9,66,256","6,47,756",67.0 %,"2,31,309",35.7%
419,Pondicherry,1,GEN,Pondicherry,P. Shanmugam,Indian National Congress,"5,74,557","3,83,306",66.7 %,"33,312",8.7%
420,Ponnani,6,GEN,Kerala,G. M. Banat Walia,Muslim Leage,"9,91,943","7,10,929",71.7 %,"1,07,519",15.1%
421,Porbandar,5,GEN,Gujarat,Manvar Balvantbhai Bachubhai,Janata Dal,"8,44,067","3,64,359",43.2 %,"67,369",18.5%
422,Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Raja Dinesh Singh,Indian National Congress,"9,37,315","4,38,501",46.8 %,"4,206",1.0%
423,Pudukkottai,32,GEN,Tamil Nadu,"Sundaraja, N.",Indian National Congress,"10,54,282","7,87,854",74.7 %,"2,71,136",34.4%
424,Pune,42,SC,Maharashtra,Gadgil Vitthalaro Narhar,Indian National Congress,"10,70,901","6,87,651",64.2 %,"8,181",1.2%
425,Puri,8,SC,Orissa,Nilamani Routray,Janata Dal,"9,41,735","6,27,370",66.6 %,"1,39,572",22.2%
426,Purnea,24,GEN,Bihar [1947 - 1999],Taslimudin,Janata Dal,"9,23,058","5,75,046",62.3 %,"54,557",9.5%
427,Purulia,34,GEN,West Bengal,Chitta Ranjan Mahata,All India Forward Bloc,"8,92,696","6,90,012",77.3 %,"1,38,895",20.1%
428,Quilon,18,GEN,Kerala,S. Krishnakumar,Indian National Congress,"9,51,856","7,75,045",81.4 %,"27,462",3.5%
429,Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Sheila Kaul,Indian National Congress,"9,58,439","4,92,021",51.3 %,"83,779",17.0%
430,Raichur,3,GEN,Karnataka,R.Ambanna Naik Dore,Indian National Congress,"9,89,671","5,32,963",53.9 %,"88,922",16.7%
431,Raiganj,5,GEN,West Bengal,Golam Yazdani,Indian National Congress,"9,94,246","7,63,803",76.8 %,"2,899",0.4%
432,Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Nand Kumar Sai,Bharatiya Janta Party,"8,10,049","4,55,799",56.3 %,"21,010",4.6%
433,Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Ramesh Bais,Bharatiya Janta Party,"8,88,021","5,20,823",58.7 %,"84,479",16.2%
434,Rajahmundry,8,GEN,Andhra Pradesh,Jamuna,Indian National Congress,"9,72,851","7,37,739",75.8 %,"58,322",7.9%
435,Rajampet,22,GEN,Andhra Pradesh,Annaiahgari Sai Prathap,Indian National Congress,"9,45,601","6,78,195",71.7 %,"38,423",5.7%
436,Rajapur,1,ST,Maharashtra,Madhu Dandavate,Janata Dal,"7,41,195","4,69,081",63.3 %,"42,370",9.0%
437,Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Pyarela Khandelwar,Bharatiya Janta Party,"9,00,674","5,55,194",61.6 %,"67,424",12.1%
438,Rajkot,4,GEN,Gujarat,Vekaria Shivlal Nagibhai,Bharatiya Janta Party,"10,92,514","5,24,709",48.0 %,"1,94,426",37.1%
439,Rajmahal,26,ST,Bihar [1947 - 1999],Simon Marandi,Jharkhand Mukti Morcha,"8,29,017","4,68,809",56.6 %,"1,66,415",35.5%
440,Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Dharam Pal Gupta,Bharatiya Janta Party,"8,29,486","5,08,718",61.3 %,"70,194",13.8%
441,Ramanathapuram,34,GEN,Tamil Nadu,"Rajeshwaran, V.",Indian National Congress,"10,35,028","6,34,121",61.3 %,"1,79,544",28.3%
442,Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Zulfiqar Ali Khan,Indian National Congress,"9,72,113","5,20,393",53.5 %,"10,792",2.1%
443,Ramtek,22,ST,Maharashtra,P.V. Narsimharao,Indian National Congress,"8,97,196","5,80,972",64.8 %,"34,470",5.9%
444,Ranchi,49,GEN,Bihar [1947 - 1999],Subodh Kant Sahay,Janata Dal,"9,25,104","4,77,706",51.6 %,"14,986",3.1%
445,Rasipuram,15,GEN,Tamil Nadu,"Devarajan, B.",Indian National Congress,"10,09,869","6,39,205",63.3 %,"2,51,975",39.4%
446,Ratnagiri,2,GEN,Maharashtra,Nikam Govind Sawaji,Indian National Congress,"7,64,262","5,05,975",66.2 %,"18,488",3.7%
447,Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Yamuna Prasad Shastri,Janata Dal,"10,58,365","5,36,920",50.7 %,"74,756",13.9%
448,Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Subedar,Bharatiya Janta Party,"10,38,263","4,90,124",47.2 %,"84,987",17.3%
449,Rohtak,5,GEN,Haryana,Devi Lal,Janata Dal,"9,08,794","6,19,262",68.1 %,"1,89,005",30.5%
450,Ropar,7,GEN,Punjab,Bimal Kaur,Shiromani Akali Dal (SIMRANJIT SINGH MANN),"10,43,186","7,14,245",68.5 %,"2,30,576",32.3%
451,Rosera,16,SC,Bihar [1947 - 1999],Dashai Chaudhary,Janata Dal,"9,64,871","6,26,036",64.9 %,"2,04,487",32.7%
452,Sabarkantha,15,GEN,Gujarat,Maganbhai Manibhai Patel,Janata Dal,"9,35,924","5,19,867",55.6 %,"1,03,456",19.9%
453,Sagar,5,SC,Madhya Pradesh [1947 - 1999],Shankar Lal,Bharatiya Janta Party,"8,97,740","4,81,922",53.7 %,"75,887",15.7%
454,Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Rashid Masood,Janata Dal,"9,57,146","6,06,987",63.4 %,"1,19,768",19.7%
455,Saharsa,20,GEN,Bihar [1947 - 1999],Surya Nr. Yadav,Janata Dal,"10,58,549","7,70,308",72.8 %,"2,77,081",36.0%
456,Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Ram Ragar,Bharatiya Janta Party,"10,29,062","4,33,023",42.1 %,"1,01,749",23.5%
457,Salem,16,GEN,Tamil Nadu,Rangarajan Kumarmangalam,Indian National Congress,"10,32,058","6,68,594",64.8 %,"2,41,770",36.2%
458,Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Hari Kewal,Janata Dal,"9,90,007","5,11,134",51.6 %,"1,35,026",26.4%
459,Salumber,17,GEN,Rajasthan,Nand Lal Meena,Bharatiya Janta Party,"9,11,457","4,66,397",51.2 %,878,0.2%
460,Samastipur,17,GEN,Bihar [1947 - 1999],Manjai Lal,Janata Dal,"10,75,195","7,04,303",65.5 %,"2,37,681",33.7%
461,Sambalpur,17,GEN,Orissa,Bhabani Shankar Hota,Janata Dal,"9,91,525","6,13,657",61.9 %,"1,01,583",16.6%
462,Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],S.P.Yadava,Janata Dal,"8,58,154","4,58,721",53.5 %,"42,497",9.3%
463,Sangli,46,GEN,Maharashtra,Patil Prakashbapu Vasantrao,Indian National Congress,"8,92,515","5,36,417",60.1 %,"2,08,276",38.8%
464,Sangrur,10,GEN,Punjab,Rajdev Singh,Shiromani Akali Dal (SIMRANJIT SINGH MANN),"9,43,992","6,76,743",71.7 %,"1,04,543",15.4%
465,Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],Parasram Bhardwaj,Indian National Congress,"9,02,624","5,16,476",57.2 %,"71,215",13.8%
466,Sasaram,38,SC,Bihar [1947 - 1999],Chhedi Paswan,Janata Dal,"9,65,857","5,38,050",55.7 %,"1,13,656",21.1%
467,Satara,44,GEN,Maharashtra,Bhosale Prataprao Baburao,Indian National Congress,"9,11,901","4,64,710",51.0 %,"3,16,991",68.2%
468,Satna,8,GEN,Madhya Pradesh [1947 - 1999],Sikhendra Singh,Bharatiya Janta Party,"9,60,755","4,90,512",51.1 %,"53,606",10.9%
469,Sawai Madhopur,11,ST,Rajasthan,Kirori Lal,Bharatiya Janta Party,"10,39,727","5,85,690",56.3 %,"1,98,133",33.8%
470,Secunderabad,31,GEN,Andhra Pradesh,T.Manemma,Indian National Congress,"11,54,622","6,68,988",57.9 %,"1,47,601",22.1%
471,Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Prahlad Singh,Bharatiya Janta Party,"8,93,182","4,58,710",51.4 %,"26,525",5.8%
472,Serampore,26,GEN,West Bengal,Sudarsan Ray Chowdhuri,Communist Party Of India (MARXIST),"10,66,526","8,20,770",77.0 %,"66,458",8.1%
473,Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Dharamgaj Singh,Indian National Congress,"8,86,183","4,23,766",47.8 %,"7,275",1.7%
474,Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Danpat Singh Paraste,Janata Dal,"9,47,958","4,41,652",46.6 %,"1,01,882",23.1%
475,Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Satay Pal Singh,Janata Dal,"9,31,529","4,92,922",52.9 %,"9,438",1.9%
476,Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Phool Chand Verma,Bharatiya Janta Party,"9,34,268","6,07,446",65.0 %,"72,381",11.9%
477,Sheohar,12,GEN,Bihar [1947 - 1999],Hari Kishor Singh,Janata Dal,"9,62,568","6,33,746",65.8 %,"3,14,475",49.6%
478,Shillong,1,ST,Meghalaya,Peter G.Marbaning,Indian National Congress,"5,85,754","2,98,613",51.0 %,"13,285",4.4%
479,Shimoga,21,GEN,Karnataka,T.V.Chandrashekarappa,Indian National Congress,"10,24,762","7,27,264",71.0 %,"1,40,370",19.3%
480,Sholapur,37,GEN,Maharashtra,Sadul Dharmanna Mondayya,Indian National Congress,"8,50,629","5,15,543",60.6 %,"1,35,078",26.2%
481,Siddipet,32,SC,Andhra Pradesh,Yellaiah Nandi,Indian National Congress,"11,44,328","7,61,363",66.5 %,"86,837",11.4%
482,Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Jagannath Singh,Bharatiya Janta Party,"9,92,279","4,57,046",46.1 %,"49,867",10.9%
483,Sikar,5,GEN,Rajasthan,Devi Lal,Janata Dal,"11,32,841","7,37,519",65.1 %,"46,756",6.3%
484,Sikkim,1,GEN,Sikkim,Nandu Thapa,Sikkim Sangram Parishad,"1,92,619","1,38,698",72.0 %,"62,786",45.3%
485,Silchar,2,GEN,Assam,Data Not Available,-,-,-,-,-,-
486,Simla,1,GEN,Himachal Pradesh,Krishan Dutt Sultan Puri,Indian National Congress,"7,18,487","4,25,668",59.3 %,"56,990",13.4%
487,Singhbhum,51,ST,Bihar [1947 - 1999],Bagua Samburi,Indian National Congress,"7,60,236","2,88,955",38.0 %,"19,979",6.9%
488,Sirsa,10,GEN,Haryana,Het Ram,Janata Dal,"9,76,500","6,21,055",63.6 %,"38,413",6.2%
489,Sitamarhi,11,GEN,Bihar [1947 - 1999],Hukumdeo Narayan Yadav,Janata Dal,"10,11,260","6,54,778",64.8 %,"1,70,861",26.1%
490,Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Rajendra Kumari Bajpai,Indian National Congress,"8,80,520","4,71,061",53.5 %,"9,158",1.9%
491,Sivaganga,33,GEN,Tamil Nadu,"Chidambaram, P.",Indian National Congress,"10,02,667","6,61,456",66.0 %,"2,19,552",33.2%
492,Sivakasi,35,GEN,Tamil Nadu,K.Kalimuthu,All India Anna Dravida Munnetra Kazhagam,"10,83,748","7,83,252",72.3 %,"1,37,068",17.5%
493,Siwan,5,GEN,Bihar [1947 - 1999],Janardan Tiwari,Bharatiya Janta Party,"9,65,656","5,62,288",58.2 %,"1,58,951",28.3%
494,Sonepat,4,GEN,Haryana,Kapil Dev,Janata Dal,"9,43,188","6,15,411",65.3 %,"71,004",11.5%
495,South Delhi,2,GEN,Delhi [1977 Onwards],Madan Lal Khurana,Bharatiya Janta Party,"8,49,216","4,82,858",56.9 %,"1,04,994",21.7%
496,Srikakulam,1,GEN,Andhra Pradesh,Viswanatham Kanithi,Indian National Congress,"8,61,650","6,32,341",73.4 %,"50,114",7.9%
497,Srinagar,2,GEN,Jammu & Kashmir,Mohammad Shafi Bhat,Jammu & Kashmir National Conference,"7,82,715",RU,NA,RU,NA
498,Sriperumbudur,4,GEN,Tamil Nadu,Maragatham Chandrasekhar,Indian National Congress,"10,37,657","7,16,403",69.0 %,"1,54,551",21.6%
499,Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Ram Singh,Janata Dal,"9,40,963","4,56,773",48.5 %,"38,596",8.4%
500,Sundargarh,20,GEN,Orissa,Dabananda Amat,Janata Dal,"9,40,968","4,68,396",49.8 %,"91,752",19.6%
501,Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,"12,88,729","7,00,577",54.4 %,"1,94,041",27.7%
502,Surendranagar,2,GEN,Gujarat,Koli Patel Somabhai Gandabhi,Bharatiya Janta Party,"8,32,118","4,23,056",50.8 %,"1,27,673",30.2%
503,Surguja,12,ST,Madhya Pradesh [1947 - 1999],Larangsai,Bharatiya Janta Party,"8,95,838","3,93,529",43.9 %,"74,197",18.9%
504,Tamluk,30,GEN,West Bengal,Satyagopal Mistra,Communist Party Of India (MARXIST),"9,30,444","7,93,885",85.3 %,"24,656",3.1%
505,Tarn Taran,3,GEN,Punjab,Simaranjit Singh Mann,Shiromani Akali Dal (SIMRANJIT SINGH MANN),"9,42,162","5,99,322",63.6 %,"4,80,417",80.2%
506,Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Brahm Dutt,Indian National Congress,"8,71,646","4,43,029",50.8 %,"12,384",2.8%
507,Tenali,14,GEN,Andhra Pradesh,Basavapannayya Singam,Indian National Congress,"8,90,858","6,46,331",72.6 %,"64,188",9.9%
508,Tenkasi,37,SC,Tamil Nadu,M.Arunachalam,Indian National Congress,"9,33,214","6,38,792",68.5 %,"1,72,707",27.0%
509,Tezpur,9,GEN,Assam,Data Not Available,-,-,-,-,-,-
510,Thane,10,GEN,Maharashtra,Kapse Ramchandra Ganesh,Bharatiya Janta Party,"15,54,410","8,90,052",57.3 %,"88,264",9.9%
511,Thanjavur,31,GEN,Tamil Nadu,"Singravadivel, S",Indian National Congress,"9,20,496","6,67,837",72.6 %,"97,147",14.5%
512,Tindivanam,10,GEN,Tamil Nadu,"Eramadass, R.",Indian National Congress,"9,58,799","6,58,615",68.7 %,"1,00,715",15.3%
513,Tiruchendur,38,GEN,Tamil Nadu,Dhanuskodi Athithan R.,Indian National Congress,"9,51,922","5,75,556",60.5 %,"2,12,071",36.8%
514,Tiruchengode,17,GEN,Tamil Nadu,"Palanisamy, K.C.",All India Anna Dravida Munnetra Kazhagam,"12,69,558","8,18,032",64.4 %,"2,72,271",33.3%
515,Tiruchirappalli,27,SC,Tamil Nadu,L.Adaikalaraj,Indian National Congress,"10,53,144","7,12,943",67.7 %,"1,69,966",23.8%
516,Tirunelveli,36,GEN,Tamil Nadu,Janartanan,All India Anna Dravida Munnetra Kazhagam,"9,70,473","6,14,990",63.4 %,"1,91,135",31.1%
517,Tirupathi,20,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,"10,77,859","7,70,785",71.5 %,"72,500",9.4%
518,Tiruppattur,8,GEN,Tamil Nadu,"Jayamohan, A.",Indian National Congress,"9,92,148","6,85,933",69.1 %,"1,34,833",19.7%
519,Tonk,13,GEN,Rajasthan,Gopal Pacherwal,Janata Dal,"9,89,194","5,16,699",52.2 %,"1,07,929",20.9%
520,Trichur,9,SC,Kerala,P. A. Antony,Indian National Congress,"9,12,039","7,19,432",78.9 %,"6,235",0.9%
521,Tripura East,2,ST,Tripura,Manikya Bikram Kishore Debbarma Bahadur,Indian National Congress,"7,33,910","6,00,724",81.9 %,"8,401",1.4%
522,Tripura West,1,GEN,Tripura,Santosh Mohan Dev,Indian National Congress,"8,02,640","6,88,261",85.8 %,"1,66,155",24.1%
523,Trivandrum,20,GEN,Kerala,A. Charles,Indian National Congress,"10,24,210","7,57,167",73.9 %,"50,913",6.7%
524,Tumkur,8,GEN,Karnataka,G.S.Basavaraj,Indian National Congress,"9,63,069","7,05,124",73.2 %,"1,99,138",28.2%
525,Tura,2,ST,Meghalaya,Sanford Marak,Indian National Congress,"3,52,106","1,88,354",53.5 %,"60,878",32.3%
526,Udaipur,18,GEN,Rajasthan,Gulab Chan Kataria,Bharatiya Janta Party,"10,29,393","5,97,792",58.1 %,"1,30,502",21.8%
527,Udhampur,5,GEN,Jammu & Kashmir,Dharam Paul,Indian National Congress,"8,09,465","3,19,326",39.5 %,"30,810",9.6%
528,Udupi,18,SC,Karnataka,Oscar Pernandes,Indian National Congress,"9,03,990","6,04,759",66.9 %,"1,52,193",25.2%
529,Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Satyanarayan Jatiya,Bharatiya Janta Party,"8,87,582","5,06,061",57.0 %,"1,02,194",20.2%
530,Uluberia,25,GEN,West Bengal,Hanan Mollah,Communist Party Of India (MARXIST),"9,48,820","7,62,036",80.3 %,"52,096",6.8%
531,Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Anwar Ahmad,Janata Dal,"9,33,295","4,79,686",51.4 %,"29,365",6.1%
532,Vaishali,9,GEN,Bihar [1947 - 1999],Usha Singh,Janata Dal,"9,64,120","7,11,954",73.8 %,"2,13,217",29.9%
533,Vandavasi,9,GEN,Tamil Nadu,"Balaraman, L.",Indian National Congress,"9,78,457","6,77,686",69.3 %,"1,00,172",14.8%
534,Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Anil Shastri,Janata Dal,"10,41,360","4,44,042",42.6 %,"1,71,603",38.6%
535,Vellore,7,GEN,Tamil Nadu,"Abdul Samad, A. K. A.",Indian National Congress,"10,11,139","6,69,397",66.2 %,"1,60,850",24.0%
536,Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Raghav Ji,Bharatiya Janta Party,"9,25,976","5,45,748",58.9 %,"1,36,132",24.9%
537,Vijayawada,13,GEN,Andhra Pradesh,Chennupati Vidya,Indian National Congress,"11,06,132","8,22,391",74.4 %,"58,204",7.1%
538,Visakhapatnam,4,GEN,Andhra Pradesh,Uma Gajapathi Raju Poosapati,Indian National Congress,"10,73,318","7,33,318",68.3 %,"25,733",3.5%
539,Vishnupur,36,GEN,West Bengal,Sukhendu Khan,Communist Party Of India (MARXIST),"9,07,049","7,44,882",82.1 %,"1,87,589",25.2%
540,Warangal,39,GEN,Andhra Pradesh,Surender Reddy Ramasahayam,Indian National Congress,"9,46,078","7,14,262",75.5 %,"54,121",7.6%
541,Wardha,27,GEN,Maharashtra,Sathe Vasant Purushottam,Indian National Congress,"9,20,961","6,03,270",65.5 %,"25,830",4.3%
542,Washim,20,ST,Maharashtra,Deshmukh Anantrao Vitthalrao,Indian National Congress,"8,53,576","5,68,338",66.6 %,"1,35,854",23.9%
543,Yavatmal,28,GEN,Maharashtra,Uttamrao Deorao Patil,Indian National Congress,"8,90,474","5,34,029",60.0 %,"26,739",5.0%
